SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC60143,6,8,0,0,0,7,0,0,7,28,6,34,0,0,0,0,3,6,3,6,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,18,52
SSC60144,17,32,0,0,0,12,0,0,4,27,8,36,0,3,0,5,0,0,4,15,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,79
SSC60145,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC60146,31,63,0,0,0,9,0,0,7,40,13,44,0,0,3,8,3,13,10,18,17,62,0,3,0,3,0,0,5,4,7,14,0,0,0,0,4,8,7,5,11,21,0,0,61,148
SSC60147,350,704,4,25,30,129,6,40,126,523,166,704,12,47,24,67,48,154,81,262,249,970,0,9,9,24,8,23,57,166,72,218,5,24,4,8,38,80,52,106,128,327,5,16,731,2011
SSC60148,10,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,11,27
SSC60149,25,42,0,0,0,4,0,0,7,14,5,19,0,0,0,4,4,12,6,21,14,38,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,7,11,0,0,34,93
SSC60150,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SSC60151,52,101,0,0,6,28,0,3,28,135,39,165,0,3,0,3,10,45,15,48,54,214,0,6,4,26,0,3,27,76,35,111,0,0,4,3,20,42,21,45,60,159,3,8,163,476
SSC60152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60153,62,127,0,0,3,16,0,0,12,45,14,59,0,12,3,5,7,18,9,37,27,96,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,4,10,4,10,0,0,96,237
SSC60154,65,122,0,0,0,13,0,0,21,93,26,110,8,32,9,26,17,54,34,111,62,218,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,9,7,20,7,20,0,0,134,361
SSC60155,1436,2832,28,143,119,542,35,157,626,2437,805,3286,39,164,111,353,246,733,396,1250,1202,4536,12,44,64,220,30,101,367,999,475,1365,25,80,95,204,233,485,353,769,827,2137,44,97,3510,9593
SSC60156,74,145,0,0,4,27,0,0,30,133,38,163,3,14,9,37,17,44,28,96,70,260,0,0,0,3,0,0,0,3,5,7,0,0,4,3,6,14,11,15,8,27,3,3,154,432
SSC60157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60158,14,35,0,0,3,13,0,0,6,15,6,26,0,3,0,0,5,8,4,8,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,27,75
SSC60159,250,497,10,55,25,111,9,53,138,531,186,747,11,48,22,68,45,142,79,260,264,1010,0,10,12,43,6,28,76,203,96,286,0,0,15,28,30,62,47,88,142,377,3,10,662,1887
SSC60160,33,57,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,4,0,4,3,15,0,0,0,3,0,0,0,0,3,7,0,0,0,0,3,3,3,3,6,8,0,4,38,84
SSC60161,79,160,0,0,11,47,0,14,54,213,62,277,6,13,4,21,8,21,16,49,82,323,0,6,3,20,0,0,3,11,7,34,0,0,0,4,4,9,4,13,18,39,0,0,181,529
SSC60162,3,10,0,0,0,0,0,0,3,5,3,5,0,0,0,0,3,8,3,8,3,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,24
SSC60163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60164,121,240,0,13,3,13,6,16,38,143,52,185,3,10,4,24,14,44,25,72,73,257,0,0,7,14,0,0,7,22,12,35,3,4,0,7,12,32,18,40,34,70,6,8,229,588
SSC60165,23,47,0,0,3,21,0,0,20,76,24,91,0,0,3,6,3,16,9,28,30,115,0,0,0,0,0,0,4,11,4,11,0,4,0,0,3,8,3,9,6,21,0,0,62,188
SSC60166,11,21,0,0,0,0,0,0,5,32,5,32,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,5,3,5,3,12,0,0,23,63
SSC60167,76,153,0,20,8,25,3,14,49,196,64,254,4,29,12,36,23,81,47,145,103,398,0,0,0,0,0,10,9,25,8,35,0,5,4,13,5,15,14,27,24,62,0,3,204,613
SSC60168,34,63,0,0,8,24,0,0,13,63,23,88,4,21,0,3,3,8,8,29,30,118,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,5,3,5,0,0,63,192
SSC60169,40,82,0,3,3,8,4,13,18,63,24,91,0,0,0,4,6,20,11,23,30,116,0,0,0,3,0,5,0,9,8,12,0,3,0,0,3,13,6,13,8,30,0,0,78,229
SSC60170,11,23,0,0,0,3,0,0,3,15,8,21,0,0,0,3,4,21,9,22,11,43,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,7,0,0,25,75
SSC60171,134,263,0,13,10,46,0,0,83,307,93,365,4,11,14,52,14,29,28,96,127,463,0,4,7,8,0,0,10,16,12,33,3,10,3,6,7,11,9,27,26,60,0,6,287,788
SSC60172,21,51,0,5,4,17,0,4,5,34,12,61,8,25,3,9,5,18,14,49,26,108,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,6,6,15,0,4,56,170
SSC60173,71,144,0,0,0,11,0,4,11,47,19,61,0,0,3,6,3,13,5,14,22,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,5,9,5,10,0,0,102,233
SSC60174,16,37,4,12,7,16,0,0,12,38,16,76,0,0,0,0,3,9,3,9,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,0,0,40,128
SSC60175,437,874,6,40,25,129,12,52,153,614,196,837,10,46,28,90,70,221,111,355,307,1192,4,25,17,57,12,40,155,432,191,560,4,20,18,32,69,141,86,199,283,757,10,21,1037,2844
SSC60176,214,408,3,9,34,153,0,3,138,540,176,702,10,35,30,86,20,60,54,181,231,884,3,8,12,34,0,0,34,80,42,121,0,3,13,33,17,36,33,75,78,196,8,13,529,1508
SSC60177,14,28,0,0,3,7,0,0,5,25,11,38,0,0,0,0,4,3,3,12,14,49,0,0,0,3,0,0,0,4,3,11,0,0,0,3,0,4,3,10,7,13,0,0,34,93
SSC60178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60179,5,9,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,3,4,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,3,12,29
SSC60180,13,33,0,8,0,0,0,3,14,45,11,52,0,0,0,4,3,8,3,13,19,68,0,0,0,3,0,0,3,9,3,8,0,0,0,0,3,7,3,7,8,21,0,0,40,119
SSC60181,3,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
SSC60182,14,26,0,0,0,0,0,0,3,8,3,8,0,0,0,5,0,0,0,5,0,12,0,0,0,0,0,0,4,15,4,15,0,0,0,0,3,4,3,4,10,20,0,0,25,63
SSC60183,25,41,3,12,3,9,0,0,3,21,9,46,3,8,0,4,0,4,6,21,10,65,0,0,0,3,0,0,0,4,3,8,0,0,0,0,3,10,6,7,5,19,0,0,41,123
SSC60184,40,85,0,0,6,30,3,10,39,145,45,182,0,3,3,8,3,13,10,25,51,207,0,0,0,4,0,0,12,21,12,25,0,0,0,0,3,6,4,9,13,33,3,3,107,318
SSC60185,36,70,0,0,3,20,0,0,14,67,19,89,0,8,4,11,5,21,13,41,36,125,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,6,3,6,12,22,0,0,78,219
SSC60186,35,75,0,0,0,10,3,12,10,49,17,75,0,0,0,0,0,3,3,9,16,84,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,4,0,4,4,7,0,0,63,160
SSC60187,47,84,0,3,3,24,6,23,23,72,29,124,0,3,4,15,6,29,16,40,43,170,0,0,0,7,0,0,3,13,7,20,0,0,0,0,5,8,5,8,13,31,0,0,98,288
SSC60188,7,10,0,0,0,0,0,0,4,21,4,21,0,0,0,0,3,3,3,10,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,41
SSC60189,23,42,0,0,7,28,0,0,10,24,13,52,0,0,0,3,3,9,5,15,19,68,0,0,0,10,0,0,3,12,6,21,0,0,0,0,3,0,4,4,12,30,6,9,49,138
SSC60190,9,25,0,0,3,11,0,0,3,5,3,15,0,0,0,0,6,16,3,16,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,19,62
SSC60191,3,9,0,0,0,0,0,0,5,19,5,19,0,0,0,0,0,3,0,3,4,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,16,33
SSC60192,24,54,0,4,7,20,0,6,14,43,15,69,0,4,3,5,4,10,7,17,23,89,0,0,0,0,0,5,4,3,7,14,0,0,3,6,4,9,9,11,12,25,0,0,58,166
SSC60193,177,344,0,16,13,66,5,21,57,233,86,336,4,16,23,71,29,88,50,175,133,518,0,6,6,14,4,10,26,70,35,101,0,0,0,7,18,43,20,52,60,151,0,3,372,1013
SSC60194,77,158,0,4,10,57,0,0,35,145,49,207,3,16,7,20,7,24,17,63,66,265,0,4,4,7,3,10,10,32,17,56,0,0,3,4,9,17,12,23,29,77,0,3,174,504
SSC60195,22,41,0,0,3,10,0,0,10,43,11,49,3,8,0,0,0,0,3,8,13,61,0,3,0,6,0,0,0,3,3,12,0,0,0,0,0,3,0,3,3,14,0,0,39,124
SSC60196,8,21,0,0,0,3,0,0,6,20,4,23,0,0,0,0,3,6,3,6,10,31,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,4,5,0,3,21,55
SSC60197,8,14,0,0,0,0,0,0,3,15,3,15,0,0,3,7,3,6,3,15,9,21,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,14,0,0,22,51
SSC60198,94,176,0,0,11,55,0,6,60,229,75,292,0,4,15,36,8,36,22,76,98,368,0,0,0,4,0,0,7,26,10,33,0,0,3,5,0,7,6,8,17,41,0,3,203,584
SSC60199,37,76,0,0,10,33,0,3,21,70,30,104,0,0,0,5,14,34,16,40,38,149,0,0,0,7,0,4,0,8,4,19,0,0,0,3,3,8,3,10,8,30,0,0,93,261
SSC60200,6,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,3,7,0,0,0,0,6,10,6,10,7,13,0,0,11,24
SSC60201,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60203,33,65,3,10,0,6,0,8,17,68,23,93,3,12,3,8,5,18,11,31,31,122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,12,5,12,7,16,0,0,70,206
SSC60204,20,32,0,0,0,0,0,3,5,9,3,18,0,0,0,0,3,4,3,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52
SSC60205,9,28,0,0,0,0,0,3,3,17,9,19,0,0,0,0,0,3,0,3,4,25,0,0,0,0,0,0,0,10,0,10,0,0,3,3,0,3,3,9,5,16,0,3,29,68
SSC60206,94,185,3,10,15,55,6,15,69,275,88,357,6,30,6,28,25,86,43,136,131,496,0,0,3,12,0,0,17,40,18,47,4,6,0,0,12,26,15,30,33,82,0,0,261,772
SSC60207,48,86,0,0,10,47,3,14,34,141,49,207,3,9,3,8,7,29,11,48,62,251,0,0,0,7,0,5,4,10,4,28,0,0,0,5,8,12,9,16,12,43,3,7,127,387
SSC60208,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC60209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60210,117,228,0,0,3,19,4,14,44,171,49,207,4,14,3,20,21,55,25,89,73,291,0,0,0,0,0,0,8,18,8,18,3,11,0,3,3,10,9,23,19,42,0,7,215,561
SSC60211,6,16,0,0,0,6,0,0,9,25,8,34,0,0,0,0,0,3,0,3,8,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,3,7,4,8,0,0,21,62
SSC60212,18,38,0,0,0,3,0,0,3,15,3,17,0,0,0,0,0,5,0,5,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,3,0,0,31,60
SSC60213,28,57,0,5,0,4,0,0,7,28,9,43,3,5,0,0,3,9,3,15,14,52,0,0,0,0,0,0,0,7,7,10,0,0,3,3,0,3,0,9,10,18,0,0,50,123
SSC60214,130,263,0,10,15,53,7,18,56,219,76,300,5,20,4,9,19,56,26,93,103,393,0,0,6,15,0,5,14,32,20,53,0,3,9,16,7,12,18,34,31,88,0,4,274,750
SSC60215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60216,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,5
SSC60217,54,113,6,21,6,53,4,34,51,218,74,324,10,26,5,24,21,63,34,109,104,434,4,13,16,63,3,23,107,308,127,407,7,16,3,14,34,70,38,99,171,505,12,25,344,1078
SSC60218,29,56,0,7,4,13,0,3,14,58,23,80,0,0,3,9,3,5,3,12,26,91,0,0,0,11,0,0,4,17,8,29,0,0,0,0,3,9,3,9,9,33,0,3,68,185
SSC60219,53,105,3,10,6,28,0,0,17,68,23,101,0,8,3,18,7,14,11,38,33,135,0,0,0,4,0,0,8,8,9,14,0,0,0,0,3,7,3,7,8,20,0,0,96,265
SSC60220,82,163,0,0,7,32,3,16,51,194,59,234,3,18,8,18,14,48,28,78,87,313,0,0,0,5,0,3,3,12,8,20,0,0,3,7,8,11,11,20,18,40,3,9,185,526
SSC60221,165,327,0,18,12,49,10,45,63,262,84,374,4,30,13,37,29,81,45,152,133,518,0,0,3,11,0,6,27,64,29,77,0,0,5,10,17,31,17,39,45,118,6,9,355,982
SSC60222,379,738,0,7,36,145,12,45,199,761,245,957,16,72,35,108,57,159,103,343,349,1306,0,0,10,29,6,25,49,127,69,179,8,18,26,64,36,74,69,158,136,333,15,23,879,2405
SSC60223,484,965,8,54,36,187,21,94,196,804,266,1138,14,51,18,64,74,226,108,346,377,1484,9,24,25,83,7,45,116,320,155,473,6,13,13,28,79,172,94,215,252,688,17,41,1127,3185
SSC60224,16,35,0,7,0,3,0,0,10,37,11,52,0,0,0,3,3,3,4,9,14,61,0,0,0,0,0,0,3,3,3,3,0,0,0,0,4,3,4,3,4,10,0,0,37,108
SSC60225,17,40,0,0,0,3,0,0,5,14,8,23,0,0,0,7,3,15,6,17,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,76
SSC60226,73,142,0,0,0,13,0,0,26,101,32,116,6,17,3,12,6,21,17,51,51,169,0,0,0,0,0,3,3,3,3,9,0,12,3,4,9,22,17,40,21,45,0,3,147,360
SSC60227,81,165,3,21,11,42,0,4,43,183,57,253,3,17,8,29,13,34,20,78,81,325,0,0,3,7,0,0,8,16,8,26,0,4,3,6,4,8,6,11,19,42,0,0,185,532
SSC60228,14,25,0,6,0,3,0,4,3,12,4,31,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55
SSC60229,13,28,0,5,0,8,3,4,11,47,18,72,0,5,0,0,8,20,7,25,20,91,0,0,3,12,0,0,0,5,4,9,0,0,0,0,0,4,0,4,4,12,0,0,40,137
SSC60230,56,114,0,0,8,36,3,10,33,138,47,185,5,20,4,20,13,30,23,75,70,265,0,0,0,0,0,0,9,24,9,24,0,3,0,0,12,27,15,29,22,52,0,0,141,429
SSC60231,19,40,0,0,0,0,0,0,16,49,16,49,3,20,4,14,5,17,11,52,28,103,0,0,0,0,0,0,3,3,3,12,0,0,0,0,3,9,3,5,11,19,0,3,55,157
SSC60232,14,21,0,0,0,6,0,0,3,17,6,20,0,0,4,9,3,6,4,11,6,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,23,61
SSC60233,915,1799,14,73,119,596,30,152,466,1775,634,2594,31,134,72,243,161,508,273,889,903,3481,14,65,54,191,19,72,353,942,432,1259,24,77,83,166,228,488,331,724,768,1985,74,150,2654,7416
SSC60234,3,6,0,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,8,4,10,0,0,6,23
SSC60235,36,69,3,12,3,14,3,13,10,37,19,73,0,3,0,7,0,3,4,12,21,85,0,0,0,10,0,0,3,5,4,18,0,0,0,0,6,8,6,8,5,19,0,0,60,173
SSC60236,77,155,0,0,7,19,0,8,58,217,63,247,0,7,3,10,20,76,25,88,86,335,5,11,0,0,3,9,38,101,43,123,3,19,10,19,37,79,51,113,88,237,6,11,257,733
SSC60237,35,75,0,0,0,6,0,3,10,43,9,55,0,0,0,4,6,9,3,13,19,67,0,0,0,0,0,0,0,5,0,5,0,6,0,0,0,3,0,11,3,14,0,0,57,147
SSC60238,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC60239,14,20,0,0,0,13,0,4,3,14,8,30,0,0,0,0,0,3,0,3,11,39,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,3,4,0,0,24,63
SSC60240,14,26,0,0,0,8,0,0,5,21,8,27,0,0,0,0,0,3,0,3,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,21,62
SSC60241,3,9,0,0,0,5,0,0,3,7,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25
SSC60242,202,400,3,24,24,97,8,41,123,477,157,639,17,65,16,60,46,138,82,261,237,900,0,6,3,12,0,0,22,68,29,88,6,18,8,11,22,40,32,63,60,156,3,6,505,1460
SSC60243,9,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
SSC60244,13,26,0,0,0,3,0,0,4,23,6,27,0,0,0,0,4,12,4,12,15,39,0,0,0,0,0,3,0,5,6,11,0,0,0,3,3,4,3,8,10,17,0,0,34,82
SSC60245,11,17,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,3,18,37
SSC60246,62,123,0,0,14,52,3,4,21,86,37,148,3,11,4,25,12,38,24,71,55,220,0,0,0,11,0,0,13,26,17,40,0,3,4,7,6,14,9,18,20,59,3,7,147,401
SSC60247,13,21,0,0,0,0,0,0,3,20,3,20,0,0,0,0,0,3,0,3,5,24,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,17,46
SSC60248,13,20,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35
SSC60249,39,83,0,0,0,3,0,0,3,15,4,19,0,0,3,9,0,3,3,6,6,25,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,0,53,117
SSC60250,28,60,0,7,7,27,0,0,9,45,20,76,0,0,0,4,3,7,3,13,20,93,0,0,3,4,0,0,5,14,7,16,0,0,0,0,0,3,0,3,10,20,0,0,60,171
SSC60251,141,280,3,22,16,73,3,12,68,263,90,368,0,8,17,62,22,57,42,128,130,500,0,3,4,13,0,0,7,22,10,37,0,0,0,5,9,14,11,19,16,52,3,3,296,838
SSC60252,62,119,0,0,6,27,0,5,33,120,38,152,3,9,7,19,10,20,11,48,57,200,0,0,0,3,0,0,9,18,6,21,0,4,3,6,3,4,5,14,13,32,0,0,133,357
SSC60253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60254,28,64,0,0,0,6,0,6,5,23,7,34,0,0,4,4,3,5,3,12,10,46,0,0,0,0,0,0,3,9,3,9,3,6,0,0,0,3,4,8,4,19,0,3,48,127
SSC60255,259,517,0,12,28,124,15,59,158,609,202,806,22,77,16,61,47,141,89,285,288,1086,0,9,5,22,3,4,36,97,46,134,4,16,12,22,32,66,53,104,96,244,3,6,645,1850
SSC60256,35,73,3,15,5,22,0,0,28,100,34,136,0,4,3,18,3,13,8,29,41,166,0,0,0,6,0,0,3,9,3,14,0,0,0,0,6,11,6,11,8,21,3,4,88,270
SSC60257,30,62,0,0,3,10,0,9,10,35,12,46,0,0,0,0,3,12,3,9,16,61,0,0,0,0,0,0,4,16,4,16,0,0,0,0,3,11,3,11,14,30,3,3,61,149
SSC60258,8,17,0,0,0,3,0,0,0,8,5,11,0,0,0,0,0,4,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,29
SSC60259,17,33,0,0,3,8,0,0,0,10,3,25,0,8,0,0,0,3,0,5,5,32,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,27,68
SSC60260,8,17,0,0,0,6,0,0,0,4,0,9,0,0,0,4,0,0,0,4,5,13,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,0,12,33
SSC60261,70,135,3,14,9,56,5,19,38,148,55,239,7,20,6,18,11,36,25,81,83,321,0,5,3,9,0,0,18,52,26,70,6,13,6,12,12,30,25,53,50,118,3,5,198,580
SSC60262,68,126,0,0,3,18,3,17,23,93,32,134,3,10,3,21,4,16,17,45,47,175,0,0,0,4,0,5,10,19,12,22,0,4,0,0,7,10,5,10,14,40,0,3,132,343
SSC60263,11,24,0,0,0,3,0,0,3,15,9,19,0,0,0,0,0,3,0,3,5,23,0,0,0,0,0,0,3,6,3,6,0,5,0,0,3,9,7,15,6,18,0,0,30,74
SSC60264,25,52,0,0,3,10,0,0,8,40,10,47,0,0,0,3,3,5,4,7,15,54,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,0,0,0,5,10,0,4,42,118
SSC60265,10,16,0,0,0,7,0,4,7,42,10,54,0,6,0,5,7,17,8,28,19,79,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,3,0,3,6,14,0,0,33,116
SSC60266,56,109,3,18,10,59,3,11,44,194,67,286,4,18,3,14,13,38,21,71,85,352,0,3,12,42,6,19,77,211,93,278,6,21,5,11,25,59,37,89,129,366,7,15,271,844
SSC60267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60268,7,17,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37
SSC60269,60,119,3,11,5,24,0,12,17,68,27,110,0,7,4,3,5,25,12,38,37,151,0,0,3,5,0,0,8,21,10,23,0,0,0,0,3,7,3,10,15,36,0,0,118,303
SSC60270,9,16,0,3,0,5,0,0,10,37,10,43,0,0,0,3,4,19,7,24,22,69,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,30,92
SSC60271,10,18,0,0,0,4,0,0,4,4,3,10,0,0,0,0,3,9,3,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,20,36
SSC60272,107,215,3,14,14,52,0,5,48,181,62,255,3,11,5,9,7,27,18,54,74,303,3,6,8,28,3,6,36,93,45,129,4,9,3,3,28,64,31,73,79,208,3,7,271,734
SSC60273,94,191,0,0,3,24,4,15,30,108,41,147,6,19,4,18,10,43,24,79,63,225,0,0,3,6,0,3,6,12,11,22,0,0,3,9,4,9,7,18,16,41,0,3,174,461
SSC60274,205,410,0,0,7,24,0,0,44,161,49,181,0,3,6,17,13,43,19,64,68,244,0,0,4,23,0,0,25,57,30,73,3,5,9,21,15,31,26,58,60,138,14,29,346,821
