POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,3,4,207,76,11,0,9,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,8,221,77,11,0,9,330
POA6714,7,59,237,1522,2037,156,25,70,4110,5,49,187,152,21,0,0,12,422,0,7,34,21,0,0,0,0,58,5,61,221,166,21,0,0,12,486,7,50,22,32,0,0,0,3,115,0,12,0,0,0,0,0,0,16,0,3,36,8,0,0,0,3,53,0,0,0,0,0,0,0,0,0,7,72,57,37,0,0,0,7,179,16,38,7,10,0,0,0,0,73,0,3,0,5,3,0,3,0,17,36,233,523,1739,2056,156,28,88,4865
POA6716,0,0,8,111,22,7,0,0,153,0,0,31,31,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,42,142,28,7,0,3,229
POA6718,3,4,24,75,20,0,0,11,136,0,6,17,17,9,0,0,4,53,0,0,0,0,0,0,0,0,0,0,6,17,17,9,0,0,4,53,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,15,0,0,3,3,0,0,0,0,8,11,13,46,95,38,0,0,11,212
POA6720,0,3,10,320,204,15,4,3,562,0,9,90,66,0,0,0,9,173,0,0,0,0,0,0,0,0,0,0,9,90,66,0,0,0,9,173,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,8,3,0,0,0,0,4,16,0,0,0,3,0,0,0,3,10,3,24,110,394,202,15,3,18,764
POA6721,0,21,62,359,403,40,5,21,923,0,3,20,16,3,0,0,3,48,0,0,5,21,3,3,0,0,34,0,3,22,36,11,3,0,3,82,0,70,132,31,11,0,0,19,260,0,11,16,11,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,152,43,11,0,0,19,297,12,17,8,3,5,0,0,13,58,0,0,3,3,0,0,0,4,15,13,133,248,443,427,47,8,58,1369
POA6722,3,98,160,1107,776,82,10,88,2323,0,20,37,61,15,3,0,7,149,0,5,15,54,22,5,0,3,104,0,29,48,118,41,6,0,9,255,0,35,71,49,4,0,0,4,166,0,0,0,0,0,0,0,0,0,0,11,20,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,47,90,59,4,0,0,4,213,14,21,0,0,3,0,0,5,38,0,0,7,9,3,0,0,7,22,14,191,309,1291,827,88,13,112,2857
POA6725,19,110,331,1075,791,71,19,88,2497,0,29,108,36,6,0,0,7,188,0,8,69,28,5,0,0,4,111,3,36,179,64,10,0,0,11,306,3,46,88,29,11,0,0,15,197,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,49,96,30,11,0,0,15,200,70,99,27,18,8,0,5,33,259,12,22,12,21,4,0,0,9,87,111,318,635,1204,821,75,30,160,3348
POA6726,7,22,89,696,473,54,7,35,1385,0,10,11,15,3,0,0,0,31,0,7,17,13,3,0,0,0,43,0,10,28,24,5,0,0,0,75,0,5,74,31,3,0,0,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,31,3,0,0,5,122,58,72,15,3,5,0,0,12,161,0,8,8,3,3,0,0,0,23,67,122,214,757,483,59,14,53,1769
POA6728,9,47,179,655,330,44,12,43,1317,0,38,85,43,8,0,0,12,181,0,0,0,3,3,0,0,0,7,0,38,85,44,12,0,0,12,188,0,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,19,30,3,7,4,0,0,11,77,0,5,0,0,3,0,0,0,6,23,125,271,707,348,48,12,62,1605
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,3,21,44,145,57,10,3,6,283,0,3,20,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,20,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,3,0,3,0,0,0,0,13,3,0,3,5,0,0,0,3,18,10,31,68,157,55,11,3,11,348
POA6743,4,38,179,625,375,40,8,40,1309,0,21,70,48,3,0,0,16,159,0,0,13,12,0,0,0,0,31,0,21,84,62,3,0,0,17,185,0,10,43,16,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,16,0,0,0,4,79,66,123,50,39,21,4,0,28,327,0,7,3,10,0,0,0,3,26,77,198,359,753,404,45,13,89,1923
POA6751,0,11,43,644,148,15,3,19,886,0,9,7,3,5,0,0,0,22,0,0,0,0,6,0,0,0,6,0,9,8,3,7,0,0,0,28,0,0,3,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,20,5,9,3,3,0,0,0,4,25,0,0,0,0,0,0,0,11,8,9,30,63,671,159,15,3,32,978
POA6753,0,15,157,602,366,44,3,23,1213,0,17,22,12,3,0,0,0,53,0,3,8,0,0,0,0,0,10,0,19,30,12,6,0,0,5,68,0,7,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,19,0,3,5,0,0,0,0,0,6,0,8,0,0,0,0,3,13,18,0,40,196,613,374,41,6,38,1322
POA6754,0,3,3,283,64,3,0,3,362,0,0,27,3,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,31,282,67,3,0,7,398
POA6758,0,7,5,25,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,0,0,0,3,37
POA6760,0,8,25,48,23,0,0,14,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,32,48,18,3,0,19,135
POA6762,0,0,9,34,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,5,0,0,0,50
POA6765,0,7,53,166,63,8,0,13,302,0,0,3,7,0,0,0,0,11,0,0,4,0,0,0,0,0,5,0,0,8,5,0,0,0,0,13,0,3,46,18,5,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,18,5,0,0,4,73,3,7,4,3,0,0,0,9,31,0,0,0,0,0,0,0,0,4,9,21,112,194,64,8,0,23,426
POA6770,3,33,50,260,74,12,5,21,454,0,17,40,18,3,0,0,5,86,0,0,7,3,3,0,0,0,15,0,17,50,19,7,0,0,7,102,3,4,11,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,7,0,0,0,0,19,5,12,8,6,3,0,0,3,34,4,0,0,0,0,0,0,0,5,12,64,120,290,80,12,8,33,615
POA7000,6,91,767,1586,733,187,47,58,3477,0,28,86,59,14,3,0,0,195,0,19,218,156,32,5,3,3,438,4,43,306,208,43,7,3,5,627,26,403,448,114,28,7,5,28,1050,37,78,66,40,9,3,3,9,244,18,45,95,23,0,0,0,7,184,0,16,16,6,3,0,0,0,40,83,548,614,184,38,11,4,40,1524,6,3,4,4,0,0,0,3,21,0,14,15,6,0,0,3,7,43,92,700,1710,1995,817,208,60,111,5691
POA7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA7004,6,40,407,854,365,104,31,35,1846,0,19,89,32,6,6,0,3,163,0,25,114,56,8,3,3,3,215,0,42,209,86,18,4,3,9,379,8,145,158,65,15,0,0,5,399,0,46,113,33,3,0,0,8,203,0,19,95,13,0,0,0,0,136,0,0,0,0,0,0,0,0,8,6,218,365,118,21,0,0,11,740,0,7,4,0,4,0,0,0,15,0,0,6,4,0,0,0,0,13,17,304,996,1064,408,112,36,57,2986
POA7005,8,52,443,1319,1081,315,76,59,3357,0,38,97,56,12,0,0,8,213,6,73,219,100,24,10,3,12,444,5,102,313,156,34,9,6,21,658,21,168,234,49,11,5,0,12,496,0,31,152,28,3,0,0,7,221,4,29,99,11,0,0,0,3,146,0,0,0,3,0,0,0,0,3,21,222,490,87,20,5,0,22,866,4,11,8,4,4,0,0,3,34,0,9,7,7,0,0,0,6,34,42,403,1260,1581,1144,332,84,118,4954
POA7007,0,6,135,385,313,85,21,11,958,0,24,49,17,3,3,0,3,99,0,9,25,0,4,0,0,0,45,0,37,74,19,7,10,0,3,142,0,19,38,3,0,0,0,3,57,0,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,3,0,0,0,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,252,407,314,90,21,22,1176
POA7008,0,47,781,1818,776,185,45,54,3717,4,85,131,23,0,0,0,11,251,0,5,64,11,4,0,0,0,89,3,99,191,25,4,0,0,10,336,0,152,224,42,12,3,0,13,449,11,48,34,6,0,0,0,3,100,5,79,51,5,0,0,0,10,149,0,3,3,0,0,0,0,0,9,23,282,306,57,12,3,0,23,707,0,6,11,4,0,0,0,0,18,0,0,4,4,0,0,0,0,13,27,434,1296,1909,793,191,46,91,4784
POA7009,7,62,1031,2336,588,114,25,79,4248,0,84,117,9,0,0,0,15,223,0,21,129,16,3,0,0,3,168,0,104,250,23,3,0,0,14,396,4,105,82,61,9,3,0,4,265,4,18,37,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,125,119,63,9,3,0,4,323,0,10,18,11,3,0,0,0,45,0,5,3,3,0,0,0,4,9,15,306,1416,2433,596,123,25,108,5022
POA7010,9,45,1142,3109,751,165,39,135,5394,3,54,178,25,3,0,0,20,283,0,4,30,15,5,0,0,0,54,4,57,205,45,7,0,0,18,340,13,341,576,70,13,0,0,43,1060,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,3,13,344,576,76,13,0,0,43,1066,0,6,7,13,0,0,0,0,23,3,0,3,3,0,0,0,0,8,29,450,1936,3240,772,171,37,199,6832
POA7011,5,34,449,3214,698,129,39,95,4656,4,128,151,8,3,0,0,21,326,0,13,73,10,0,0,0,3,97,9,137,224,18,3,0,0,28,417,4,107,541,90,14,0,5,37,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,109,541,90,11,0,5,37,790,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,3,9,12,281,1214,3318,716,131,39,153,5870
POA7012,0,7,39,145,58,21,5,4,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,145,58,21,5,4,284
POA7015,4,31,712,1942,837,141,31,74,3770,0,37,85,10,0,0,0,3,131,0,15,50,15,0,0,0,3,84,0,47,133,21,3,0,0,5,214,0,25,49,16,0,0,0,0,91,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,16,0,0,0,0,103,0,3,3,7,0,0,0,0,16,0,0,0,3,0,0,0,3,7,8,107,913,1992,840,136,32,84,4111
POA7016,0,5,37,681,70,10,3,34,840,0,12,28,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,683,71,10,3,34,887
POA7017,5,26,164,1006,539,93,17,25,1869,0,0,11,8,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,22,0,3,57,32,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,32,0,0,0,0,94,0,6,4,0,0,0,0,0,13,0,0,0,3,0,0,0,0,5,3,34,234,1049,545,93,17,28,2001
POA7018,6,69,1158,4499,1613,307,44,118,7809,0,133,154,22,3,0,0,18,330,0,25,93,22,3,0,0,9,149,3,157,249,45,10,0,0,27,483,0,54,88,11,3,0,0,10,165,0,7,57,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,147,7,3,0,0,9,231,0,0,0,3,0,0,0,0,3,0,0,3,4,5,0,0,0,8,9,291,1553,4555,1624,314,48,151,8541
POA7019,3,28,275,1587,178,29,9,42,2138,3,40,30,23,0,0,0,5,106,0,0,3,10,4,3,0,0,18,3,40,37,26,4,3,0,7,126,3,0,20,11,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,11,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,14,69,331,1629,183,30,9,52,2310
POA7020,0,22,65,380,268,56,14,5,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,377,274,56,14,5,823
POA7021,0,16,112,455,218,46,10,19,879,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,128,459,218,46,10,19,903
POA7022,0,10,70,172,71,11,0,3,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,70,178,71,11,0,3,347
POA7023,0,4,30,70,26,4,0,8,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,73,26,4,0,8,140
POA7024,0,3,36,98,40,4,0,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,99,40,4,0,4,194
POA7025,0,11,91,305,167,32,3,8,619,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,3,0,0,0,0,28,0,0,0,3,0,0,0,0,8,0,32,99,308,170,29,6,14,665
POA7026,0,7,40,175,80,18,4,7,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,44,171,80,18,4,7,333
POA7027,0,8,22,61,19,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,26,61,24,0,0,0,121
POA7030,12,75,522,3707,962,150,49,148,5628,0,11,57,12,0,0,0,3,87,0,0,11,0,0,0,0,0,9,0,11,70,12,0,0,0,3,99,0,53,305,47,3,0,0,19,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,305,47,3,0,0,19,433,0,4,3,3,0,0,0,0,13,0,0,9,6,5,0,0,3,25,15,141,904,3783,972,152,49,173,6198
POA7050,5,81,803,2133,945,200,49,81,4298,0,59,157,34,3,0,0,8,256,0,0,79,57,0,0,0,0,135,0,59,231,96,4,3,0,10,399,0,32,74,17,5,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,74,17,5,0,0,0,126,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,170,1114,2244,953,201,49,99,4829
POA7052,0,23,286,1220,701,145,28,26,2425,0,0,36,4,0,0,0,0,40,0,0,33,15,3,0,0,0,60,0,0,65,21,3,0,0,5,99,0,15,51,19,3,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,23,3,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,399,1262,715,146,28,31,2620
POA7053,0,9,146,555,372,97,16,26,1224,0,29,10,0,0,0,0,0,37,0,0,3,5,0,0,0,0,7,0,31,14,3,3,0,0,0,46,0,0,3,3,0,0,0,0,7,0,0,4,4,0,0,0,0,5,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,167,571,372,97,16,24,1296
POA7054,6,53,415,1438,756,165,35,37,2907,0,4,33,7,0,0,0,5,42,0,0,15,3,0,0,0,0,14,0,4,49,8,0,0,0,5,57,0,0,15,0,0,0,0,0,22,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,0,0,22,3,9,7,3,3,0,0,9,32,0,0,0,3,0,0,0,0,3,15,67,487,1456,758,165,35,47,3028
POA7055,0,0,8,116,31,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,113,31,0,0,0,154
