POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3770,339,677,6,58,32,154,14,59,211,863,269,1139,28,130,26,104,106,340,165,577,437,1711,4,5,9,19,8,11,36,88,47,133,8,18,8,13,61,131,69,163,121,294,7,15,902,2698
POA3775,426,853,9,42,45,189,19,93,241,952,312,1275,31,124,42,149,115,371,188,650,500,1926,0,7,12,44,6,23,44,128,68,202,12,36,8,26,35,72,58,136,125,337,13,25,1061,3140
POA3777,1145,2274,25,113,101,468,32,137,618,2404,766,3116,69,300,100,328,273,860,451,1481,1214,4600,9,48,38,132,23,77,184,473,254,730,20,53,35,81,183,388,237,528,489,1256,19,49,2871,8175
POA3778,23,47,0,0,3,15,0,8,13,39,14,58,0,3,0,3,7,19,12,28,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,7,0,3,50,143
POA3779,71,141,0,0,0,10,0,0,13,49,16,63,0,5,4,4,6,18,7,29,25,90,0,4,0,0,0,0,6,8,5,11,3,4,0,0,3,7,6,15,14,27,0,0,105,262
POA3781,388,780,14,65,61,278,19,92,322,1263,416,1699,32,135,43,153,113,359,189,642,603,2340,3,17,12,48,11,35,79,197,102,302,6,18,23,60,71,151,99,223,202,524,4,7,1198,3656
POA3782,804,1603,19,103,124,556,19,97,498,2021,667,2772,88,372,97,340,234,724,420,1436,1083,4209,8,20,27,84,13,27,76,201,113,330,13,40,37,74,106,229,150,344,263,674,10,23,2162,6501
POA3783,210,428,10,62,35,163,13,42,156,620,211,889,31,116,36,116,57,190,123,424,334,1312,3,12,9,27,4,15,28,85,41,139,0,3,8,17,34,71,45,88,84,230,4,4,637,1971
POA3785,10,10,0,0,0,0,0,0,3,19,3,19,0,0,0,0,4,12,4,12,11,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,16,45
POA3786,174,346,3,10,25,122,4,17,93,355,124,505,12,43,21,84,43,147,78,267,205,779,0,0,3,7,3,8,16,40,14,51,0,0,4,14,14,35,22,51,43,106,3,7,421,1233
POA3787,104,205,0,12,14,74,3,25,74,267,99,383,7,34,20,70,29,90,55,190,158,574,0,4,0,0,0,3,11,36,18,41,0,3,3,6,15,30,17,38,34,83,0,3,299,866
POA3788,217,434,3,9,16,87,3,11,112,450,136,558,12,44,21,61,46,136,76,241,215,799,0,4,7,21,4,8,19,43,30,71,0,0,3,7,27,49,30,55,55,132,4,5,494,1372
POA3789,34,70,0,9,3,15,0,0,17,59,20,84,0,0,5,18,3,16,9,32,32,120,0,3,0,0,0,0,3,7,5,15,0,0,3,3,4,13,9,17,11,29,0,0,82,211
POA3791,161,325,0,5,17,93,3,6,96,391,123,499,19,67,17,65,41,139,80,267,202,767,0,3,0,0,0,3,18,42,21,52,0,0,5,14,19,42,25,51,49,104,5,10,412,1196
POA3792,114,226,0,11,19,84,3,9,76,290,95,392,5,33,10,23,30,96,44,154,137,544,0,3,0,8,0,0,14,34,13,44,0,6,3,9,15,37,20,56,39,98,0,0,294,866
POA3793,373,737,4,39,49,239,13,43,226,928,300,1249,30,127,31,108,98,303,161,536,457,1782,0,11,7,39,3,12,57,145,75,210,12,28,25,50,66,146,97,216,170,430,10,29,1013,2985
POA3795,128,254,0,0,25,108,0,6,77,311,99,434,17,65,21,69,41,126,75,254,169,689,0,0,0,3,0,4,5,14,8,20,0,3,0,5,24,40,24,50,36,75,0,3,332,1029
POA3796,890,1767,24,134,150,732,46,225,655,2560,881,3659,97,429,98,353,290,955,494,1742,1367,5402,3,21,26,94,6,30,115,319,158,465,20,58,42,106,157,335,214,495,370,966,29,61,2661,8191
POA3797,347,692,9,35,51,228,8,31,194,769,257,1065,27,113,18,70,87,284,133,468,388,1532,0,4,14,47,6,18,44,104,61,177,9,28,15,33,56,121,86,186,150,363,3,12,893,2594
POA3799,578,1153,10,67,54,248,20,101,291,1126,376,1543,22,93,36,103,116,367,176,565,547,2111,9,39,30,93,8,32,137,355,178,516,11,35,41,89,127,261,176,380,358,897,20,41,1508,4198
POA3800,3,7,0,0,0,0,0,0,3,11,3,11,0,0,0,11,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,23
POA3802,2049,4124,73,432,332,1585,82,380,1557,6091,2044,8492,277,1169,355,1254,920,3022,1557,5443,3599,13934,16,62,63,229,35,117,316,885,426,1294,72,246,93,224,457,1017,627,1483,1050,2771,89,190,6785,21022
POA3803,845,1715,42,264,124,660,45,217,707,2854,918,3994,89,394,131,485,329,1099,553,1975,1466,5970,12,75,35,148,10,48,127,346,184,623,26,77,47,107,226,498,297,687,486,1307,39,81,2828,9071
POA3804,656,1305,38,221,164,794,29,159,458,1890,691,3066,141,628,158,563,335,1098,629,2286,1319,5352,5,27,17,57,3,24,31,91,56,199,20,63,24,45,59,127,98,240,152,435,18,42,2147,7141
POA3805,3902,7888,226,1340,1060,5200,241,1105,4229,16901,5757,24547,629,2751,807,2913,1554,5147,2998,10809,8750,35360,55,280,212,774,75,286,754,2098,1101,3442,147,499,243,565,795,1802,1183,2866,2287,6310,192,441,15135,49998
POA3806,3746,7476,127,707,865,3941,147,677,3983,15614,5121,20940,488,2061,722,2527,1115,3614,2321,8199,7445,29140,32,135,193,671,57,218,602,1638,881,2657,117,384,216,519,590,1275,926,2182,1802,4837,138,286,13129,41739
POA3807,511,1021,16,70,141,672,29,151,506,2029,692,2923,116,506,125,460,210,669,451,1641,1144,4567,0,3,15,43,12,33,68,184,92,263,19,59,31,68,75,164,119,291,211,551,21,39,1894,6187
POA3808,252,505,8,30,58,268,9,35,228,922,295,1254,32,137,48,158,102,329,181,625,476,1877,0,3,10,28,0,0,20,42,27,75,8,19,8,13,24,54,38,84,68,166,3,10,802,2554
POA3809,658,1337,11,76,104,491,15,58,677,2556,808,3188,46,199,71,240,121,391,235,836,1044,4015,3,20,26,86,5,15,133,364,168,485,22,56,33,85,86,192,140,334,308,820,26,57,2029,6223
POA3810,3925,7851,123,740,514,2505,176,840,4020,15841,4836,19924,248,1068,308,1068,784,2501,1349,4642,6182,24561,42,217,193,729,98,338,1058,2973,1394,4265,101,323,205,467,692,1519,1004,2310,2398,6578,164,339,12665,39332
POA3812,233,473,9,54,34,166,7,38,119,501,173,753,35,149,35,104,73,250,141,506,311,1258,3,10,4,16,4,19,20,62,34,107,0,10,4,12,27,60,33,83,73,191,11,24,632,1945
POA3813,88,171,4,38,8,43,5,20,47,193,68,296,11,48,9,38,22,72,48,156,112,449,0,0,0,0,3,14,5,21,5,34,3,9,4,9,11,29,20,36,23,70,0,3,226,693
POA3814,225,446,7,57,34,179,5,35,140,574,190,842,27,107,21,70,66,201,111,380,300,1225,4,4,8,19,3,5,22,56,30,95,3,10,4,9,25,52,32,78,67,169,4,5,593,1850
POA3815,303,606,14,74,64,306,13,42,188,770,274,1187,27,105,19,71,81,257,122,430,400,1618,0,0,9,19,7,21,32,78,40,115,9,18,8,19,21,53,37,91,79,210,8,20,793,2450
POA3816,275,545,13,66,21,112,11,42,175,703,216,915,13,45,22,69,65,217,103,332,315,1249,0,6,7,18,8,16,59,166,70,202,4,16,10,19,41,92,53,126,123,331,14,27,726,2146
POA3818,1587,3168,25,151,150,698,40,188,859,3461,1079,4491,61,248,137,443,280,887,473,1587,1548,6078,15,70,35,128,26,87,224,631,299,915,29,100,61,132,191,406,282,640,586,1551,34,78,3756,10872
POA3820,1806,3580,34,186,189,898,40,205,876,3477,1143,4764,104,448,155,521,274,875,535,1839,1675,6601,16,72,54,184,11,50,275,748,358,1048,36,110,91,197,213,443,338,755,694,1804,51,107,4227,12092
POA3821,341,668,6,22,46,230,13,49,176,736,237,1036,17,62,35,131,76,241,129,429,364,1465,0,0,7,8,4,7,38,101,45,117,10,26,13,23,34,71,52,115,93,227,7,16,808,2379
POA3822,94,190,3,20,13,76,9,25,58,243,85,366,12,50,10,30,32,104,53,185,137,555,0,5,3,8,0,3,13,35,19,53,0,0,0,3,7,18,12,20,30,76,0,9,259,823
POA3823,256,515,0,3,14,68,4,31,101,411,129,518,10,47,17,43,46,152,69,240,195,766,0,6,3,12,3,11,29,67,34,98,3,5,6,6,23,43,29,60,60,158,3,3,517,1447
POA3824,569,1123,6,34,57,279,13,59,285,1176,364,1559,27,121,48,153,93,285,165,561,537,2116,4,20,8,37,11,29,79,228,105,320,13,28,23,49,61,124,90,204,197,523,14,27,1314,3793
POA3825,2165,4281,38,219,184,849,59,267,894,3521,1183,4847,86,355,157,519,445,1387,692,2257,1872,7110,22,101,78,283,32,123,489,1307,625,1808,47,158,89,181,380,776,514,1123,1140,2931,61,135,5241,14458
POA3831,225,448,5,41,21,107,3,18,90,351,119,512,14,43,16,48,36,113,64,207,184,724,0,0,5,7,0,5,18,44,21,64,5,18,9,20,22,43,36,82,55,141,4,5,468,1322
POA3832,33,56,0,9,5,12,0,3,3,18,12,36,0,8,0,12,5,8,7,21,17,62,0,0,0,3,0,0,3,21,9,21,0,0,0,0,8,14,9,16,17,38,0,0,59,155
POA3833,38,80,0,9,4,16,0,12,9,25,14,56,0,3,0,4,3,11,4,18,16,74,0,0,0,0,0,0,3,5,3,5,0,0,0,0,6,10,3,8,6,13,0,3,67,175
POA3835,67,134,3,13,11,40,3,12,20,96,32,156,7,15,8,20,7,20,18,60,55,214,0,0,0,0,0,0,10,26,13,29,0,4,0,5,3,10,3,17,20,48,0,0,139,403
POA3840,1722,3416,18,104,123,593,32,135,683,2719,862,3547,85,326,123,396,366,1122,567,1843,1430,5394,7,43,56,224,42,165,425,1187,533,1615,26,75,74,153,302,639,397,866,934,2483,59,115,4137,11405
POA3842,518,1013,4,24,42,183,5,29,218,848,269,1086,21,78,37,121,87,251,141,453,414,1541,3,20,25,83,4,31,125,338,160,469,15,51,28,62,83,160,123,276,284,745,22,44,1233,3338
POA3844,2970,5859,44,231,295,1348,68,285,1778,7014,2188,8879,136,546,257,819,534,1684,924,3047,3115,11932,17,69,107,407,51,170,567,1513,743,2158,52,150,142,316,349,726,545,1186,1286,3347,88,184,7459,21313
POA3847,289,575,4,11,23,120,5,34,128,506,164,664,8,42,17,49,54,154,79,239,240,908,0,8,4,11,3,8,19,61,27,98,3,3,9,19,23,55,37,84,67,180,11,22,604,1683
POA3850,1525,2971,22,114,162,728,32,140,886,3457,1101,4441,54,209,129,408,227,684,410,1302,1513,5740,10,35,58,212,26,87,267,743,360,1075,22,67,89,186,190,395,299,648,657,1720,49,103,3741,10535
POA3851,645,1256,18,84,54,261,18,71,242,973,331,1391,19,79,39,127,83,262,143,465,479,1857,3,19,12,50,4,15,54,137,70,215,0,0,7,20,48,93,53,116,125,329,14,29,1260,3470
POA3852,3,3,0,0,0,6,0,0,3,9,3,11,0,0,0,0,0,4,0,4,7,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,23
POA3854,150,300,3,18,19,83,4,25,117,455,143,582,8,37,14,56,39,114,60,210,204,794,0,0,3,5,0,0,13,32,13,41,0,0,4,6,16,33,18,39,36,81,3,8,398,1184
POA3856,105,212,3,19,9,55,3,26,72,286,91,379,3,16,11,33,22,82,39,135,135,508,0,3,4,11,0,4,17,60,24,80,3,6,3,7,5,15,12,31,39,105,0,0,277,830
POA3857,52,102,0,4,4,15,0,14,17,84,24,112,4,12,6,19,11,37,25,69,50,183,0,0,0,4,0,0,3,12,4,11,0,3,0,5,6,7,7,11,13,27,0,3,115,308
POA3858,332,666,4,22,40,167,12,38,164,685,213,923,25,110,16,42,57,188,95,334,314,1258,0,0,9,27,0,4,57,142,68,170,6,13,10,21,40,82,53,118,116,292,5,14,767,2218
POA3859,108,211,3,25,7,38,3,14,46,178,57,264,8,22,5,27,23,60,31,114,96,376,0,0,0,5,5,7,7,20,11,32,0,3,3,8,7,18,16,28,25,60,3,7,232,652
POA3860,859,1687,16,102,71,331,19,102,384,1551,496,2084,37,154,56,177,148,452,236,782,735,2869,8,18,25,80,3,13,132,369,160,486,10,33,27,54,76,167,112,255,275,740,27,55,1893,5353
POA3862,399,785,3,8,50,214,9,47,183,733,245,1003,13,62,23,91,75,227,120,383,366,1386,4,13,8,19,0,3,40,114,47,153,5,16,13,34,31,65,49,111,98,268,9,21,867,2451
POA3864,28,62,0,0,0,7,0,3,13,47,12,53,0,11,0,0,7,14,10,28,19,82,0,5,0,0,0,0,3,11,3,12,0,0,3,5,0,0,3,5,8,18,0,0,61,167
POA3865,64,128,0,0,4,13,0,5,21,101,29,121,0,0,3,10,17,45,18,54,46,180,0,0,0,5,0,0,4,9,6,14,0,4,0,5,0,0,3,5,9,25,0,3,123,336
POA3869,182,352,0,5,20,89,5,13,90,360,113,475,11,52,28,88,39,124,78,265,197,742,0,4,3,12,3,14,28,89,36,117,3,6,5,11,22,40,31,60,65,177,4,9,445,1279
POA3870,168,334,3,13,7,43,3,18,72,292,88,367,5,32,14,55,33,113,59,194,145,566,0,4,3,18,0,3,4,15,13,40,3,4,3,4,15,39,24,51,33,89,3,3,349,993
POA3871,339,666,6,32,31,139,6,38,151,627,199,839,14,58,27,82,63,206,102,347,303,1187,0,0,17,49,3,17,41,101,59,165,3,15,8,15,44,87,50,110,111,279,4,7,754,2141
POA3873,33,71,3,8,0,5,0,0,22,88,25,107,0,5,4,11,11,39,18,58,40,162,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,11,3,11,5,13,0,0,83,250
POA3874,101,192,0,0,8,26,0,0,25,84,30,116,0,3,3,17,10,28,17,46,42,162,0,0,3,11,0,4,3,13,10,26,0,0,0,3,3,10,3,12,12,36,0,3,155,392
POA3875,2260,4443,22,126,175,820,40,193,967,3820,1213,4961,80,324,131,417,320,988,525,1720,1737,6682,10,42,67,240,28,91,316,883,422,1248,39,117,68,155,270,566,381,838,802,2085,57,125,4855,13333
POA3878,202,395,4,14,7,24,0,3,46,194,57,244,3,19,5,11,18,48,20,77,84,315,0,5,0,0,0,0,17,37,14,41,3,7,3,5,13,25,18,41,35,84,9,12,322,806
POA3880,710,1390,3,19,30,126,9,25,126,488,169,665,9,27,18,60,59,174,84,265,253,925,0,12,10,47,10,28,58,144,76,232,6,15,9,24,38,81,52,114,129,349,9,9,1096,2675
POA3882,177,347,0,13,7,37,0,15,68,262,82,324,7,32,4,18,19,64,34,111,111,435,0,0,3,3,0,0,8,17,10,19,0,0,0,0,19,41,23,44,34,65,3,8,324,852
POA3885,252,503,3,33,20,85,13,44,99,375,127,535,12,37,27,66,34,108,65,206,196,742,0,0,5,30,3,12,23,56,34,99,0,0,10,25,19,45,34,64,68,167,4,10,522,1421
POA3886,54,101,0,5,3,29,3,11,19,87,28,138,0,8,3,8,9,17,10,36,42,171,0,0,3,14,0,0,3,5,7,24,0,3,0,0,8,6,3,13,11,37,0,3,106,305
POA3887,34,66,3,13,7,37,0,0,9,41,21,94,0,0,3,4,5,28,12,34,29,123,0,0,0,0,0,0,0,10,3,7,0,5,3,7,5,13,8,23,16,33,4,11,79,234
POA3888,428,836,5,16,29,128,6,41,157,622,197,818,11,43,21,69,52,158,85,266,281,1083,0,0,15,50,3,15,53,162,74,226,0,0,7,18,46,97,58,119,131,348,11,19,854,2280
POA3889,28,52,0,0,0,0,0,0,7,24,7,24,0,4,0,0,0,0,0,4,4,30,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,9,0,3,40,96
POA3890,43,80,0,0,4,16,0,3,9,42,18,68,0,0,0,0,3,9,3,9,19,75,0,0,0,0,0,0,11,23,11,23,0,0,0,0,4,10,4,10,12,31,0,3,74,192
POA3891,22,38,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,10,7,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,30,58
POA3892,160,315,0,0,5,20,0,4,41,162,45,188,0,0,6,28,12,34,22,59,69,249,0,0,11,37,4,4,10,30,27,75,3,9,5,5,12,24,20,43,43,114,3,4,272,681
POA3893,7,7,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
POA3895,26,51,0,0,0,6,0,0,9,28,8,31,0,0,5,7,4,12,4,18,11,53,0,0,0,0,0,0,5,9,5,9,0,0,0,0,3,3,5,7,8,21,0,0,47,122
POA3896,39,79,0,6,4,10,0,4,22,85,25,113,0,3,0,9,7,24,15,31,40,144,0,3,3,5,0,0,6,15,5,23,0,5,0,0,8,14,10,23,14,46,4,7,98,276
POA3898,85,154,0,0,7,32,0,3,37,135,39,172,3,5,0,9,12,28,19,43,57,217,0,0,0,15,0,0,6,23,10,36,0,0,3,9,6,15,8,19,17,57,0,3,163,434
POA3900,26,53,0,8,0,0,0,0,10,23,8,28,0,0,0,3,0,0,0,3,8,32,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,3,0,3,3,8,0,0,39,92
POA3902,63,131,0,0,5,33,0,6,17,71,29,109,0,0,3,8,7,29,10,39,40,144,0,0,0,13,0,0,3,14,7,22,0,0,0,0,5,13,5,13,16,33,0,3,118,313
POA3903,120,241,0,6,3,12,4,11,37,162,42,198,4,10,3,4,11,35,13,50,57,248,0,0,0,0,0,0,10,27,10,27,0,3,0,5,7,17,9,22,20,47,3,4,205,543
POA3904,276,545,0,0,7,40,3,15,61,232,74,293,3,7,6,12,17,52,21,73,94,359,0,6,4,16,0,3,16,42,23,64,0,0,3,11,13,16,17,29,40,95,4,6,410,1008
POA3909,1051,2066,6,44,55,273,12,42,346,1371,424,1739,27,102,54,182,150,458,238,742,662,2478,3,11,20,70,6,29,145,385,174,491,11,20,24,60,103,216,139,296,317,784,17,33,2049,5364
POA3910,2009,3987,55,312,244,1123,79,366,1524,5941,1903,7742,231,943,231,808,692,2257,1153,4013,3053,11755,14,69,76,241,40,127,376,981,498,1413,67,206,119,268,403,868,588,1346,1085,2756,92,195,6244,18701
POA3911,325,655,4,26,48,216,11,55,178,725,244,1023,36,154,48,149,107,353,191,651,434,1675,0,0,8,17,0,9,55,156,63,184,12,28,10,20,73,148,89,193,155,380,11,25,927,2731
POA3912,1461,2907,39,207,193,879,71,331,924,3611,1224,5033,148,619,148,505,468,1522,763,2646,1987,7682,6,41,55,195,25,76,233,633,324,948,35,112,83,192,244,538,353,842,679,1788,42,86,4171,12463
POA3913,359,721,12,66,41,202,16,63,194,759,265,1089,31,124,32,111,94,328,162,561,427,1648,0,0,9,26,7,14,64,162,82,201,11,33,16,27,69,144,93,209,176,410,9,14,966,2792
POA3915,985,1963,23,131,58,264,49,202,542,2080,668,2680,46,181,49,152,200,643,292,974,959,3661,10,42,36,134,31,104,259,707,333,994,26,79,51,99,208,445,285,628,618,1619,37,79,2600,7312
POA3916,127,248,0,0,5,33,0,7,39,164,48,202,8,28,14,41,25,70,42,135,96,334,0,0,4,15,0,0,3,11,12,25,0,0,4,14,13,25,19,33,28,61,3,3,256,654
POA3918,414,831,10,33,56,261,16,60,239,946,317,1298,37,154,35,102,99,313,174,572,487,1868,0,9,11,41,0,5,51,138,67,196,3,10,8,21,44,97,57,125,126,326,8,17,1036,3036
POA3919,310,620,4,41,27,140,15,66,191,754,244,1007,12,42,25,75,81,260,116,373,361,1375,3,19,14,39,8,29,79,204,103,295,8,26,21,44,56,114,84,184,182,483,14,19,866,2500
POA3920,39,67,0,0,3,20,0,3,34,125,38,146,0,0,0,0,3,3,3,3,42,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,77,222
POA3921,17,26,0,0,0,3,0,0,9,26,10,30,0,0,0,0,0,3,0,3,9,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,29,67
POA3922,1002,1972,11,64,48,232,16,72,374,1453,451,1822,18,63,57,185,91,269,162,513,617,2341,6,29,22,75,13,54,149,396,194,555,0,7,36,74,106,223,142,302,339,853,19,33,1973,5204
POA3923,91,187,0,0,6,23,0,9,21,78,26,108,0,0,5,14,6,20,9,34,37,142,0,0,0,0,0,0,10,23,5,23,0,0,0,3,9,21,11,19,21,40,0,0,151,362
POA3925,422,822,3,23,39,155,5,33,215,824,266,1033,7,28,16,57,47,137,70,224,334,1258,0,0,10,27,8,22,60,150,76,201,8,13,24,46,34,65,62,125,130,321,7,13,895,2420
POA3926,409,811,3,34,42,207,6,38,196,759,252,1034,20,64,45,144,80,231,141,441,390,1474,0,0,6,30,3,3,38,97,46,129,5,17,17,32,30,69,55,116,101,247,11,17,909,2554
POA3927,214,418,0,7,19,98,0,7,88,371,117,484,10,31,24,71,30,91,60,192,175,675,0,0,3,11,0,4,14,38,13,51,4,9,5,10,20,36,24,62,45,110,3,3,437,1210
POA3928,61,119,0,0,4,29,0,0,17,75,28,101,6,16,12,25,5,23,23,62,43,165,0,0,0,3,0,0,3,5,0,9,0,0,0,0,3,9,3,9,6,17,0,0,115,302
POA3929,148,292,0,9,8,29,0,0,42,169,46,204,3,17,6,26,19,56,26,97,81,295,0,0,3,12,0,0,3,7,7,15,0,7,0,9,5,15,11,27,15,44,0,4,242,628
POA3930,1803,3556,33,158,328,1453,44,175,1330,5391,1727,7178,163,671,322,1103,396,1253,883,3025,2614,10206,6,25,39,102,7,34,156,397,201,554,19,74,70,153,165,338,249,564,455,1118,27,54,4898,14933
POA3931,2872,5669,42,209,219,1000,60,254,1306,5054,1628,6514,128,531,193,680,460,1463,785,2669,2420,9186,7,47,80,275,30,92,396,1014,518,1425,46,135,128,275,425,887,598,1303,1109,2729,74,158,6478,17744
POA3933,113,224,0,7,14,83,11,41,53,215,79,344,12,36,21,64,46,152,75,250,154,591,0,0,0,0,0,3,8,13,4,20,3,3,5,13,13,32,18,49,26,70,0,0,291,882
POA3934,1918,3762,35,175,298,1369,47,213,1435,5694,1818,7455,161,610,233,769,367,1156,756,2540,2579,9993,5,26,47,166,25,73,222,546,296,809,32,88,72,156,191,405,286,649,583,1459,20,45,5105,15262
POA3936,1570,3109,15,67,112,488,25,122,508,1943,658,2617,52,207,92,309,219,670,360,1185,1020,3800,5,16,32,93,16,60,177,465,230,632,25,85,54,103,166,348,249,538,476,1175,21,51,3090,8128
POA3937,195,383,3,14,19,88,3,13,97,377,122,492,7,41,19,56,31,90,59,191,182,685,0,0,0,6,0,0,15,27,13,33,3,9,7,19,18,28,22,57,37,89,4,6,421,1164
POA3938,429,836,0,3,19,87,4,23,140,537,164,655,16,63,15,55,73,229,110,354,273,1010,0,3,9,24,4,15,33,93,47,132,3,7,9,22,50,99,61,128,112,263,5,18,815,2126
POA3939,1816,3630,16,94,133,602,32,135,696,2696,872,3529,68,260,90,307,298,930,452,1500,1327,5025,3,22,47,146,16,65,248,660,317,900,23,63,66,149,295,617,382,833,699,1734,45,98,3893,10491
POA3940,596,1193,3,10,26,129,12,56,164,629,202,828,6,23,22,66,73,232,99,315,306,1140,0,15,9,25,9,29,106,278,121,350,10,24,19,40,98,200,123,268,247,616,22,37,1166,2995
POA3941,1427,2831,16,78,92,439,37,152,684,2691,829,3362,54,209,72,260,232,721,360,1185,1192,4554,8,30,43,158,16,44,237,599,302,828,23,62,48,95,191,391,250,543,559,1372,46,84,3223,8841
POA3942,376,739,0,0,14,62,0,4,85,337,103,405,10,22,20,70,37,110,62,204,163,606,0,3,9,20,3,8,14,38,28,71,0,3,12,21,34,67,45,87,68,158,3,4,613,1511
POA3943,286,553,3,6,3,20,0,4,40,145,45,180,3,7,10,28,27,71,40,106,82,289,0,0,0,3,4,11,8,28,13,42,0,0,6,14,22,39,25,55,40,95,4,9,410,948
POA3944,107,200,0,6,0,6,0,0,4,28,10,37,0,0,0,4,4,18,4,15,12,55,0,0,0,4,0,0,3,10,7,9,0,0,3,3,0,5,5,11,8,18,0,0,128,270
POA3945,162,316,0,4,10,57,0,6,56,216,71,283,5,21,6,15,26,77,37,110,104,399,0,0,4,12,0,0,13,32,17,45,0,0,4,3,14,26,16,31,30,79,0,0,291,792
POA3946,33,66,0,0,0,5,0,5,6,36,8,46,0,0,0,0,9,29,10,27,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,5,8,0,3,59,146
POA3950,539,1073,10,36,48,230,18,93,244,980,320,1337,27,95,39,110,87,271,149,483,463,1818,3,16,15,53,9,31,88,256,108,349,6,26,28,56,70,164,103,241,212,599,17,33,1233,3516
POA3951,126,243,0,4,16,81,3,11,58,248,81,345,7,17,11,39,23,64,40,121,115,469,0,0,0,0,0,0,14,39,14,39,0,0,3,12,3,10,10,22,20,62,0,0,269,771
POA3953,910,1800,6,49,102,482,23,92,481,1958,609,2581,40,152,73,221,115,367,224,742,837,3324,3,16,11,43,12,30,125,330,149,420,8,20,44,98,77,158,136,284,285,704,21,38,2044,5868
POA3954,54,101,0,0,12,48,0,0,27,99,32,145,4,13,6,21,5,26,19,57,48,201,0,0,0,3,0,0,4,6,3,13,0,5,0,3,3,4,5,16,6,28,0,3,109,331
POA3956,384,762,3,16,25,131,4,12,130,518,163,676,9,47,25,73,35,106,72,224,229,902,0,4,6,27,0,8,26,55,38,97,3,14,4,7,30,57,38,78,73,173,4,11,697,1845
POA3957,28,58,0,0,9,43,3,11,15,68,29,119,0,3,5,12,7,21,15,35,39,156,0,0,0,0,0,0,3,6,3,6,0,0,0,0,3,5,3,5,10,15,3,3,77,231
POA3958,33,66,0,0,5,21,0,5,16,62,21,84,3,7,0,6,5,25,11,37,30,128,0,0,3,6,0,0,0,3,3,10,0,0,0,0,3,8,3,8,10,21,0,3,73,217
POA3959,147,290,0,6,15,62,3,11,67,288,82,362,4,27,6,25,14,34,26,84,113,451,0,0,3,9,0,3,12,27,16,40,0,0,4,9,17,26,17,41,35,83,3,7,295,825
POA3960,358,687,3,12,27,139,3,9,94,405,133,556,7,29,14,54,44,130,63,214,201,769,0,0,3,14,0,3,26,58,31,77,3,10,6,20,36,67,46,97,77,175,0,0,633,1633
