LGA_NAME16	Religion	Denomination	Sex	persons
Port Phillip (C)	Christianity	Presbyterian Reformed	F	593
Port Phillip (C)	Christianity	Presbyterian Reformed	M	502
Port Phillip (C)	Christianity	Protestant (Other)	F	146
Port Phillip (C)	Christianity	Protestant (Other)	M	111
Port Phillip (C)	Christianity	Salvation Army	F	21
Port Phillip (C)	Christianity	Salvation Army	M	13
Port Phillip (C)	Christianity	Seventh Day Adventist	F	36
Port Phillip (C)	Christianity	Seventh Day Adventist	M	12
Port Phillip (C)	Christianity	Uniting Church	F	843
Port Phillip (C)	Christianity	Uniting Church	M	641
Port Phillip (C)	Hinduism		F	850
Port Phillip (C)	Hinduism		M	1130
Port Phillip (C)	Islam		F	518
Port Phillip (C)	Islam		M	549
Port Phillip (C)	Judaism		F	1809
Port Phillip (C)	Judaism		M	1726
Port Phillip (C)	No religion		F	21011
Port Phillip (C)	No religion		M	21632
Pyrenees (S)	(Other)		F	374
Pyrenees (S)	(Other)		M	799
Pyrenees (S)	(Other)	(Other)	F	22
Pyrenees (S)	(Other)	(Other)	M	18
Pyrenees (S)	(Other)	Other spiritual beliefs	F	4
Pyrenees (S)	(Other)	Secular beliefs	F	11
Pyrenees (S)	(Other)	Secular beliefs	M	10
Pyrenees (S)	Buddhism		F	25
Pyrenees (S)	Buddhism		M	16
Pyrenees (S)	Christianity		F	45
Pyrenees (S)	Christianity		M	44
Pyrenees (S)	Christianity	(Other)	F	4
Pyrenees (S)	Christianity	(Other)	M	7
Pyrenees (S)	Christianity	Anglican	F	621
Pyrenees (S)	Christianity	Anglican	M	586
Pyrenees (S)	Christianity	Baptist	F	12
Pyrenees (S)	Christianity	Baptist	M	19
Pyrenees (S)	Christianity	Brethren	M	3
Pyrenees (S)	Christianity	Catholic	F	652
Pyrenees (S)	Christianity	Catholic	M	597
Pyrenees (S)	Christianity	Churches Of Christ	F	20
Pyrenees (S)	Christianity	Churches Of Christ	M	11
Pyrenees (S)	Christianity	Eastern Orthodox	F	8
Pyrenees (S)	Christianity	Eastern Orthodox	M	14
Pyrenees (S)	Christianity	Jehovah's Witnesses	F	3
Pyrenees (S)	Christianity	Latter Day Saints	F	3
Pyrenees (S)	Christianity	Lutheran	F	17
Pyrenees (S)	Christianity	Lutheran	M	11
Pyrenees (S)	Christianity	Oriental Orthodox	F	4
Pyrenees (S)	Christianity	Pentecostal	F	21
Pyrenees (S)	Christianity	Pentecostal	M	17
Pyrenees (S)	Christianity	Presbyterian Reformed	F	134
Pyrenees (S)	Christianity	Presbyterian Reformed	M	157
Pyrenees (S)	Christianity	Protestant (Other)	F	4
Pyrenees (S)	Christianity	Protestant (Other)	M	18
Pyrenees (S)	Christianity	Salvation Army	F	15
Pyrenees (S)	Christianity	Salvation Army	M	11
Pyrenees (S)	Christianity	Seventh Day Adventist	F	3
Pyrenees (S)	Christianity	Seventh Day Adventist	M	3
Pyrenees (S)	Christianity	Uniting Church	F	314
Pyrenees (S)	Christianity	Uniting Church	M	256
Pyrenees (S)	Hinduism		M	4
Pyrenees (S)	Islam		F	6
Pyrenees (S)	Islam		M	3
Pyrenees (S)	No religion		F	1077
Pyrenees (S)	No religion		M	1213
Queenscliffe (B)	(Other)		F	174
Queenscliffe (B)	(Other)		M	157
Queenscliffe (B)	(Other)	Other spiritual beliefs	F	3
Queenscliffe (B)	(Other)	Other spiritual beliefs	M	3
Queenscliffe (B)	(Other)	Secular beliefs	F	4
Queenscliffe (B)	(Other)	Secular beliefs	M	3
Queenscliffe (B)	Buddhism		F	7
Queenscliffe (B)	Buddhism		M	4
Queenscliffe (B)	Christianity		F	29
Queenscliffe (B)	Christianity		M	20
Queenscliffe (B)	Christianity	Anglican	F	266
Queenscliffe (B)	Christianity	Anglican	M	203
Queenscliffe (B)	Christianity	Baptist	F	13
Queenscliffe (B)	Christianity	Baptist	M	18
Queenscliffe (B)	Christianity	Catholic	F	305
Queenscliffe (B)	Christianity	Catholic	M	254
Queenscliffe (B)	Christianity	Churches Of Christ	M	4
Queenscliffe (B)	Christianity	Eastern Orthodox	F	3
Queenscliffe (B)	Christianity	Eastern Orthodox	M	7
Queenscliffe (B)	Christianity	Lutheran	F	3
Queenscliffe (B)	Christianity	Lutheran	M	4
Queenscliffe (B)	Christianity	Pentecostal	F	19
Queenscliffe (B)	Christianity	Pentecostal	M	19
Queenscliffe (B)	Christianity	Presbyterian Reformed	F	49
Queenscliffe (B)	Christianity	Presbyterian Reformed	M	38
Queenscliffe (B)	Christianity	Uniting Church	F	153
Queenscliffe (B)	Christianity	Uniting Church	M	106
Queenscliffe (B)	Hinduism		F	5
Queenscliffe (B)	Islam		M	4
Queenscliffe (B)	No religion		F	481
Queenscliffe (B)	No religion		M	492
South Gippsland (S)	(Other)		F	1564
South Gippsland (S)	(Other)		M	1581
South Gippsland (S)	(Other)	(Other)	F	70
South Gippsland (S)	(Other)	(Other)	M	30
South Gippsland (S)	(Other)	Other spiritual beliefs	F	22
South Gippsland (S)	(Other)	Other spiritual beliefs	M	12
South Gippsland (S)	(Other)	Secular beliefs	F	40
South Gippsland (S)	(Other)	Secular beliefs	M	46
South Gippsland (S)	(Other)	Sikhism	F	5
South Gippsland (S)	(Other)	Sikhism	M	7
South Gippsland (S)	Buddhism		F	98
South Gippsland (S)	Buddhism		M	64
South Gippsland (S)	Christianity		F	309
South Gippsland (S)	Christianity		M	266
South Gippsland (S)	Christianity	(Other)	F	4
South Gippsland (S)	Christianity	(Other)	M	4
South Gippsland (S)	Christianity	Anglican	F	2485
South Gippsland (S)	Christianity	Anglican	M	2123
South Gippsland (S)	Christianity	Baptist	F	126
South Gippsland (S)	Christianity	Baptist	M	93
South Gippsland (S)	Christianity	Brethren	M	4
South Gippsland (S)	Christianity	Catholic	F	2625
South Gippsland (S)	Christianity	Catholic	M	2366
South Gippsland (S)	Christianity	Churches Of Christ	F	12
South Gippsland (S)	Christianity	Churches Of Christ	M	12
South Gippsland (S)	Christianity	Eastern Orthodox	F	36
South Gippsland (S)	Christianity	Eastern Orthodox	M	40
South Gippsland (S)	Christianity	Jehovah's Witnesses	F	63
South Gippsland (S)	Christianity	Jehovah's Witnesses	M	43
South Gippsland (S)	Christianity	Latter Day Saints	F	22
South Gippsland (S)	Christianity	Latter Day Saints	M	18
South Gippsland (S)	Christianity	Lutheran	F	41
South Gippsland (S)	Christianity	Lutheran	M	49
South Gippsland (S)	Christianity	Oriental Orthodox	F	9
South Gippsland (S)	Christianity	Oriental Orthodox	M	5
South Gippsland (S)	Christianity	Pentecostal	F	106
South Gippsland (S)	Christianity	Pentecostal	M	91
South Gippsland (S)	Christianity	Presbyterian Reformed	F	483
South Gippsland (S)	Christianity	Presbyterian Reformed	M	438
South Gippsland (S)	Christianity	Protestant (Other)	F	37
South Gippsland (S)	Christianity	Protestant (Other)	M	21
South Gippsland (S)	Christianity	Salvation Army	F	58
South Gippsland (S)	Christianity	Salvation Army	M	46
South Gippsland (S)	Christianity	Seventh Day Adventist	F	36
South Gippsland (S)	Christianity	Seventh Day Adventist	M	32
South Gippsland (S)	Christianity	Uniting Church	F	1169
South Gippsland (S)	Christianity	Uniting Church	M	899
South Gippsland (S)	Hinduism		F	22
South Gippsland (S)	Hinduism		M	22
South Gippsland (S)	Islam		F	6
South Gippsland (S)	Islam		M	12
South Gippsland (S)	Judaism		F	3
South Gippsland (S)	Judaism		M	6
South Gippsland (S)	No religion		F	5197
South Gippsland (S)	No religion		M	5741
Southern Grampians (S)	(Other)		F	683
Southern Grampians (S)	(Other)		M	698
Southern Grampians (S)	(Other)	(Other)	F	14
Southern Grampians (S)	(Other)	(Other)	M	8
Southern Grampians (S)	(Other)	Australian Aboriginal Traditional	F	4
Southern Grampians (S)	(Other)	Other spiritual beliefs	F	19
Southern Grampians (S)	(Other)	Other spiritual beliefs	M	4
Southern Grampians (S)	(Other)	Secular beliefs	F	12
Southern Grampians (S)	(Other)	Secular beliefs	M	20
Southern Grampians (S)	(Other)	Sikhism	F	4
Southern Grampians (S)	(Other)	Sikhism	M	5
Southern Grampians (S)	Buddhism		F	41
Southern Grampians (S)	Buddhism		M	34
Southern Grampians (S)	Christianity		F	135
Southern Grampians (S)	Christianity		M	144
Southern Grampians (S)	Christianity	(Other)	F	4
Southern Grampians (S)	Christianity	(Other)	M	5
Southern Grampians (S)	Christianity	Anglican	F	1080
Southern Grampians (S)	Christianity	Anglican	M	867
Southern Grampians (S)	Christianity	Baptist	F	94
Southern Grampians (S)	Christianity	Baptist	M	80
Southern Grampians (S)	Christianity	Brethren	F	49
Southern Grampians (S)	Christianity	Brethren	M	49
Southern Grampians (S)	Christianity	Catholic	F	1615
Southern Grampians (S)	Christianity	Catholic	M	1396
Southern Grampians (S)	Christianity	Churches Of Christ	F	14
Southern Grampians (S)	Christianity	Churches Of Christ	M	12
Southern Grampians (S)	Christianity	Eastern Orthodox	F	17
Southern Grampians (S)	Christianity	Eastern Orthodox	M	9
Southern Grampians (S)	Christianity	Jehovah's Witnesses	F	35
Southern Grampians (S)	Christianity	Jehovah's Witnesses	M	28
Southern Grampians (S)	Christianity	Latter Day Saints	F	6
Southern Grampians (S)	Christianity	Latter Day Saints	M	5
Southern Grampians (S)	Christianity	Lutheran	F	578
Southern Grampians (S)	Christianity	Lutheran	M	556
Southern Grampians (S)	Christianity	Oriental Orthodox	F	3
Southern Grampians (S)	Christianity	Pentecostal	F	59
Southern Grampians (S)	Christianity	Pentecostal	M	44
Southern Grampians (S)	Christianity	Presbyterian Reformed	F	472
Southern Grampians (S)	Christianity	Presbyterian Reformed	M	465
Southern Grampians (S)	Christianity	Protestant (Other)	F	11
Southern Grampians (S)	Christianity	Protestant (Other)	M	10
Southern Grampians (S)	Christianity	Salvation Army	F	26
Southern Grampians (S)	Christianity	Salvation Army	M	17
Southern Grampians (S)	Christianity	Seventh Day Adventist	F	15
Southern Grampians (S)	Christianity	Seventh Day Adventist	M	9
Southern Grampians (S)	Christianity	Uniting Church	F	1061
Southern Grampians (S)	Christianity	Uniting Church	M	869
Southern Grampians (S)	Hinduism		F	11
Southern Grampians (S)	Hinduism		M	22
Southern Grampians (S)	Islam		F	11
Southern Grampians (S)	Islam		M	8
Southern Grampians (S)	Judaism		F	3
Southern Grampians (S)	Judaism		M	3
Southern Grampians (S)	No religion		F	2114
Southern Grampians (S)	No religion		M	2401
Stonnington (C)	(Other)		F	5877
Stonnington (C)	(Other)		M	5696
Stonnington (C)	(Other)	(Other)	F	146
Stonnington (C)	(Other)	(Other)	M	142
Stonnington (C)	(Other)	Other spiritual beliefs	F	104
Stonnington (C)	(Other)	Other spiritual beliefs	M	78
Stonnington (C)	(Other)	Secular beliefs	F	188
Stonnington (C)	(Other)	Secular beliefs	M	217
Stonnington (C)	(Other)	Sikhism	F	76
Stonnington (C)	(Other)	Sikhism	M	104
Stonnington (C)	Buddhism		F	1464
Stonnington (C)	Buddhism		M	1010
Stonnington (C)	Christianity		F	774
Stonnington (C)	Christianity		M	540
Stonnington (C)	Christianity	(Other)	F	28
Stonnington (C)	Christianity	(Other)	M	21
Stonnington (C)	Christianity	Anglican	F	6263
Stonnington (C)	Christianity	Anglican	M	5042
Stonnington (C)	Christianity	Baptist	F	300
Stonnington (C)	Christianity	Baptist	M	243
Stonnington (C)	Christianity	Catholic	F	10695
Stonnington (C)	Christianity	Catholic	M	8627
Stonnington (C)	Christianity	Churches Of Christ	F	29
Stonnington (C)	Christianity	Churches Of Christ	M	25
Stonnington (C)	Christianity	Eastern Orthodox	F	2654
Stonnington (C)	Christianity	Eastern Orthodox	M	2365
Stonnington (C)	Christianity	Jehovah's Witnesses	F	71
Stonnington (C)	Christianity	Jehovah's Witnesses	M	41
Stonnington (C)	Christianity	Latter Day Saints	F	25
Stonnington (C)	Christianity	Latter Day Saints	M	21
Stonnington (C)	Christianity	Lutheran	F	181
Stonnington (C)	Christianity	Lutheran	M	125
Stonnington (C)	Christianity	Oriental Orthodox	F	66
Stonnington (C)	Christianity	Oriental Orthodox	M	65
Stonnington (C)	Christianity	Pentecostal	F	235
Stonnington (C)	Christianity	Pentecostal	M	151
Stonnington (C)	Christianity	Presbyterian Reformed	F	784
Stonnington (C)	Christianity	Presbyterian Reformed	M	695
Stonnington (C)	Christianity	Protestant (Other)	F	148
Stonnington (C)	Christianity	Protestant (Other)	M	151
Stonnington (C)	Christianity	Salvation Army	F	24
Stonnington (C)	Christianity	Salvation Army	M	11
Stonnington (C)	Christianity	Seventh Day Adventist	F	23
Stonnington (C)	Christianity	Seventh Day Adventist	M	20
Stonnington (C)	Christianity	Uniting Church	F	1398
Stonnington (C)	Christianity	Uniting Church	M	1032
Stonnington (C)	Hinduism		F	1126
Stonnington (C)	Hinduism		M	1312
Stonnington (C)	Islam		F	517
Stonnington (C)	Islam		M	548
Stonnington (C)	Judaism		F	2146
Stonnington (C)	Judaism		M	1939
Stonnington (C)	No religion		F	19110
Stonnington (C)	No religion		M	19149
Strathbogie (S)	(Other)		F	527
Strathbogie (S)	(Other)		M	539
Strathbogie (S)	(Other)	(Other)	F	22
Strathbogie (S)	(Other)	(Other)	M	9
Strathbogie (S)	(Other)	Other spiritual beliefs	F	11
Strathbogie (S)	(Other)	Other spiritual beliefs	M	7
Strathbogie (S)	(Other)	Secular beliefs	F	13
Strathbogie (S)	(Other)	Secular beliefs	M	13
Strathbogie (S)	(Other)	Sikhism	F	3
Strathbogie (S)	(Other)	Sikhism	M	3
Strathbogie (S)	Buddhism		F	45
Strathbogie (S)	Buddhism		M	41
Strathbogie (S)	Christianity		F	88
Strathbogie (S)	Christianity		M	89
Strathbogie (S)	Christianity	(Other)	F	6
Strathbogie (S)	Christianity	(Other)	M	7
Strathbogie (S)	Christianity	Anglican	F	870
Strathbogie (S)	Christianity	Anglican	M	761
Strathbogie (S)	Christianity	Baptist	F	58
Strathbogie (S)	Christianity	Baptist	M	62
Strathbogie (S)	Christianity	Catholic	F	1255
Strathbogie (S)	Christianity	Catholic	M	1129
Strathbogie (S)	Christianity	Churches Of Christ	F	5
Strathbogie (S)	Christianity	Churches Of Christ	M	6
Strathbogie (S)	Christianity	Eastern Orthodox	F	19
Strathbogie (S)	Christianity	Eastern Orthodox	M	24
Strathbogie (S)	Christianity	Jehovah's Witnesses	F	4
Strathbogie (S)	Christianity	Jehovah's Witnesses	M	3
Strathbogie (S)	Christianity	Latter Day Saints	F	22
Strathbogie (S)	Christianity	Latter Day Saints	M	19
Strathbogie (S)	Christianity	Lutheran	F	20
Strathbogie (S)	Christianity	Lutheran	M	16
Strathbogie (S)	Christianity	Pentecostal	F	17
Strathbogie (S)	Christianity	Pentecostal	M	18
Strathbogie (S)	Christianity	Presbyterian Reformed	F	246
Strathbogie (S)	Christianity	Presbyterian Reformed	M	213
Strathbogie (S)	Christianity	Protestant (Other)	F	9
Strathbogie (S)	Christianity	Protestant (Other)	M	5
Strathbogie (S)	Christianity	Salvation Army	F	12
Strathbogie (S)	Christianity	Salvation Army	M	13
Strathbogie (S)	Christianity	Seventh Day Adventist	F	10
Strathbogie (S)	Christianity	Seventh Day Adventist	M	15
Strathbogie (S)	Christianity	Uniting Church	F	406
Strathbogie (S)	Christianity	Uniting Church	M	332
Strathbogie (S)	Hinduism		F	10
Strathbogie (S)	Hinduism		M	11
Strathbogie (S)	Islam		F	9
Strathbogie (S)	Islam		M	9
Strathbogie (S)	Judaism		F	4
Strathbogie (S)	No religion		F	1529
Strathbogie (S)	No religion		M	1727
Surf Coast (S)	(Other)		F	1266
Surf Coast (S)	(Other)		M	1403
Surf Coast (S)	(Other)	(Other)	F	40
Surf Coast (S)	(Other)	(Other)	M	30
Surf Coast (S)	(Other)	Other spiritual beliefs	F	38
Surf Coast (S)	(Other)	Other spiritual beliefs	M	17
Surf Coast (S)	(Other)	Secular beliefs	F	43
Surf Coast (S)	(Other)	Secular beliefs	M	37
Surf Coast (S)	(Other)	Sikhism	F	5
Surf Coast (S)	(Other)	Sikhism	M	7
Surf Coast (S)	Buddhism		F	104
Surf Coast (S)	Buddhism		M	74
Surf Coast (S)	Christianity		F	281
Surf Coast (S)	Christianity		M	233
Surf Coast (S)	Christianity	(Other)	F	6
Surf Coast (S)	Christianity	(Other)	M	5
Surf Coast (S)	Christianity	Anglican	F	1847
Surf Coast (S)	Christianity	Anglican	M	1507
Surf Coast (S)	Christianity	Baptist	F	254
Surf Coast (S)	Christianity	Baptist	M	238
Surf Coast (S)	Christianity	Catholic	F	3235
Surf Coast (S)	Christianity	Catholic	M	2980
Surf Coast (S)	Christianity	Churches Of Christ	F	17
Surf Coast (S)	Christianity	Churches Of Christ	M	14
Surf Coast (S)	Christianity	Eastern Orthodox	F	96
Surf Coast (S)	Christianity	Eastern Orthodox	M	88
Surf Coast (S)	Christianity	Jehovah's Witnesses	F	56
Surf Coast (S)	Christianity	Jehovah's Witnesses	M	43
Surf Coast (S)	Christianity	Latter Day Saints	F	5
Surf Coast (S)	Christianity	Latter Day Saints	M	6
Surf Coast (S)	Christianity	Lutheran	F	109
Surf Coast (S)	Christianity	Lutheran	M	95
Surf Coast (S)	Christianity	Oriental Orthodox	F	3
Surf Coast (S)	Christianity	Pentecostal	F	58
Surf Coast (S)	Christianity	Pentecostal	M	46
Surf Coast (S)	Christianity	Presbyterian Reformed	F	350
Surf Coast (S)	Christianity	Presbyterian Reformed	M	331
Surf Coast (S)	Christianity	Protestant (Other)	F	24
Surf Coast (S)	Christianity	Protestant (Other)	M	20
Surf Coast (S)	Christianity	Salvation Army	F	28
Surf Coast (S)	Christianity	Salvation Army	M	29
Surf Coast (S)	Christianity	Seventh Day Adventist	F	14
Surf Coast (S)	Christianity	Seventh Day Adventist	M	7
Surf Coast (S)	Christianity	Uniting Church	F	973
Surf Coast (S)	Christianity	Uniting Church	M	717
Surf Coast (S)	Hinduism		F	27
Surf Coast (S)	Hinduism		M	28
Surf Coast (S)	Islam		F	13
Surf Coast (S)	Islam		M	16
Surf Coast (S)	Judaism		F	15
Surf Coast (S)	Judaism		M	10
Surf Coast (S)	No religion		F	5877
Surf Coast (S)	No religion		M	6605
Swan Hill (RC)	(Other)		F	1321
Swan Hill (RC)	(Other)		M	1453
Swan Hill (RC)	(Other)	(Other)	F	10
Swan Hill (RC)	(Other)	(Other)	M	9
Swan Hill (RC)	(Other)	Australian Aboriginal Traditional	F	3
Swan Hill (RC)	(Other)	Australian Aboriginal Traditional	M	3
Swan Hill (RC)	(Other)	Other spiritual beliefs	F	11
Swan Hill (RC)	(Other)	Other spiritual beliefs	M	6
Swan Hill (RC)	(Other)	Secular beliefs	F	12
Swan Hill (RC)	(Other)	Secular beliefs	M	21
Swan Hill (RC)	(Other)	Sikhism	F	70
Swan Hill (RC)	(Other)	Sikhism	M	98
Swan Hill (RC)	Buddhism		F	228
Swan Hill (RC)	Buddhism		M	191
Swan Hill (RC)	Christianity		F	206
Swan Hill (RC)	Christianity		M	178
Swan Hill (RC)	Christianity	(Other)	F	4
Swan Hill (RC)	Christianity	Anglican	F	1241
Swan Hill (RC)	Christianity	Anglican	M	1127
Swan Hill (RC)	Christianity	Baptist	F	58
Swan Hill (RC)	Christianity	Baptist	M	53
Swan Hill (RC)	Christianity	Brethren	F	79
Swan Hill (RC)	Christianity	Brethren	M	69
Swan Hill (RC)	Christianity	Catholic	F	2581
Swan Hill (RC)	Christianity	Catholic	M	2420
Swan Hill (RC)	Christianity	Churches Of Christ	F	129
Swan Hill (RC)	Christianity	Churches Of Christ	M	92
Swan Hill (RC)	Christianity	Eastern Orthodox	F	53
Swan Hill (RC)	Christianity	Eastern Orthodox	M	56
Swan Hill (RC)	Christianity	Jehovah's Witnesses	F	11
Swan Hill (RC)	Christianity	Jehovah's Witnesses	M	7
Swan Hill (RC)	Christianity	Latter Day Saints	F	32
Swan Hill (RC)	Christianity	Latter Day Saints	M	29
Swan Hill (RC)	Christianity	Lutheran	F	43
Swan Hill (RC)	Christianity	Lutheran	M	41
Swan Hill (RC)	Christianity	Pentecostal	F	87
Swan Hill (RC)	Christianity	Pentecostal	M	63
Swan Hill (RC)	Christianity	Presbyterian Reformed	F	303
Swan Hill (RC)	Christianity	Presbyterian Reformed	M	305
Swan Hill (RC)	Christianity	Protestant (Other)	F	64
Swan Hill (RC)	Christianity	Protestant (Other)	M	82
Swan Hill (RC)	Christianity	Salvation Army	F	21
Swan Hill (RC)	Christianity	Salvation Army	M	18
Swan Hill (RC)	Christianity	Seventh Day Adventist	F	28
Swan Hill (RC)	Christianity	Seventh Day Adventist	M	9
Swan Hill (RC)	Christianity	Uniting Church	F	956
Swan Hill (RC)	Christianity	Uniting Church	M	793
Swan Hill (RC)	Hinduism		F	41
Swan Hill (RC)	Hinduism		M	68
Swan Hill (RC)	Islam		F	103
Swan Hill (RC)	Islam		M	225
Swan Hill (RC)	Judaism		M	3
Swan Hill (RC)	No religion		F	2523
Swan Hill (RC)	No religion		M	2950
Towong (S)	(Other)		F	298
Towong (S)	(Other)		M	345
Towong (S)	(Other)	(Other)	F	4
Towong (S)	(Other)	(Other)	M	4
Towong (S)	(Other)	Other spiritual beliefs	F	9
Towong (S)	(Other)	Other spiritual beliefs	M	9
Towong (S)	(Other)	Secular beliefs	F	5
Towong (S)	(Other)	Secular beliefs	M	10
Towong (S)	Buddhism		F	14
Towong (S)	Buddhism		M	14
Towong (S)	Christianity		F	88
Towong (S)	Christianity		M	79
Towong (S)	Christianity	(Other)	F	3
Towong (S)	Christianity	Anglican	F	674
Towong (S)	Christianity	Anglican	M	679
Towong (S)	Christianity	Baptist	F	63
Towong (S)	Christianity	Baptist	M	65
Towong (S)	Christianity	Catholic	F	560
Towong (S)	Christianity	Catholic	M	533
Towong (S)	Christianity	Churches Of Christ	F	3
Towong (S)	Christianity	Eastern Orthodox	F	6
Towong (S)	Christianity	Jehovah's Witnesses	F	17
Towong (S)	Christianity	Jehovah's Witnesses	M	12
Towong (S)	Christianity	Lutheran	F	21
Towong (S)	Christianity	Lutheran	M	22
Towong (S)	Christianity	Pentecostal	F	14
Towong (S)	Christianity	Pentecostal	M	17
Towong (S)	Christianity	Presbyterian Reformed	F	106
Towong (S)	Christianity	Presbyterian Reformed	M	104
Towong (S)	Christianity	Protestant (Other)	F	3
