LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA34420,0,0,0,74,3,78,0,0,0,788,3,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,31,0,42,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,28,0,0,0,4,27,30,12,3,3,893,31,944
LGA34530,98,1009,837,13333,258,15538,0,12,8,175,0,189,76,4,10,129,3,220,24,3,4,14,0,48,203,77,48,137,0,465,1958,887,750,10866,211,14662,126,6,49,5,0,185,68,14,9,68,7,173,269,100,81,1876,35,2359,33,14,8,70,0,120,28,9,0,21,0,55,61,10,5,10,3,90,395,223,150,3647,49,4463,127,59,33,406,7,625,8,0,0,0,0,9,4,7,0,14,0,22,3,0,0,0,0,4,32,10,3,50,3,100,152,36,17,21,4,227,209,71,48,35,5,365,53,20,9,49,3,136,26,4,5,31,0,66,520,210,155,2878,42,3806,3,4,5,3,0,13,113,13,11,4,0,139,51,13,7,54,0,122,10,0,0,0,0,11,0,0,0,0,0,0,15,4,3,0,0,20,82,34,17,101,0,239,621,159,116,609,21,1538,34,15,10,320,3275,3656,4185,1773,1410,25114,3789,36272
LGA34570,0,3,0,30,0,33,0,3,0,526,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,119,3,133,0,0,0,20,69,91,13,9,3,616,74,712
LGA34580,164,1083,837,13390,303,15771,0,9,0,111,0,122,471,13,7,76,0,570,16,8,0,11,0,31,254,90,66,164,7,583,2038,986,723,10042,279,14071,179,4,49,5,6,248,71,8,13,65,3,155,308,165,120,4352,86,5035,13,13,0,34,0,59,31,12,3,12,0,64,178,8,0,15,0,202,373,223,134,3188,70,3978,119,42,21,344,7,528,133,0,4,0,0,137,10,3,0,20,0,31,0,0,0,0,0,3,37,20,7,59,0,124,95,30,17,18,3,165,160,67,73,41,0,334,63,16,10,82,3,171,28,4,3,23,0,59,522,264,172,2522,65,3537,5,3,0,0,3,16,65,20,3,3,0,84,43,10,7,24,0,91,13,0,4,0,0,23,22,0,0,0,0,24,68,0,0,0,0,68,84,8,11,91,0,193,1366,125,129,415,27,2063,92,26,13,520,3075,3731,5810,1945,1450,25655,3747,38609
LGA34590,3458,11910,9270,74142,1515,100302,15,70,40,1017,24,1165,6626,180,326,644,79,7858,831,101,68,162,15,1183,2404,743,443,1211,44,4843,30816,10075,8055,61083,1697,111726,3293,125,527,114,37,4095,824,98,78,558,17,1574,3741,1211,879,10461,217,16503,591,236,109,590,21,1553,825,135,45,162,12,1175,4747,186,134,134,42,5238,5960,2120,1550,18831,330,28786,1476,710,329,2740,58,5314,1168,6,35,3,3,1217,478,144,51,149,0,821,164,20,11,33,0,229,346,144,97,318,13,914,8044,637,482,213,156,9531,4242,1145,799,387,64,6628,974,192,111,439,11,1736,585,117,92,212,5,1014,7706,2287,1744,15191,292,27217,820,84,64,55,8,1024,1090,145,126,56,11,1424,1223,115,89,262,13,1704,444,38,28,35,0,541,350,47,33,35,8,480,1373,48,55,38,26,1531,744,163,109,567,15,1602,36596,2691,2154,3150,577,45164,1755,241,173,1916,17381,21479,106162,21202,16558,137978,21482,303386
LGA34710,11,80,71,1499,36,1691,0,0,3,23,0,26,7,0,0,21,0,25,3,5,0,0,0,10,13,8,0,14,0,35,117,69,49,1160,29,1433,13,0,7,0,3,22,3,0,0,3,0,5,15,13,9,177,3,214,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,17,30,23,17,389,7,462,15,3,3,27,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,0,0,35,5,5,6,8,0,23,3,3,0,3,0,6,0,0,0,0,0,3,27,11,21,374,3,438,0,0,0,0,0,0,3,0,3,0,0,4,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,46,5,0,34,6,84,9,0,0,36,309,354,292,132,119,2737,381,3660
LGA34770,571,3119,2519,40522,700,47426,6,29,11,556,7,611,545,28,53,485,12,1122,40,18,16,33,3,109,672,228,157,437,22,1513,5673,2616,2203,32419,713,43630,1593,34,219,62,14,1919,184,34,20,233,10,483,872,386,327,5889,98,7568,59,45,18,188,7,304,67,26,6,37,5,146,763,37,19,54,3,877,1180,719,546,10899,159,13499,655,355,153,2245,48,3452,37,0,6,7,0,53,12,5,8,18,0,42,7,3,0,0,0,12,927,390,240,1988,33,3578,529,84,61,69,15,762,599,270,160,126,6,1162,132,43,29,159,3,365,78,34,16,134,6,266,1573,798,592,9397,134,12493,32,3,3,10,0,52,601,51,35,21,12,715,225,17,20,128,5,388,99,6,5,23,0,124,10,7,0,0,0,13,80,3,3,3,0,90,211,53,46,338,5,657,2769,545,457,2842,112,6716,200,62,57,1138,8503,9961,16682,5958,4677,77544,10103,114969
LGA34800,0,12,16,341,6,375,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,4,0,4,0,11,23,8,10,247,11,309,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,38,0,43,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,9,4,4,0,62,3,87,3,0,0,26,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,59,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,4,10,0,25,0,0,0,12,62,72,61,28,20,608,79,796
LGA34830,0,4,0,60,3,66,0,4,0,208,3,212,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,114,0,120,0,0,0,0,6,8,3,5,0,283,16,310
LGA34860,31,217,185,5381,128,5942,0,0,0,43,0,46,46,0,5,44,0,94,3,0,0,7,0,14,24,3,14,10,0,58,302,169,158,3895,90,4618,159,0,4,3,3,166,16,3,3,12,0,36,35,17,28,697,11,789,8,0,0,14,0,18,6,0,0,0,0,7,94,3,0,6,0,110,79,34,45,1278,22,1463,12,6,11,89,4,124,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,10,0,48,42,4,4,3,0,52,12,0,0,18,0,26,7,0,3,0,0,12,67,68,41,1114,28,1319,0,0,0,0,0,0,24,5,0,0,0,34,10,3,3,5,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,35,0,58,189,17,24,88,6,323,28,5,3,190,1120,1345,1030,354,321,9608,1349,12666
LGA34880,156,579,474,6389,171,7773,3,8,5,553,10,581,91,11,8,122,5,239,105,18,6,47,0,179,191,43,25,63,3,323,1227,430,346,4209,160,6369,106,0,19,6,0,139,82,10,9,42,0,147,347,70,50,622,14,1107,50,5,4,43,3,107,29,4,4,3,0,41,69,8,3,7,0,88,283,108,87,1609,41,2125,1116,224,96,834,30,2302,38,0,0,0,0,38,0,0,0,9,0,16,0,0,0,0,0,0,14,11,3,23,0,52,48,6,5,6,3,65,76,22,21,8,3,136,45,3,6,15,0,76,23,0,3,11,0,30,304,126,91,1178,36,1736,9,3,0,0,0,12,45,3,4,3,0,50,84,19,3,47,3,152,16,0,3,0,0,22,8,0,0,4,0,15,15,3,0,0,0,22,34,3,3,38,0,77,917,115,140,339,25,1535,66,25,12,179,2906,3182,4612,1124,861,11656,3300,21557
LGA35010,2857,17332,13242,127126,2121,162676,12,95,43,1369,35,1564,3736,222,323,1109,46,5439,454,106,31,170,6,765,3563,1020,687,1815,68,7160,42931,16239,11785,108531,2479,181963,3830,113,682,132,61,4823,1342,239,161,947,24,2718,4533,1898,1230,18810,292,26774,539,204,97,752,18,1618,727,178,57,231,13,1210,4046,196,140,194,35,4611,8451,3660,2457,37285,583,52432,2835,1279,546,5028,97,9783,659,5,35,24,3,732,162,68,25,160,3,419,77,18,9,23,3,129,504,230,127,579,18,1455,4720,539,390,241,77,5958,4570,1389,1182,470,69,7681,1182,250,145,746,26,2348,622,68,73,310,5,1077,10340,3858,2804,29238,491,46730,237,30,31,38,9,343,2701,201,178,83,9,3173,1170,126,69,436,12,1812,464,63,43,64,3,637,132,25,8,5,0,172,488,23,54,14,13,597,1465,298,225,1282,25,3296,18954,3113,2350,5238,320,29977,1102,274,211,2854,22786,27225,100079,31042,22971,243183,28022,425302
LGA35250,0,5,3,91,0,99,0,12,0,866,7,885,4,0,0,6,0,7,0,0,0,0,0,0,4,0,0,3,0,3,3,3,3,29,0,49,8,0,0,0,0,10,4,0,0,0,0,3,3,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,3,0,19,0,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,22,0,31,0,0,0,13,64,79,45,18,10,1005,65,1143
LGA35300,121,529,480,6399,116,7647,0,16,12,558,3,589,95,9,5,154,4,269,11,6,0,5,0,19,74,29,21,69,3,185,938,385,346,3907,85,5657,463,7,90,27,3,587,24,3,6,45,0,84,194,46,49,612,3,914,19,4,8,30,0,64,23,7,0,3,0,32,195,3,5,7,0,208,252,137,86,1541,20,2043,87,49,21,295,3,461,3,0,0,0,0,3,0,0,5,5,0,14,0,0,0,0,0,0,12,4,4,30,0,50,365,38,15,6,3,427,151,57,30,26,3,266,28,12,3,21,0,59,15,0,3,9,0,27,279,104,60,1117,12,1574,8,3,0,0,0,12,82,5,4,4,0,99,68,4,9,25,0,99,28,3,4,3,0,43,3,0,0,0,0,3,13,0,7,0,0,22,33,10,3,40,0,83,986,105,117,272,21,1493,59,11,4,180,2087,2338,3627,930,800,11009,2309,18671
LGA35600,5,54,93,1969,50,2170,0,0,0,63,0,67,28,0,0,6,4,44,0,0,0,0,0,0,8,0,3,23,0,42,82,61,41,1348,53,1585,17,0,9,0,3,32,0,0,0,10,0,7,11,3,12,234,5,263,0,3,0,4,0,8,0,3,0,0,0,4,9,0,0,5,0,16,15,23,11,440,8,493,7,3,3,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,13,0,15,0,4,29,7,7,5,0,0,22,0,0,0,6,0,11,0,0,0,0,0,0,12,17,6,317,3,356,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,3,4,86,6,0,0,8,0,10,48,11,11,46,0,116,0,3,3,59,254,325,314,117,126,3393,362,4307
LGA35670,0,0,0,204,4,208,0,3,0,604,6,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,299,3,315,0,0,0,3,8,14,11,3,0,910,24,957
LGA35740,291,2031,1631,13455,274,17684,0,9,7,86,9,108,207,27,37,101,0,364,61,22,3,21,0,102,610,137,112,194,7,1056,6895,1951,1573,13397,305,24127,168,7,67,7,0,245,289,42,19,163,3,520,912,241,172,1984,44,3344,105,50,17,97,7,271,102,30,10,14,0,165,178,14,3,18,0,207,1191,469,356,5040,89,7141,453,166,51,559,18,1251,35,0,9,0,0,51,18,8,3,31,0,61,18,3,0,0,0,23,65,27,15,38,0,148,169,32,33,23,3,264,396,128,69,38,0,630,210,24,34,100,3,366,69,14,8,34,3,132,1532,518,374,4201,80,6700,16,3,3,8,0,29,221,19,28,11,0,278,127,14,12,54,3,209,28,3,3,8,0,47,18,0,3,3,3,26,38,0,5,0,0,45,228,34,25,189,5,483,1771,364,302,662,39,3142,105,24,26,297,3134,3596,12823,3785,2926,28794,3816,52149
LGA35760,40,206,156,4064,105,4567,0,0,3,76,3,82,43,0,0,38,0,82,3,0,0,0,0,4,51,17,9,29,0,111,350,189,149,3016,98,3805,97,0,8,0,3,111,26,0,0,26,0,52,82,54,17,995,26,1180,5,0,0,3,0,10,4,3,0,4,0,11,10,3,3,7,0,24,79,38,30,764,19,926,39,14,0,54,0,99,75,0,3,0,0,79,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,13,3,3,3,0,29,21,8,9,4,0,39,7,4,3,19,0,27,4,0,0,4,0,9,92,48,51,770,25,991,0,0,0,0,0,0,4,0,4,0,0,14,13,0,3,5,0,26,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,12,4,4,21,0,41,280,28,26,92,12,439,17,11,6,131,1104,1263,1137,386,284,7354,1324,10478
LGA35780,0,16,20,262,6,295,0,4,0,1392,5,1403,0,0,0,4,0,9,0,0,3,0,0,0,3,0,0,3,0,5,26,16,14,94,3,144,10,0,7,3,0,16,0,0,0,0,0,0,16,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,4,0,9,41,3,55,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,10,3,20,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,15,2077,10,2145,0,0,0,17,91,112,90,33,44,2510,113,2796
LGA35790,0,8,5,119,6,142,0,9,0,2144,11,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,30,5,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,21,7,0,381,3,415,0,0,0,12,38,55,46,23,9,2301,61,2446
LGA35800,4,38,15,837,15,910,0,3,0,46,0,48,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,10,33,25,18,530,11,609,0,0,0,0,0,0,3,0,0,3,0,7,7,6,0,63,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,4,5,149,0,167,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,9,4,0,0,0,0,5,3,0,0,5,0,9,3,0,0,0,0,3,10,12,5,116,0,136,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,12,0,31,0,0,0,29,104,133,72,49,24,1370,121,1640
LGA36070,0,5,9,65,0,85,0,0,0,575,0,578,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,25,0,39,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26,0,41,0,0,0,9,15,23,34,4,8,688,17,749
LGA36150,3,14,27,353,9,397,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,13,21,262,8,329,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,51,4,58,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,3,4,4,9,125,3,146,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,15,0,3,0,0,0,3,0,0,0,0,0,0,10,3,3,71,0,86,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,5,0,26,0,0,0,13,36,48,56,20,35,646,51,813
LGA36250,904,6125,4618,40222,655,52524,4,23,14,407,12,463,1272,80,157,302,19,1837,314,61,30,131,7,548,1611,403,283,641,23,2959,18979,5819,4474,36669,778,66727,829,33,156,20,16,1055,503,86,58,325,8,984,1808,627,434,6299,102,9274,392,148,60,407,13,1016,263,61,24,77,7,427,1047,45,42,47,10,1201,3701,1233,960,12570,190,18660,1070,468,223,1736,29,3527,100,0,15,10,0,121,116,29,16,87,3,257,44,9,3,16,0,71,243,58,59,187,5,554,1505,207,149,54,28,1951,1672,554,405,175,19,2828,596,113,91,254,10,1058,296,51,51,170,15,586,4851,1515,1033,10330,193,17912,146,13,9,28,0,199,1327,109,78,27,3,1537,354,47,20,157,3,592,168,26,18,18,4,227,68,18,4,5,0,93,202,0,23,3,0,226,617,114,74,480,0,1293,5987,1059,856,1758,116,9774,338,78,63,757,6018,7254,39804,11190,8456,79836,7728,147010
LGA36300,3,12,18,350,14,385,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,4,0,0,6,0,8,24,11,5,256,11,300,0,0,0,0,0,0,3,0,0,6,0,6,4,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,94,0,97,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,68,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,6,0,24,0,0,0,11,54,69,53,22,24,620,75,791
LGA36370,266,1949,1465,31644,638,35962,0,16,5,766,22,809,427,32,37,373,12,886,23,8,3,39,0,67,288,113,77,301,3,779,2412,1744,1270,24713,493,30625,854,10,143,30,9,1044,84,25,16,175,4,296,371,264,184,4702,67,5591,44,20,5,119,0,186,32,15,0,24,0,74,646,20,14,32,4,714,483,402,276,8184,107,9454,124,108,44,767,18,1068,81,3,8,0,0,94,12,8,3,40,0,59,0,4,0,0,0,7,24,19,6,111,3,165,230,76,55,33,3,402,197,131,101,87,3,512,57,32,6,118,0,219,51,9,6,67,0,136,632,409,321,6206,87,7657,3,3,0,10,0,19,200,17,17,11,3,242,103,7,6,86,4,210,166,9,0,3,0,181,12,3,0,0,0,14,406,0,13,3,6,426,79,34,33,221,9,374,2154,345,281,1501,57,4344,108,27,26,850,5591,6604,8670,3432,2578,58262,6781,79726
LGA36510,235,1382,1048,13118,319,16111,0,5,7,147,4,159,93,10,16,79,0,204,44,3,3,9,0,59,385,109,65,186,10,748,3545,1275,1001,10424,324,16571,110,9,39,11,0,170,89,20,15,90,8,219,439,178,159,3146,79,4001,40,30,7,66,3,143,46,8,6,17,0,82,90,8,0,19,0,117,612,240,235,3671,80,4841,144,59,28,274,9,513,90,0,0,3,0,94,15,0,0,13,0,28,10,3,0,4,0,18,32,9,4,32,0,84,116,17,22,11,5,168,317,104,73,29,16,532,112,29,9,90,3,245,54,7,8,22,0,101,880,352,263,2865,69,4433,25,0,5,0,0,36,78,7,7,3,0,98,43,14,8,38,3,104,11,3,4,3,0,21,3,3,0,3,0,16,12,0,0,0,0,16,119,21,18,90,5,254,961,205,192,422,23,1801,67,24,24,396,2921,3423,6809,2458,1908,25273,3627,40072
