LGA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA57280,107,100,205,576,522,1096,75,79,161,20,26,43,671,626,1300,307,321,629,3,3,6,14,6,24,322,333,657,14,11,21,11,22,30,27,42,70,48,116,167,0,4,4,102,187,290,7,13,17,8,22,30,3,19,17,69,102,173,0,0,4,84,152,236,4,16,22,18,51,66,0,0,0,20,67,89,1280,1063,2347,2593,2535,5130
LGA57350,12,5,17,33,35,70,0,0,0,0,4,3,39,42,75,14,9,25,0,0,0,0,0,0,14,9,25,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,6,6,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,0,3,3,0,4,4,0,0,0,0,7,7,70,64,127,135,129,265
LGA57420,3,5,12,78,58,138,0,0,0,0,0,0,81,58,143,24,9,36,0,0,0,7,0,11,34,14,50,0,0,0,0,0,0,0,3,3,3,10,11,0,0,0,0,12,12,0,0,0,6,0,6,0,0,0,0,3,6,0,0,0,5,3,5,0,3,0,0,3,5,0,0,0,3,9,9,121,107,228,251,208,462
LGA57490,854,793,1646,4794,4469,9263,687,758,1447,905,844,1745,6389,6072,12458,2860,2709,5569,580,615,1189,947,942,1887,4387,4257,8644,280,294,576,91,267,359,367,262,628,274,532,809,16,19,31,1027,1372,2398,594,916,1509,183,476,658,100,190,295,314,675,987,3,10,15,1193,2263,3460,109,155,261,178,457,629,11,9,16,292,620,914,5232,4731,9960,19370,20105,39476
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,19,14,6,21
LGA57700,205,203,407,1015,908,1927,126,121,249,264,264,524,1410,1293,2701,541,525,1067,70,73,146,276,307,585,891,903,1796,50,50,104,18,40,55,70,62,130,78,106,182,3,0,3,219,254,477,119,190,307,36,82,121,20,33,54,61,125,191,3,0,3,239,429,671,22,32,59,31,68,97,3,0,3,54,101,155,1257,826,2084,4275,4013,8294
LGA57770,10,4,15,37,35,71,0,0,0,0,0,0,37,35,71,16,5,24,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,3,7,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,3,57,45,97,117,102,221
LGA57840,211,186,392,748,795,1542,335,278,615,277,262,534,1360,1336,2698,335,317,653,562,250,815,540,482,1026,1439,1057,2494,107,96,204,80,126,204,63,37,100,114,168,280,3,4,9,363,430,791,1165,1231,2398,490,416,910,110,120,229,282,359,637,10,4,10,2051,2138,4189,52,41,96,81,151,227,4,4,8,139,193,330,1467,1542,3007,7029,6879,13906
LGA57910,1206,1149,2356,4726,4484,9211,2024,1964,3990,925,963,1891,7673,7420,15097,2774,2575,5345,1697,1627,3323,1411,1665,3077,5890,5858,11750,496,447,942,596,739,1337,377,206,580,668,931,1601,25,20,46,2163,2339,4502,2757,3072,5831,1252,1384,2637,365,447,815,1084,1533,2613,23,41,59,5487,6471,11956,371,396,765,443,805,1248,14,16,29,828,1212,2038,7308,7743,15047,30553,32194,62752
LGA57980,128,109,238,513,511,1026,32,42,77,80,59,146,635,605,1242,274,290,567,43,62,104,133,125,258,445,482,926,26,19,42,27,34,58,13,8,18,32,50,78,4,0,4,94,100,202,767,780,1550,464,347,810,39,43,75,128,203,333,3,3,11,1410,1377,2787,23,27,45,40,63,102,0,0,0,65,92,149,662,719,1381,3439,3481,6921
LGA58050,887,880,1766,4180,3796,7979,1193,1124,2315,1094,1009,2107,6469,5935,12402,2693,2550,5242,1099,1048,2146,1199,1014,2213,4995,4606,9597,338,300,639,188,273,462,356,231,588,346,610,960,16,18,34,1242,1433,2677,972,1370,2348,304,515,814,171,249,416,427,736,1165,14,16,24,1888,2879,4768,161,202,361,236,492,727,9,10,23,406,704,1113,4854,5179,10031,20744,21613,42360
LGA58190,0,0,3,33,16,51,0,0,0,0,0,0,33,16,51,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,7,0,0,3,0,0,0,0,3,3,3,3,9,0,0,0,3,9,13,3,3,4,0,0,0,0,0,0,3,3,4,31,31,61,79,63,140
LGA58260,7,3,9,41,36,70,0,0,0,0,0,0,39,36,77,3,5,16,0,0,0,0,0,0,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,3,0,0,0,0,3,0,22,30,53,81,79,161
LGA58330,19,20,37,119,116,237,10,9,19,8,11,22,136,142,281,62,79,142,17,18,33,27,17,44,109,114,222,6,3,6,0,3,5,10,11,24,10,25,28,0,0,0,28,44,71,3,11,20,0,8,8,0,0,3,6,17,23,0,0,0,13,39,52,5,6,9,3,20,22,0,0,0,8,23,29,237,227,460,547,600,1149
LGA58400,3,0,3,10,14,25,0,0,0,0,0,0,10,14,25,4,6,9,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,63,52,46,100
LGA58470,4,4,8,12,11,25,0,0,0,0,0,0,12,11,25,10,16,21,0,0,0,0,0,0,10,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,27,16,43,56,51,109
LGA58510,159,155,318,596,614,1211,235,236,474,112,119,223,937,968,1906,303,278,576,228,251,484,96,83,181,627,614,1241,125,103,224,145,168,319,62,38,101,110,174,284,0,0,0,446,491,932,830,868,1700,421,401,814,56,87,142,243,299,545,4,7,9,1561,1654,3214,90,89,179,106,145,248,3,0,3,196,229,426,1704,1731,3436,5635,5843,11477
LGA58540,9,4,14,21,48,70,0,0,3,0,0,0,27,47,76,13,11,24,3,4,9,3,0,3,20,19,38,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,0,3,3,62,26,94,120,116,237
LGA58570,188,177,370,781,699,1483,239,197,434,74,88,162,1092,986,2081,291,336,628,186,153,342,89,132,224,565,624,1191,66,65,136,118,161,277,35,39,75,120,140,259,0,0,0,342,411,751,419,506,920,298,285,588,52,88,141,315,393,709,3,3,5,1089,1277,2363,81,154,233,88,133,215,0,3,3,164,292,459,1512,1358,2869,4957,5124,10077
LGA58610,11,11,23,77,70,147,0,3,3,0,3,3,77,78,155,41,40,80,0,0,0,0,3,3,46,41,88,0,3,3,0,0,0,3,0,7,0,7,8,0,0,0,9,11,13,0,3,6,0,3,3,0,3,3,0,10,11,0,0,0,3,15,19,0,0,0,0,4,4,0,0,0,0,5,5,96,111,207,242,274,513
LGA58680,3,0,3,20,29,47,0,0,0,0,0,0,20,29,47,11,3,10,0,0,0,0,0,0,11,3,10,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,54,60,56,122
LGA58760,1391,1313,2712,6972,6482,13461,1533,1502,3030,1338,1254,2595,9849,9241,19089,4387,4011,8397,1318,1412,2725,1442,1476,2919,7145,6900,14046,486,480,971,244,461,703,590,292,884,482,778,1263,25,15,41,1824,2028,3857,1673,2102,3776,467,796,1260,254,375,626,563,996,1562,15,21,37,2973,4290,7266,254,310,557,313,694,1012,9,13,19,573,1021,1592,6213,6234,12452,29978,31031,61006
LGA58820,21,19,38,84,84,168,61,55,119,11,11,25,162,154,315,89,69,154,30,28,55,24,30,55,142,123,269,4,7,12,0,3,4,16,7,16,0,14,20,0,0,0,22,31,49,6,9,18,3,8,11,0,7,9,6,7,17,0,0,0,14,34,48,0,6,9,0,6,6,0,0,0,0,20,19,244,260,502,604,641,1244
LGA58890,7,4,14,29,31,63,3,0,3,0,0,0,33,34,65,10,10,22,0,0,0,0,3,3,10,13,26,0,0,3,0,0,0,0,0,3,0,6,6,0,0,0,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,33,33,65,92,102,185
LGA59030,0,4,5,8,3,12,8,4,9,0,0,0,15,9,17,0,7,8,0,0,0,0,0,4,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,30,14,46,51,37,85
LGA59100,3,5,11,36,33,69,3,0,3,0,0,0,35,33,67,13,14,24,0,0,0,0,0,0,17,14,23,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,37,32,72,97,95,187
LGA59170,9,6,9,48,44,86,0,0,0,3,3,3,49,45,92,13,4,22,0,0,0,0,0,0,14,4,19,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,5,10,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,8,8,0,0,0,0,8,8,50,39,92,120,115,239
LGA59250,4,0,8,16,22,36,0,0,0,0,0,0,16,23,39,3,3,8,0,0,3,0,0,3,5,4,14,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,5,4,13,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,3,4,0,4,4,3,3,5,0,0,0,3,3,6,108,31,140,147,68,221
LGA59310,14,12,19,62,67,129,0,0,0,3,3,5,67,69,137,24,24,46,0,0,0,0,0,0,22,20,43,0,0,0,0,0,0,0,3,7,3,5,7,0,0,0,5,14,13,3,0,6,0,0,3,0,0,0,0,8,8,0,0,0,3,13,11,4,0,8,0,4,5,0,0,0,6,6,15,44,25,67,158,158,312
LGA59320,3,3,8,14,22,34,5,3,8,0,0,0,21,22,41,4,4,12,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,11,24,47,47,98
LGA59330,0,8,6,14,12,33,0,0,0,0,0,3,20,14,35,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,34,75,64,66,129
LGA59340,54,45,97,217,278,499,68,57,128,7,7,14,294,343,634,159,143,301,0,7,10,6,16,23,175,161,333,6,5,15,3,3,12,16,14,26,27,45,72,0,0,3,46,73,121,8,8,10,4,9,15,0,5,6,14,45,63,0,0,0,30,73,100,8,3,16,8,30,38,0,0,3,13,35,53,508,517,1030,1115,1249,2362
LGA59350,0,3,3,11,5,15,0,0,0,0,0,0,11,5,15,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,26,73,64,36,104
LGA59360,4,3,8,29,30,61,5,12,14,0,0,0,39,36,75,17,9,24,0,0,0,0,0,0,17,8,30,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,4,6,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,115,69,188,182,133,314
LGA59370,23,23,47,106,105,216,11,5,18,9,11,18,120,126,243,77,64,140,12,6,23,8,11,13,95,86,182,5,3,11,0,5,3,4,9,14,6,16,24,0,0,0,18,30,48,4,5,7,0,0,0,0,3,3,4,11,19,0,0,0,11,16,27,3,4,7,3,6,11,0,0,0,7,7,12,220,206,435,499,488,992
LGA59499,14,7,17,51,51,96,13,3,16,13,14,26,72,70,139,21,26,49,0,3,7,3,3,7,27,35,61,5,7,9,14,10,28,3,3,11,14,14,30,0,0,0,34,40,67,27,34,61,25,14,38,4,3,8,9,19,25,0,0,0,67,70,128,8,10,20,14,11,27,0,0,0,28,16,43,982,607,1592,1215,838,2049
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,70,8,75,87,6,94
LGA60210,16,16,31,203,204,400,0,0,0,3,5,7,203,207,410,127,116,244,0,0,0,5,11,15,132,129,255,9,6,20,3,4,9,3,10,13,7,28,43,0,0,0,27,51,84,5,3,11,6,11,17,0,3,3,9,33,36,0,0,0,18,44,64,9,4,9,3,15,20,0,0,0,6,17,25,295,268,562,702,731,1432
LGA60410,55,76,134,628,600,1226,245,220,469,65,45,111,936,864,1801,354,319,671,181,150,331,16,15,36,558,484,1037,70,66,142,13,15,28,43,36,83,35,74,110,3,0,3,163,199,357,38,72,113,14,23,35,6,8,22,19,64,87,0,0,0,79,171,256,8,13,21,10,39,49,0,0,0,22,57,78,662,722,1387,2474,2575,5045
LGA60610,54,47,102,594,623,1218,177,147,319,53,55,109,823,824,1646,415,451,863,162,149,314,33,32,70,614,633,1243,89,94,182,25,54,71,51,37,88,33,80,114,0,0,0,197,265,466,51,95,148,34,56,91,5,25,29,49,141,194,0,0,0,139,317,456,13,11,25,18,43,65,0,3,3,33,55,87,659,719,1376,2519,2861,5379
LGA60810,79,60,134,690,607,1297,154,151,309,83,86,172,928,852,1777,391,385,767,119,149,268,82,80,164,592,610,1200,70,80,144,8,32,43,71,33,104,64,76,141,3,0,3,222,218,439,34,69,100,15,48,63,6,23,30,50,101,155,0,0,0,108,242,355,7,20,31,12,46,63,0,0,0,25,64,88,788,866,1650,2729,2912,5642
LGA61010,5,7,15,75,70,140,10,8,13,3,3,7,90,74,164,22,31,57,7,8,15,3,3,5,34,47,79,5,3,10,0,0,0,4,3,5,4,12,13,0,0,0,16,21,34,3,0,5,0,3,3,0,0,0,0,10,8,0,0,0,3,10,17,0,0,0,0,3,3,0,0,0,0,3,3,117,93,215,261,265,526
LGA61210,25,26,54,209,200,407,110,108,210,90,78,166,401,383,786,150,112,268,44,37,78,70,57,126,261,216,477,4,16,22,0,4,10,21,15,37,28,34,57,0,0,0,54,67,126,3,17,17,3,10,16,7,5,9,7,18,21,0,0,4,21,44,66,4,7,15,4,16,21,0,0,0,7,25,34,368,357,721,1151,1121,2275
LGA61410,208,201,403,1782,1600,3379,564,605,1163,204,241,446,2542,2444,4992,909,802,1711,522,520,1045,229,227,448,1658,1548,3203,137,130,268,37,99,137,169,81,250,147,227,376,3,3,8,496,542,1042,319,401,719,121,160,282,44,62,102,216,449,664,4,4,9,708,1071,1779,36,48,90,84,124,212,3,7,9,125,177,309,1895,1609,3499,7636,7589,15223
LGA61510,32,39,76,359,307,670,121,112,230,4,17,22,486,433,922,184,165,349,84,93,175,11,21,35,283,273,558,33,35,66,4,15,15,26,17,42,23,31,59,0,0,3,95,95,188,17,27,47,14,22,33,7,10,8,18,41,55,0,0,0,51,91,141,4,14,15,5,25,31,0,0,0,14,35,49,400,422,827,1367,1395,2758
LGA61610,94,81,171,818,846,1669,197,199,396,88,84,174,1108,1128,2240,524,540,1061,140,140,282,51,41,93,717,720,1440,91,118,210,29,69,100,61,56,115,71,120,187,3,0,6,250,366,616,37,67,103,23,61,83,12,15,22,60,99,155,0,0,0,128,242,374,15,31,42,33,52,82,0,0,3,42,81,126,882,973,1856,3218,3595,6816
LGA61810,22,15,38,266,263,529,0,0,0,14,11,24,282,276,555,162,148,310,0,4,7,14,21,32,186,165,350,25,21,46,0,10,16,15,13,27,8,28,35,0,0,0,53,66,117,10,15,25,3,10,15,3,3,4,12,22,39,0,0,0,23,56,79,0,14,15,5,6,13,0,0,0,5,23,28,303,280,583,875,879,1753
LGA62010,3,0,6,28,16,45,0,0,0,0,0,0,28,16,45,22,5,27,0,0,0,3,3,4,24,8,34,3,0,3,0,0,0,0,0,0,0,6,4,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,39,34,74,103,76,180
LGA62210,19,17,42,235,226,459,51,52,101,10,7,23,295,282,584,121,128,249,31,37,67,17,15,25,167,179,343,27,32,61,7,6,13,26,11,37,8,32,38,0,0,0,68,79,148,11,18,23,4,12,15,0,13,11,5,23,28,0,0,0,22,62,84,3,7,8,4,17,19,0,3,3,10,24,35,346,335,687,922,984,1910
LGA62410,10,16,24,115,113,231,0,0,0,0,5,7,122,119,241,56,62,124,3,9,11,15,0,15,77,69,145,3,4,6,3,3,9,11,5,16,3,10,12,0,0,0,18,20,40,4,3,9,0,7,6,0,3,4,10,7,19,0,0,0,14,19,33,0,6,7,0,5,12,0,0,0,4,9,16,225,220,448,471,475,947
LGA62610,159,169,325,1353,1298,2654,571,578,1144,110,88,200,2034,1962,3992,836,822,1661,404,425,823,94,85,172,1328,1333,2655,165,185,344,92,140,232,129,93,231,160,232,392,4,10,17,548,661,1205,257,261,517,128,144,275,34,56,86,151,302,447,0,3,3,567,761,1331,56,62,120,85,162,251,3,0,3,147,226,373,1739,1933,3668,6521,7031,13555
LGA62810,208,181,396,1282,1098,2379,193,258,455,361,362,725,1834,1722,3558,662,523,1187,203,276,474,576,579,1154,1437,1376,2815,108,104,211,105,136,242,94,62,153,138,184,320,3,3,6,444,486,927,1391,1505,2900,864,796,1662,113,119,231,402,660,1064,8,9,14,2770,3092,5868,35,46,81,82,117,197,3,3,4,115,166,283,1606,1592,3199,8421,8622,17040
LGA63010,54,61,112,433,420,854,174,161,337,92,78,174,697,665,1360,307,266,568,101,97,200,57,55,116,460,416,883,64,51,116,10,24,33,39,25,61,39,80,124,0,3,3,153,183,331,46,61,107,22,59,85,6,5,14,43,105,151,0,3,3,113,239,348,18,20,35,20,41,60,0,3,3,40,65,101,657,654,1319,2176,2280,4452
LGA63210,18,13,40,217,204,419,28,13,40,18,24,47,268,247,507,130,98,231,30,23,51,22,21,39,182,144,322,29,30,57,0,9,8,15,13,31,17,25,40,0,0,3,66,78,143,14,18,26,3,18,18,0,0,4,12,27,41,0,0,0,35,57,91,5,8,14,5,19,27,0,0,3,16,27,43,260,254,520,838,823,1662
LGA63410,3,10,15,53,51,104,0,0,0,0,0,0,53,51,104,25,18,36,0,0,0,0,3,3,28,18,46,0,0,0,0,0,0,7,4,9,0,4,8,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,11,10,0,0,0,3,4,9,0,0,0,3,3,7,65,92,153,166,188,354
LGA63610,158,148,309,1227,1073,2297,272,298,568,332,312,649,1829,1682,3513,767,643,1412,210,269,481,341,323,661,1314,1236,2553,96,78,170,28,46,70,77,41,119,120,159,279,0,3,3,318,325,640,245,280,526,103,168,275,34,61,91,184,374,564,0,6,4,566,890,1457,29,39,69,43,111,151,3,3,5,75,155,231,946,936,1879,5211,5371,10575
LGA63810,39,30,67,390,325,713,70,49,120,29,27,65,495,405,896,160,182,342,62,62,126,19,15,31,244,261,501,38,33,71,7,20,24,38,17,56,28,51,75,0,0,0,106,121,227,11,31,50,10,10,21,0,3,3,27,54,74,0,0,0,50,100,150,11,9,15,3,21,22,0,0,0,15,26,37,422,405,830,1358,1354,2715
LGA64010,283,266,547,2073,1942,4016,422,462,879,323,328,651,2815,2733,5545,1125,1073,2194,353,328,674,419,428,847,1902,1823,3719,231,228,464,157,185,342,157,144,301,176,310,488,5,5,15,730,878,1604,884,855,1740,407,366,770,56,75,136,219,465,682,6,4,7,1569,1769,3332,61,54,115,99,149,250,0,0,0,160,202,367,2563,2729,5293,10012,10403,20418
LGA64210,78,68,144,598,528,1130,170,148,321,92,77,170,860,755,1621,310,321,633,189,199,388,85,71,158,585,592,1178,62,43,99,11,33,41,55,30,80,47,89,129,3,0,3,169,193,361,58,92,148,29,42,71,8,17,19,46,102,144,0,4,4,133,251,386,17,20,39,10,38,47,0,0,0,31,53,85,696,748,1440,2553,2668,5221
LGA64610,62,56,112,422,447,869,44,29,77,46,38,85,516,514,1029,231,202,435,62,58,121,57,65,116,353,320,670,34,43,75,0,16,16,16,23,45,26,41,68,0,0,0,79,131,207,26,47,75,13,32,45,4,7,7,17,69,80,0,0,3,57,154,214,11,16,27,15,10,26,0,0,0,25,28,51,593,594,1186,1680,1797,3474
LGA64810,49,49,103,485,456,941,125,123,254,31,20,53,641,602,1244,290,242,529,91,134,224,28,33,59,407,405,813,38,50,81,9,26,36,52,24,77,29,61,93,0,0,0,123,164,287,44,70,117,18,22,42,3,19,21,33,95,125,0,3,3,102,201,306,8,8,22,15,33,50,0,0,0,22,47,70,493,539,1034,1840,2015,3852
LGA65010,18,16,32,221,198,418,34,57,90,15,15,36,272,275,542,135,120,253,63,47,104,13,8,28,210,177,388,20,29,51,0,5,7,9,12,24,14,23,36,3,0,3,52,72,120,7,17,24,0,3,4,3,3,3,6,24,35,0,0,0,25,55,77,8,5,11,10,17,26,0,0,0,14,26,39,265,248,516,853,858,1709
LGA65210,7,0,7,77,74,151,0,3,3,3,4,6,84,81,159,38,31,70,3,0,4,3,5,3,46,37,82,5,3,10,3,0,3,0,0,3,8,7,13,0,0,0,12,13,24,0,3,4,0,8,8,0,0,0,0,5,10,0,0,0,3,15,21,3,4,5,0,5,5,0,0,0,4,9,15,145,166,310,304,320,623
LGA65410,55,44,105,485,435,926,93,82,174,24,16,36,599,538,1136,271,247,518,94,95,187,13,7,17,372,353,726,46,61,105,6,17,24,39,23,58,37,44,76,0,0,0,123,143,263,14,42,54,12,32,42,8,14,17,30,75,106,0,0,3,68,160,229,10,11,19,7,31,37,0,0,0,16,45,58,541,529,1065,1779,1806,3584
LGA65610,13,14,32,98,94,190,93,73,163,5,5,7,193,172,362,96,71,168,0,9,7,3,0,6,98,83,181,6,4,10,3,6,7,10,4,13,4,16,25,0,0,0,19,26,51,0,7,6,3,12,12,0,3,3,12,18,28,0,0,0,12,33,49,0,0,3,7,8,17,0,0,0,6,8,19,199,184,384,548,527,1074
LGA65810,94,64,160,769,688,1459,110,120,228,156,162,322,1036,973,2006,511,503,1015,75,87,169,165,174,341,755,771,1524,68,67,133,24,57,80,55,49,107,63,124,181,7,3,5,218,302,515,88,117,213,50,80,127,15,27,48,80,183,260,0,0,3,238,408,644,20,27,48,26,57,89,4,3,5,49,90,139,735,751,1485,3129,3356,6484
LGA69499,3,3,4,8,12,18,3,0,4,3,0,8,9,17,24,4,6,13,0,3,3,0,3,3,4,12,20,3,9,8,0,0,0,0,4,7,0,0,0,0,0,0,3,9,13,5,8,17,12,3,17,0,0,0,0,6,3,0,0,0,20,21,39,0,0,0,3,3,5,0,0,0,3,3,5,119,61,181,165,121,285
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,7
LGA70200,181,198,381,635,581,1219,189,193,380,262,254,517,1080,1032,2111,241,217,458,211,179,387,344,305,649,795,702,1496,22,8,32,8,16,27,56,40,95,80,167,250,3,0,8,173,232,401,17,57,78,48,97,142,20,40,59,183,438,624,0,0,3,268,635,903,37,31,63,52,92,147,3,0,3,91,122,214,1578,1654,3233,4176,4570,8749
LGA70420,72,66,140,401,398,798,0,0,0,10,3,15,412,401,815,165,112,279,3,0,5,14,22,37,186,134,322,3,0,3,7,3,8,9,3,8,14,14,28,0,0,0,30,20,55,0,7,7,6,6,11,3,3,6,23,44,66,0,0,0,35,58,89,3,3,3,15,10,25,0,0,3,18,14,33,468,326,801,1220,1023,2247
LGA70540,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,3,3,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,18,15,34
