LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA41010,361,321,141,10,835,278,23,1138,4,0,0,0,3,9,0,16,0,0,0,0,0,0,0,0,4,0,0,0,3,15,0,19,10,0,0,0,9,40,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,40,0,54,9,0,0,0,9,6,0,15,0,0,0,0,3,3,0,3,0,0,0,0,0,20,0,15,0,3,0,0,3,0,0,4,8,3,0,0,9,25,0,40,3,0,0,0,3,4,0,6,385,329,138,10,867,359,23,1249
LGA41060,7657,9584,3247,380,20864,6238,935,28039,1629,1137,865,119,3749,3527,328,7609,1215,1097,454,89,2858,1122,330,4312,2840,2238,1316,217,6604,4652,655,11914,532,316,278,58,1185,1803,169,3156,83,39,33,13,164,270,36,462,138,50,32,12,233,226,47,505,3,4,0,0,13,14,0,28,749,412,347,82,1591,2320,247,4156,6,0,0,0,6,9,0,16,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,10,16,15,9,3,39,20,10,71,24,19,13,3,54,31,10,101,40,44,16,3,104,42,4,157,11315,12296,4934,678,29220,13280,1861,44365
LGA41140,1208,851,280,14,2348,882,61,3293,24,4,3,0,32,85,0,119,0,0,0,0,0,0,0,3,27,4,3,0,36,88,0,123,7,0,0,0,9,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,21,0,35,3,0,0,0,3,5,0,13,0,0,0,0,0,7,0,10,3,0,0,0,3,0,0,3,6,3,0,0,15,6,0,18,16,8,0,0,19,17,4,42,8,5,3,0,18,18,0,32,1261,865,287,10,2431,1029,65,3521
LGA41190,218,174,40,4,439,210,14,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,3,0,6,10,0,0,0,9,14,0,20,0,0,0,0,0,3,0,4,227,177,42,4,451,222,14,688
LGA41330,154,110,59,12,328,313,14,653,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,16,13,0,30,163,116,60,12,351,329,16,694
LGA41560,1944,1152,527,55,3673,1448,129,5250,60,0,19,0,77,193,5,276,7,0,0,0,7,3,0,16,66,3,22,0,88,195,9,294,43,0,5,0,50,83,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,50,83,0,138,3,0,0,0,7,17,0,25,3,0,0,0,3,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,4,6,3,4,0,16,24,0,39,9,3,6,0,15,7,0,22,2063,1163,556,58,3841,1753,137,5735
LGA41750,133,102,15,3,261,109,4,370,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,14,0,0,14,9,3,0,0,16,13,3,32,3,0,0,0,3,3,0,5,149,105,17,3,285,133,3,416
LGA41830,224,132,52,0,411,221,9,638,4,3,3,0,12,15,0,26,0,0,0,0,0,0,0,0,4,3,3,0,12,15,0,26,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,0,0,0,0,0,3,0,6,231,135,56,0,429,249,9,685
LGA41960,175,116,27,0,317,109,7,437,5,0,0,0,12,14,0,27,0,0,0,0,0,0,0,0,5,0,0,0,12,18,0,29,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,6,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,191,119,27,0,332,139,7,483
LGA42030,2211,2275,1042,55,5582,1742,164,7488,217,86,177,20,492,739,37,1265,9,10,16,3,34,27,5,67,227,89,191,22,531,762,46,1333,12,3,8,0,24,97,10,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,24,97,10,125,9,0,3,0,13,34,0,50,3,4,0,0,6,4,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,4,3,0,17,40,0,61,5,4,0,0,15,7,0,25,2459,2379,1245,74,6161,2653,223,9038
LGA42110,521,377,119,12,1032,492,38,1561,9,0,0,0,15,28,0,43,0,0,0,0,0,0,0,0,9,0,0,0,15,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,3,5,0,11,7,3,0,0,7,11,0,21,3,3,3,0,8,6,0,22,544,387,121,12,1063,540,35,1645
LGA42250,930,963,175,12,2089,532,45,2663,0,0,0,0,3,7,0,15,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,11,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,8,0,0,0,8,3,0,9,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,3,5,0,0,0,9,11,0,20,3,6,0,0,10,6,0,15,945,973,175,18,2110,564,45,2721
LGA42600,2393,2800,709,91,5991,1621,235,7848,797,280,283,34,1390,1625,134,3148,351,207,91,14,666,297,51,1010,1147,489,374,48,2057,1926,183,4160,239,77,83,18,418,917,68,1398,160,38,37,12,243,338,49,628,239,64,26,7,341,361,26,726,0,4,0,0,4,0,0,3,640,176,149,43,1007,1612,139,2755,3,0,0,0,3,4,0,5,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,4,0,0,9,15,4,28,10,4,0,0,15,26,4,37,23,10,8,0,35,25,4,71,4207,3478,1238,182,9106,5205,565,14872
LGA42750,601,394,123,5,1135,535,43,1712,3,0,0,0,9,21,0,36,0,0,0,0,0,0,0,0,3,0,0,0,9,21,0,36,0,0,0,0,7,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,25,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,3,0,0,0,4,0,0,6,9,0,0,0,11,9,0,17,11,0,0,0,16,5,0,23,626,400,132,5,1169,595,49,1812
LGA43080,135,107,30,3,284,119,9,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,0,0,6,0,3,0,0,6,3,0,12,0,0,0,0,0,0,0,0,136,110,29,5,287,121,4,419
LGA43220,131,112,17,0,267,103,3,377,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,137,112,20,0,274,118,3,389
LGA43360,340,215,55,5,621,265,10,897,5,0,0,0,9,25,0,36,0,0,0,0,0,0,0,4,7,0,0,0,8,27,0,37,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,10,0,0,0,0,0,3,0,3,357,215,58,5,636,306,10,953
LGA43650,1483,1991,448,39,3959,882,66,4906,8,5,7,3,19,45,0,65,0,0,0,0,0,0,0,0,8,5,7,3,19,45,0,65,0,0,0,0,4,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,12,0,0,0,0,0,3,0,3,3,0,0,0,3,4,0,4,0,3,0,0,3,0,0,3,4,5,0,0,12,0,0,11,6,11,0,0,16,6,0,21,4,10,4,0,15,0,0,19,1506,2012,455,38,4007,950,69,5023
LGA43710,668,601,138,5,1404,405,32,1848,3,0,0,0,7,9,0,16,0,0,0,0,0,0,0,0,3,0,0,0,7,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,22,0,28,0,3,0,0,5,10,0,15,0,3,0,0,4,5,0,10,0,0,0,0,0,0,0,0,10,4,0,0,22,34,0,53,0,4,0,0,9,5,0,10,684,614,135,9,1444,456,30,1933
LGA43790,1421,1121,396,31,2969,954,91,4013,52,12,25,3,92,168,7,268,0,0,0,0,0,0,0,0,52,12,25,3,92,168,7,268,10,4,3,0,17,110,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,17,110,0,132,7,0,0,0,8,25,0,28,3,0,0,0,3,10,3,13,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,5,17,3,0,0,19,36,3,57,3,8,4,0,17,7,0,27,1509,1143,430,32,3115,1279,103,4497
LGA43920,869,1108,281,25,2279,603,75,2964,0,3,0,0,3,17,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,17,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,7,0,7,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,9,0,0,0,0,4,3,0,7,9,3,0,0,13,14,3,28,7,3,0,0,10,10,0,21,883,1115,287,23,2305,648,78,3032
LGA44000,3,5,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,14,0,0,15
LGA44060,6823,8444,2612,301,18179,5279,964,24419,1358,882,706,114,3054,3033,346,6439,413,404,294,67,1184,497,200,1873,1771,1289,1004,180,4241,3531,541,8310,366,267,189,37,858,1406,138,2399,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,365,269,192,39,863,1413,138,2411,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,10,3,0,14,9,0,3,3,14,6,0,20,19,23,22,0,68,41,5,111,8988,10025,3826,526,23363,10259,1655,35275
LGA44210,1185,666,309,24,2179,1054,93,3330,3,4,5,0,15,27,0,39,0,0,0,0,0,0,0,0,3,4,5,0,15,27,0,39,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,3,0,0,9,11,0,16,27,3,0,0,26,25,3,54,0,0,4,0,3,6,0,10,4,0,0,0,3,8,0,10,39,9,3,0,44,46,3,91,9,7,3,0,19,13,3,33,1234,678,321,24,2258,1151,98,3506
LGA44340,5526,7601,1736,186,15038,3412,548,18996,513,448,189,16,1171,793,86,2045,84,66,26,4,178,94,54,326,598,515,212,24,1347,886,138,2371,378,197,167,34,774,1307,112,2196,17,43,9,0,60,46,5,115,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,390,234,177,34,835,1353,119,2309,4,3,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,21,9,0,36,8,16,9,0,28,9,0,43,31,16,4,0,52,27,0,84,6555,8377,2137,239,17304,5696,806,23807
LGA44550,3344,4157,1260,77,8840,2275,236,11349,96,29,37,5,170,309,19,496,0,4,0,0,9,5,0,10,95,32,37,5,178,310,19,507,18,3,8,0,21,27,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,0,21,27,3,54,7,7,0,0,17,16,0,28,0,3,0,0,5,17,3,29,0,0,0,0,3,3,0,4,4,3,0,0,9,0,0,9,14,9,3,0,29,40,3,70,12,10,0,0,20,12,0,29,3482,4212,1308,88,9086,2672,257,12013
LGA44620,2383,2422,939,61,5809,1937,167,7916,190,139,238,9,586,727,53,1370,12,0,10,0,17,15,0,42,201,143,250,9,602,747,56,1405,126,44,82,12,259,614,36,911,0,0,0,0,0,0,0,0,7,3,0,0,10,4,0,16,0,0,0,0,0,0,0,0,129,46,87,12,266,620,36,925,8,0,0,0,3,3,0,13,0,0,0,0,3,4,0,5,3,0,0,0,3,0,0,4,4,0,0,0,8,3,0,11,14,3,3,0,21,8,0,30,12,9,7,0,26,20,0,42,2740,2628,1275,79,6720,3340,261,10321
LGA44830,459,252,61,9,774,309,16,1107,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,7,5,0,8,5,4,0,0,9,7,0,13,468,260,64,9,794,332,16,1153
LGA45040,2175,1848,882,72,4973,1714,230,6922,128,67,88,8,292,496,32,812,3,3,0,0,12,5,0,16,131,73,87,11,302,503,33,834,6,4,3,0,11,27,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,11,33,3,44,8,0,0,0,14,14,0,22,18,4,0,0,20,20,0,39,0,0,0,0,0,9,0,5,0,3,3,0,8,0,0,8,27,7,7,0,37,39,3,76,22,16,5,0,38,18,0,57,2354,1942,980,82,5359,2306,265,7935
LGA45090,1014,863,230,20,2129,739,101,2966,10,8,6,0,25,62,3,92,0,0,0,0,0,0,0,0,10,8,6,0,25,62,3,92,8,5,0,0,11,34,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,11,34,5,55,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,9,0,15,3,0,3,0,4,3,0,11,1038,884,236,26,2182,849,111,3143
LGA45120,621,433,126,14,1190,515,46,1745,3,0,0,0,9,26,0,31,0,0,0,0,0,0,0,0,3,0,0,0,9,26,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,3,0,17,5,3,0,0,9,10,0,22,4,3,3,0,13,10,0,19,631,445,130,11,1220,559,45,1829
LGA45290,2016,2748,749,127,5632,1794,379,7808,635,345,216,38,1240,1356,186,2778,423,268,163,39,896,642,147,1689,1060,617,381,80,2137,2001,332,4464,408,212,131,34,787,1119,166,2074,46,18,8,0,73,118,25,216,45,10,5,3,61,68,13,144,0,0,0,0,0,0,0,3,501,238,149,39,920,1310,208,2436,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,8,7,0,22,10,3,36,11,8,7,0,21,10,8,38,20,14,5,0,41,16,0,63,3596,3626,1289,246,8753,5138,922,14808
LGA45340,15918,18894,7625,522,42959,11666,1426,56053,903,204,501,54,1666,2726,129,4517,144,98,117,14,373,187,35,593,1047,306,620,68,2038,2909,160,5111,378,71,84,9,539,739,32,1313,7,0,6,0,13,27,0,39,14,3,4,0,23,29,0,51,5,3,3,0,6,3,0,12,403,78,97,9,582,795,38,1413,34,7,3,0,38,111,0,152,29,3,5,0,33,89,0,126,3,3,0,0,9,4,0,10,3,6,0,0,14,4,0,19,65,21,12,3,100,209,4,312,30,35,11,3,79,60,4,135,17465,19334,8364,592,45751,15639,1636,63024
LGA45400,131,66,22,0,222,105,9,327,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,4,0,6,3,3,0,0,9,11,0,15,140,70,22,0,229,117,9,360
LGA45540,200,94,94,4,397,294,26,720,3,0,3,0,4,12,0,22,0,0,0,0,0,0,0,0,3,0,3,0,4,12,0,22,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,206,94,99,4,407,325,26,755
LGA45680,6154,8525,4515,303,19493,5256,827,25573,597,562,1032,95,2293,2343,262,4891,81,74,171,11,346,263,32,640,684,641,1209,106,2634,2604,289,5536,18,15,22,0,57,243,3,305,5,3,3,4,14,39,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,22,20,7,76,282,10,364,3,0,3,0,10,37,0,46,9,0,0,0,13,34,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,26,71,0,99,17,23,7,0,46,30,0,78,6893,9211,5758,415,22277,8243,1134,31652
LGA45890,7849,10484,4248,517,23100,7750,1455,32308,1434,1351,1060,130,3972,3616,389,7975,622,520,327,39,1507,707,169,2381,2054,1868,1380,173,5478,4322,556,10357,561,451,231,38,1283,1729,161,3174,24,14,13,5,56,85,11,151,76,20,14,3,106,163,13,286,0,3,0,0,5,3,0,9,665,485,254,50,1452,1978,194,3621,12,8,0,0,17,26,3,48,5,0,0,0,11,30,0,35,0,0,0,0,0,0,0,4,8,22,3,4,41,23,7,69,27,35,11,4,71,79,12,161,44,34,25,5,106,62,15,179,10646,12904,5917,743,30207,14191,2225,46621
LGA46090,1193,1094,530,45,2860,1044,104,4011,81,72,122,9,294,301,18,608,15,8,3,0,29,4,4,33,94,85,128,9,316,299,26,640,38,17,20,6,82,195,7,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,20,6,82,195,7,286,13,0,3,0,15,19,0,29,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,9,14,3,4,0,22,25,3,48,6,11,4,0,19,15,0,35,1346,1210,683,66,3307,1580,142,5021
LGA46300,1351,1225,498,43,3121,1065,133,4317,98,55,91,9,242,318,33,599,25,20,3,0,49,23,0,75,124,73,98,9,296,343,38,678,36,8,11,5,63,225,13,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,11,5,63,225,13,302,12,0,0,0,12,9,0,25,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,3,3,0,0,0,3,3,0,8,18,3,0,0,19,19,0,38,4,9,4,0,13,16,0,32,1530,1325,606,48,3512,1670,182,5364
LGA46450,1757,1562,763,49,4128,1679,96,5907,106,53,102,14,273,493,23,790,3,7,3,0,12,3,0,16,110,56,110,14,280,497,23,803,11,0,0,0,11,102,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,102,3,112,7,3,0,0,10,17,0,28,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,10,11,4,3,0,17,21,0,46,12,10,5,0,26,13,0,36,1886,1635,880,59,4468,2308,125,6905
LGA46510,1317,2126,472,73,3987,1058,275,5325,243,146,69,14,471,549,79,1103,72,64,28,14,185,119,50,354,317,214,95,29,655,672,131,1453,188,207,36,10,443,400,60,902,7,3,0,0,10,12,4,26,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,194,214,35,10,452,416,67,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,9,5,3,26,7,5,4,0,9,8,3,26,3,8,0,0,9,15,3,23,1840,2559,600,116,5115,2161,481,7758
LGA46670,1050,873,368,31,2321,796,82,3200,37,10,12,0,60,81,3,142,0,0,0,0,0,0,0,0,37,10,12,0,60,83,3,142,25,13,14,0,50,131,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,14,0,50,131,9,195,5,0,0,0,11,7,0,17,15,0,0,0,16,14,0,28,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,6,24,4,0,0,27,29,3,62,4,7,0,0,9,14,0,32,1144,909,390,35,2468,1059,93,3627
LGA46860,193,115,21,3,335,168,13,517,3,0,0,0,3,6,0,14,0,0,0,0,0,0,0,3,4,0,0,0,5,7,0,18,3,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,5,3,0,11,0,0,0,0,3,0,0,3,201,119,24,3,354,185,13,548
