LGA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA51680,12,0,0,0,17,12,3,0,0,15,6,3,4,0,9,8,0,0,0,12,37,3,10,0,50,17,4,10,0,32,85,7,13,0,109,49,15,14,0,76,63,39,9,0,100,54,28,4,0,93,32,41,4,0,71,29,55,7,0,86,87,111,12,0,202,47,61,6,0,110,28,45,0,0,75,26,38,8,0,75,36,72,0,0,111,67,165,11,0,249,15,3,0,0,23,708,696,113,3,1521
LGA51750,7,8,17,0,27,6,0,8,3,12,5,0,0,4,10,7,0,9,0,16,11,3,6,0,17,14,7,20,0,41,33,7,18,0,63,32,9,19,4,64,62,12,27,4,111,78,25,19,0,130,57,23,24,7,105,52,28,18,4,109,104,65,33,3,210,80,75,12,3,165,74,47,9,3,130,64,114,20,4,200,231,482,19,8,738,110,162,45,0,316,12,8,4,0,24,1038,1074,320,51,2487
LGA51820,150,41,89,12,299,73,26,36,9,143,70,36,115,7,232,45,14,120,3,179,339,75,236,24,673,207,104,352,19,686,1035,198,366,35,1642,546,306,421,33,1310,720,598,462,43,1823,653,753,314,39,1760,486,818,241,30,1580,562,912,234,27,1729,1276,2163,356,55,3850,1006,1750,138,30,2930,633,1217,46,25,1919,436,999,51,8,1493,626,1774,53,11,2466,887,1955,391,22,3255,160,85,77,4,326,9919,13836,4105,443,28305
LGA51890,5,3,8,0,19,12,3,3,0,20,9,3,18,0,29,7,0,26,0,35,59,11,35,0,106,29,16,55,3,103,158,22,55,5,237,87,14,42,7,150,81,45,32,0,163,64,58,12,3,137,40,54,12,0,107,39,52,17,0,105,86,152,16,4,260,60,104,12,3,176,42,60,3,3,109,39,35,3,0,80,44,108,0,0,151,88,168,22,3,284,18,10,6,0,38,972,928,376,29,2307
LGA51960,7,0,0,0,3,0,0,0,0,0,3,0,3,0,10,0,0,14,0,14,10,0,15,0,25,7,6,12,0,25,19,0,20,0,43,9,12,13,0,40,22,14,14,0,55,13,15,10,0,37,17,18,7,0,38,17,30,0,0,48,52,80,14,0,137,28,35,3,0,63,30,42,3,0,69,12,27,8,0,45,19,45,4,0,69,30,48,6,0,89,7,3,5,0,16,301,379,147,4,828
LGA52030,0,0,0,0,3,4,0,0,0,4,3,3,0,0,4,4,0,0,0,4,10,0,0,0,14,3,3,3,0,14,27,0,3,0,34,15,3,0,0,18,17,9,0,0,26,11,4,0,0,15,5,4,0,0,6,6,5,0,0,13,16,14,3,0,31,14,8,0,0,18,12,3,3,0,12,4,0,0,0,7,6,8,3,0,16,21,11,3,0,32,0,0,0,0,0,180,69,27,3,278
LGA52100,4,0,0,0,4,3,0,0,0,3,0,0,3,0,3,0,0,0,0,3,4,0,0,0,5,4,0,3,0,8,13,3,3,0,24,11,4,3,0,16,17,6,4,0,23,13,0,3,0,21,9,10,0,0,23,6,5,0,0,20,17,13,0,0,30,20,12,0,0,32,3,5,0,0,12,8,3,0,0,9,7,7,0,0,14,9,21,4,0,37,7,3,0,0,8,156,93,34,3,292
LGA52170,4,4,7,0,17,3,0,3,0,6,0,0,8,0,11,0,0,9,0,11,11,0,4,3,14,7,0,11,0,16,32,4,12,0,47,21,11,11,0,45,39,7,14,0,63,40,8,13,3,68,29,16,8,3,58,37,20,13,3,65,65,59,20,0,145,66,41,6,3,114,56,41,7,0,105,60,89,15,0,163,262,446,15,0,727,87,142,36,0,263,5,11,0,0,15,812,900,211,26,1953
LGA52240,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,3,0,0,11,6,0,3,0,10,30,3,3,0,33,18,15,0,0,33,11,12,0,0,22,18,7,0,0,29,3,5,4,0,13,10,13,0,0,25,11,8,0,3,22,4,5,0,0,10,3,7,0,0,14,3,4,0,0,7,3,8,0,0,11,8,13,3,0,32,3,0,0,0,5,152,112,20,3,284
LGA52310,3,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,0,0,0,8,7,0,0,0,8,23,0,0,0,24,11,4,0,3,12,5,8,3,0,12,7,4,0,0,19,9,3,0,0,15,7,4,0,0,11,15,12,0,0,24,6,5,0,0,15,3,4,0,0,7,0,0,0,0,0,8,8,0,0,13,14,23,3,0,38,0,0,0,0,3,128,79,11,3,221
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,7,5,0,32
LGA52450,5,0,0,0,5,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,4,0,8,4,3,0,0,8,18,3,8,0,30,13,4,3,3,18,15,10,3,0,29,15,12,0,0,23,6,18,0,0,24,20,9,0,0,31,14,25,0,0,34,6,11,0,0,20,3,6,0,0,13,5,3,0,0,13,8,20,0,0,21,15,25,6,0,46,3,3,0,0,11,158,145,36,5,348
LGA52520,3,3,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,3,3,0,18,4,0,4,0,6,8,0,5,0,13,7,5,3,0,15,11,9,0,0,20,15,12,3,0,38,11,20,0,0,30,7,13,0,0,25,25,27,0,0,53,16,21,0,0,38,4,10,0,0,11,4,3,0,0,10,8,20,0,0,24,8,25,6,0,37,0,0,0,0,3,154,168,26,5,350
LGA52590,18,0,3,0,19,15,4,0,0,14,5,0,3,0,9,0,0,0,0,3,26,4,11,0,43,11,3,8,0,22,61,8,14,0,80,26,8,9,0,45,48,14,13,0,79,40,18,4,0,57,22,18,0,0,39,25,21,3,0,53,53,36,3,0,92,28,30,0,0,56,20,16,0,0,39,7,19,3,0,24,16,21,0,0,41,44,60,16,0,115,16,4,3,0,24,488,288,91,10,868
LGA52660,23,5,10,0,42,18,4,3,0,25,5,3,21,0,31,15,0,20,0,36,62,6,43,0,116,34,3,77,3,119,210,26,65,3,298,115,40,55,0,206,120,87,54,0,260,112,108,34,6,267,105,149,19,0,271,114,138,22,3,278,189,281,38,3,509,113,227,6,0,341,72,132,9,0,210,42,79,8,3,131,53,132,3,0,193,141,270,52,5,460,28,16,5,0,47,1551,1707,542,36,3832
LGA52730,8,0,3,0,18,7,0,3,0,12,5,5,9,0,12,0,0,8,0,8,28,4,26,0,62,24,10,38,0,69,132,16,22,0,173,86,32,26,0,140,101,49,19,3,171,87,43,15,0,144,33,35,4,0,72,45,46,5,0,92,69,65,6,0,137,41,49,0,0,93,17,26,0,0,47,8,17,4,0,31,31,29,3,0,60,56,112,25,0,191,11,3,3,0,17,792,545,206,8,1552
LGA52800,3,0,4,0,6,10,6,14,3,28,0,8,63,4,80,0,4,43,3,47,36,56,29,12,135,14,34,40,3,97,37,53,48,15,153,29,49,26,9,113,26,49,23,11,104,30,32,19,6,90,21,39,9,3,70,35,19,19,0,64,68,63,13,3,154,47,37,5,5,84,30,33,9,0,69,16,17,0,0,33,24,28,0,0,51,48,106,54,9,218,12,22,18,0,59,481,659,432,97,1665
LGA52870,8,0,0,0,15,8,0,3,0,13,4,0,3,0,13,8,0,13,0,16,35,9,16,0,57,19,7,15,0,46,116,21,32,3,172,69,22,18,3,113,75,47,17,0,138,77,32,4,3,122,39,45,8,0,94,42,49,0,0,90,73,73,4,0,148,46,47,3,0,96,29,36,0,0,62,20,24,0,0,50,29,47,0,0,83,86,118,12,0,216,13,5,5,0,25,813,579,166,13,1576
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,0,4,0,8,15,4,0,0,24,7,3,4,0,9,11,0,4,0,16,8,11,0,0,23,9,7,0,0,11,3,4,0,0,12,11,10,0,0,18,5,0,0,0,10,0,0,0,0,5,6,0,0,0,6,10,5,0,0,18,0,14,0,0,18,4,3,0,0,6,88,79,18,3,184
LGA53010,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,3,5,0,9,7,3,0,0,5,15,4,3,0,19,16,6,0,0,24,12,4,0,0,18,3,6,0,0,12,7,0,0,0,11,12,10,0,0,19,8,0,0,0,12,0,3,0,0,3,0,0,0,0,4,3,5,0,0,8,7,14,3,0,22,0,0,0,0,4,90,73,13,0,177
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,3,0,0,0,3,0,3,3,0,10,10,0,6,0,17,10,3,0,0,9,8,0,0,0,11,8,4,0,0,12,3,0,5,0,10,8,0,0,0,8,4,4,0,0,12,7,0,0,0,5,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,10,12,6,0,20,3,3,4,0,10,75,40,34,4,149
LGA53150,3,7,7,0,21,3,3,3,0,7,5,0,4,0,8,3,0,7,0,6,21,3,15,0,33,3,3,12,0,20,58,7,23,0,90,26,7,19,0,50,54,15,15,3,82,62,23,10,3,102,36,29,17,3,74,39,33,19,0,96,64,75,30,7,172,71,59,7,3,137,51,88,3,0,146,44,89,9,0,145,122,366,10,0,502,74,140,23,3,247,11,6,3,0,14,755,949,231,27,1955
LGA53220,5,0,0,0,3,0,0,3,0,6,0,0,15,0,15,0,0,14,0,12,18,23,12,0,55,3,8,6,0,23,14,20,13,0,49,11,10,10,0,37,9,26,11,0,42,8,20,11,0,39,11,13,11,0,35,15,28,8,3,55,53,103,13,4,171,57,82,3,0,136,47,49,0,0,105,36,55,8,0,100,74,138,7,0,214,35,80,13,3,137,6,22,15,0,38,403,682,164,17,1267
LGA53290,15,3,6,0,26,10,5,10,3,26,5,8,13,0,28,8,0,26,0,32,59,4,25,5,98,35,13,55,0,105,166,18,59,5,243,99,47,46,3,191,110,90,58,4,253,126,115,40,8,291,83,106,24,4,217,97,107,13,0,220,175,217,25,0,413,128,180,10,0,312,70,96,3,3,170,35,66,6,0,103,79,132,9,0,217,146,258,35,3,440,28,19,19,0,66,1455,1476,479,40,3459
LGA53360,0,0,3,0,7,0,0,0,0,0,4,0,3,0,3,0,0,3,0,3,11,3,10,0,15,0,0,10,0,10,29,0,8,0,41,8,3,0,0,18,28,18,3,5,52,22,10,3,0,38,17,24,3,0,41,21,18,0,0,42,40,47,3,0,88,32,42,0,0,77,18,25,0,0,43,10,9,0,0,16,21,31,0,0,59,36,53,4,0,93,3,0,6,0,10,303,286,69,7,665
LGA53430,32,13,14,4,67,13,3,7,0,24,18,11,41,5,67,9,9,51,0,68,99,12,70,12,191,51,15,100,4,172,242,36,98,6,382,163,38,100,10,317,213,83,122,19,427,222,101,97,11,425,136,142,79,0,360,166,139,44,3,358,343,339,96,13,787,285,303,37,9,636,218,253,14,9,484,181,214,24,0,420,449,612,24,7,1095,337,394,155,8,883,26,19,14,3,65,3211,2736,1180,120,7249
LGA53570,20,0,8,0,32,8,0,3,0,17,8,0,6,0,18,0,0,7,0,8,55,7,8,0,64,18,9,18,0,42,111,10,16,4,136,63,22,18,0,102,73,36,10,0,122,58,36,15,0,113,35,30,7,0,68,50,39,3,0,89,56,67,5,0,137,32,37,3,0,76,15,16,0,0,33,12,20,3,0,40,26,33,3,0,60,70,118,16,0,207,17,8,4,0,29,738,482,146,11,1375
LGA53640,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,3,0,3,0,7,6,3,0,0,9,4,4,4,0,12,6,4,9,0,18,5,9,3,0,14,20,10,0,0,32,5,9,3,0,17,11,12,0,0,27,0,7,3,0,13,15,17,3,0,41,11,9,0,0,24,7,3,0,0,8,3,3,0,3,4,13,21,0,0,38,13,23,3,0,35,7,0,0,0,5,135,128,35,5,307
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,3,0,3,0,10,4,0,0,0,7,21,3,3,0,25,10,9,4,0,22,12,13,5,0,22,10,5,0,0,14,3,8,0,0,15,6,6,0,0,18,20,6,0,0,30,9,13,0,0,30,3,3,0,0,12,8,5,0,0,11,11,9,0,0,20,9,13,0,0,27,0,0,0,0,0,126,101,30,3,265
LGA53780,241,114,182,21,560,74,34,48,9,166,87,68,165,6,335,49,55,164,0,262,384,192,299,23,901,241,217,449,25,932,1316,369,477,43,2203,747,603,505,50,1902,957,1019,554,75,2602,837,1277,395,69,2580,580,1242,267,44,2141,617,1183,245,43,2088,1277,2535,363,78,4255,749,1671,153,44,2614,407,1016,72,24,1518,218,741,51,9,1028,305,1127,40,10,1485,720,1968,385,20,3096,179,137,88,9,408,9982,15563,4917,612,31063
LGA53800,50,17,35,4,111,40,4,19,3,65,24,12,65,3,105,18,8,94,4,126,157,29,109,10,315,90,44,208,9,352,506,74,183,18,777,241,97,161,16,521,331,184,181,13,709,318,259,129,17,731,214,260,87,3,558,221,300,89,7,613,458,606,111,12,1184,308,448,29,7,792,205,304,23,5,531,119,203,12,3,334,194,364,13,5,579,443,803,179,12,1429,98,38,58,6,199,4036,4048,1783,162,10030
LGA53920,0,0,6,0,7,9,4,5,0,21,3,6,23,3,31,3,0,14,0,20,26,28,18,0,71,3,14,22,4,46,6,11,14,0,35,12,30,14,3,58,8,9,12,0,28,5,12,12,0,24,0,7,4,0,16,3,4,3,0,17,12,16,10,0,35,11,4,4,3,22,10,0,0,0,10,7,3,0,0,11,12,4,0,0,17,10,38,24,4,72,7,18,7,0,36,140,209,187,23,564
LGA53990,41,8,22,3,75,26,7,6,0,40,14,7,29,0,55,15,5,34,0,54,114,21,67,0,201,70,21,101,0,200,364,50,120,9,545,236,87,92,7,421,237,132,71,11,449,227,178,72,3,483,144,237,48,3,429,165,274,47,9,491,312,567,54,8,942,217,381,13,3,613,147,239,4,3,395,66,190,9,0,264,130,288,11,0,428,273,612,81,3,965,54,37,16,0,104,2858,3344,906,62,7166
LGA54060,8,4,0,3,11,3,0,3,0,6,4,0,9,0,10,0,0,10,0,8,32,0,9,0,40,11,12,24,0,45,88,9,9,0,111,39,10,14,0,61,57,15,7,3,85,42,28,5,0,74,25,19,3,3,47,32,19,0,0,49,47,46,3,0,97,23,33,0,0,51,19,17,0,0,34,17,9,0,0,24,21,26,0,0,50,58,91,9,0,162,10,4,0,0,14,531,340,107,9,997
LGA54130,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,4,0,0,0,8,0,3,4,0,4,16,4,4,0,24,14,3,6,0,21,10,7,3,0,25,17,10,3,0,32,4,4,0,0,8,9,16,0,0,23,16,16,0,0,28,6,8,3,0,25,16,3,0,0,17,7,5,0,0,7,4,7,0,0,17,7,13,3,0,26,0,0,3,0,5,133,111,25,4,277
LGA54170,186,71,100,24,378,114,27,49,10,194,111,35,98,16,263,53,29,131,3,217,444,71,227,17,756,301,107,360,20,795,1477,167,427,30,2105,1127,288,494,40,1960,1504,601,556,60,2717,1206,827,449,59,2533,863,1029,368,39,2303,894,1173,323,22,2414,1929,3062,541,68,5600,1381,2855,249,30,4509,886,2160,86,19,3148,687,1900,108,14,2703,1278,4396,117,29,5821,1330,3282,514,32,5159,240,175,79,7,497,16013,22247,5284,532,44077
LGA54200,96,31,34,4,162,46,13,20,0,76,46,5,44,10,107,34,8,77,5,117,186,34,103,11,334,111,43,173,8,341,709,70,166,14,956,461,158,199,19,838,547,341,274,15,1177,492,384,199,19,1092,324,472,166,19,975,362,535,102,14,1009,757,1134,190,23,2111,484,916,106,19,1523,316,614,39,14,976,217,480,34,7,736,343,923,36,6,1309,527,1086,222,10,1846,97,54,38,0,198,6166,7291,2237,203,15898
LGA54280,28,12,25,0,64,11,4,12,0,31,13,8,29,0,50,3,0,52,0,55,38,16,51,3,107,22,15,82,3,122,139,36,88,9,274,69,39,95,11,220,112,85,87,11,293,135,135,73,8,348,112,168,68,6,352,153,218,43,6,416,361,588,92,15,1058,308,487,37,15,844,238,375,20,9,647,187,310,13,11,520,273,571,14,5,870,248,503,87,3,839,57,40,31,5,127,2521,3609,1001,113,7241
LGA54310,9,11,13,0,29,5,0,6,0,16,0,6,21,0,33,3,6,24,0,38,15,13,38,0,61,10,16,36,3,59,23,22,38,4,91,24,37,31,3,86,32,37,34,4,110,54,40,29,4,119,45,74,27,4,154,71,95,36,0,194,202,405,54,8,673,205,269,14,6,497,167,216,19,5,408,160,338,21,4,527,404,706,16,13,1132,140,322,46,8,519,25,41,21,0,86,1573,2647,532,68,4821
LGA54340,3,0,6,0,7,4,0,5,0,9,4,0,7,0,12,0,0,8,0,6,17,6,10,3,33,8,10,17,3,39,75,16,29,0,115,28,19,5,0,50,34,36,12,0,85,45,31,16,3,88,14,42,3,4,61,33,24,0,0,58,50,45,5,0,101,35,30,0,0,65,14,19,0,0,32,11,6,3,0,23,12,27,0,3,39,34,61,20,0,122,8,3,9,0,25,432,380,147,24,975
LGA54410,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,4,7,0,16,6,3,3,0,12,23,0,12,0,31,10,11,5,0,24,12,13,3,0,30,11,12,3,0,24,5,11,0,0,16,8,7,0,0,20,16,12,3,0,31,17,7,0,0,22,14,3,0,0,17,0,4,0,0,4,9,7,0,0,17,13,19,7,0,38,3,4,0,0,9,157,116,49,6,330
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,6,7,6,0,0,9,4,5,0,0,15,6,5,0,0,12,0,3,0,0,10,3,4,0,0,3,8,8,0,0,17,3,6,0,0,6,3,3,0,0,6,0,4,0,0,3,3,9,0,0,11,5,14,0,0,22,3,0,0,0,3,58,76,8,0,139
LGA54550,0,0,3,0,3,3,0,0,0,7,0,0,3,0,3,0,0,7,0,7,3,4,5,0,14,0,3,8,0,13,25,7,9,0,34,27,8,5,0,41,23,12,7,0,38,36,16,4,0,52,13,18,0,0,35,27,16,0,0,44,27,24,0,0,52,21,17,3,0,38,11,13,0,0,24,4,4,0,0,6,13,23,0,0,39,15,34,6,0,58,5,4,0,0,17,257,205,57,4,526
LGA54620,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,9,0,7,9,0,0,0,9,0,0,4,0,3,3,3,3,0,12,9,6,0,0,10,7,3,0,0,14,16,6,0,0,19,7,10,0,0,14,12,3,0,0,17,16,19,0,0,30,3,10,0,0,12,7,5,0,0,7,0,0,0,0,3,3,5,0,0,10,10,16,0,0,29,3,3,0,0,4,107,89,23,4,219
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,7,4,0,3,0,5,12,3,3,0,15,3,0,3,0,3,3,3,0,0,9,4,7,0,0,5,7,6,0,0,11,0,0,0,0,4,10,7,0,0,8,0,8,0,0,5,7,3,0,0,9,0,0,0,0,3,3,0,0,0,9,4,9,0,0,18,0,0,0,0,0,58,48,14,0,120
LGA54760,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,11,0,4,0,11,6,7,3,0,13,9,13,0,0,19,10,9,0,0,17,8,0,0,0,5,10,6,0,0,18,11,15,0,0,29,8,3,0,0,14,5,3,0,0,8,0,4,0,0,9,6,6,0,0,11,9,22,0,0,32,7,0,0,0,7,109,82,13,0,208
LGA54830,48,18,39,7,115,24,9,14,3,49,20,11,69,5,102,22,3,94,0,123,137,39,143,10,327,60,59,223,11,358,358,88,204,13,664,207,187,203,16,608,253,342,185,19,792,232,400,149,10,786,225,414,83,12,731,213,406,79,17,713,511,787,123,11,1426,330,521,42,15,908,165,285,13,11,473,85,187,11,0,286,109,249,15,9,383,305,632,147,5,1096,35,54,30,7,121,3357,4668,1855,182,10061
LGA54900,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,9,5,0,24,11,8,8,0,22,15,4,0,0,22,7,5,0,0,12,6,8,4,0,16,6,11,0,0,17,27,19,0,0,51,8,18,0,0,28,7,5,0,0,14,3,4,0,0,11,13,16,0,0,29,12,31,5,0,41,7,0,0,0,7,140,134,25,0,305
LGA54970,0,0,0,0,0,5,0,0,0,5,0,0,4,0,4,0,0,6,0,6,14,3,3,0,16,0,4,0,0,7,8,3,7,0,18,0,3,7,0,8,3,3,0,0,10,0,3,0,0,5,3,4,3,0,9,3,4,0,0,10,3,3,0,0,6,3,4,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,4,4,0,15,0,0,0,0,0,52,39,33,0,124
LGA55040,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,5,3,0,0,0,5,0,0,4,0,5,3,0,0,0,3,4,3,3,0,8,4,10,0,0,17,0,3,3,0,6,5,9,3,0,11,4,9,4,0,19,14,15,0,0,30,3,4,0,0,12,10,11,0,0,21,7,8,4,0,19,6,3,0,0,16,8,13,4,0,33,3,0,0,0,3,78,87,38,3,206
LGA55110,153,41,89,7,284,90,14,41,0,153,101,20,114,5,235,60,19,171,3,259,472,75,263,17,830,263,78,470,17,836,1788,141,417,20,2363,846,264,363,26,1499,1059,430,354,30,1875,793,530,237,29,1589,460,500,182,14,1152,507,538,130,6,1181,865,1190,179,14,2253,525,893,69,9,1490,328,527,37,8,902,265,458,45,0,767,431,886,28,6,1350,935,1595,318,12,2865,198,67,72,7,348,10148,8261,3567,239,22213
LGA55180,18,4,12,0,29,12,3,3,0,15,4,4,20,0,24,8,3,26,0,37,62,9,28,5,107,33,11,44,0,84,168,29,34,3,237,92,55,36,0,180,101,70,31,3,208,112,77,25,9,222,58,84,12,0,151,84,65,14,0,167,134,122,13,3,276,64,90,8,0,160,34,41,4,0,77,28,33,3,0,62,29,43,0,0,76,109,152,34,7,304,22,9,8,0,42,1171,895,344,30,2441
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,0,10,0,12,6,3,4,0,10,4,4,3,3,12,0,0,0,0,6,7,3,0,0,10,0,6,0,0,12,8,4,0,0,11,3,5,0,0,16,0,4,0,0,4,3,3,0,0,4,0,0,0,0,0,8,0,0,0,4,7,5,9,0,18,3,3,0,0,10,55,41,40,4,142
LGA55320,166,58,96,28,358,98,19,36,12,161,76,37,84,15,217,34,23,90,8,159,321,52,137,23,525,186,103,214,18,523,845,113,249,34,1239,641,217,271,47,1177,964,357,365,46,1734,754,411,282,38,1489,488,454,260,44,1250,510,565,225,19,1315,1040,1431,356,58,2881,805,1344,137,31,2312,620,1043,64,17,1747,441,1176,86,14,1712,1217,3393,95,18,4724,747,1857,337,17,2962,146,75,56,9,278,10103,12725,3440,490,26762
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,6,0,9,4,3,0,0,10,0,4,3,0,7,3,5,0,0,10,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,20,28,14,3,69
LGA55460,6,0,3,4,10,7,0,0,0,7,0,0,7,0,9,3,0,6,0,8,12,5,11,3,24,10,8,13,0,26,41,5,5,0,57,28,10,14,5,50,32,23,14,0,61,33,25,8,0,64,16,20,8,0,47,31,25,0,0,56,51,50,4,0,106,28,40,0,0,66,25,13,3,0,40,10,17,0,0,26,27,24,3,0,56,40,43,25,0,101,7,3,8,0,19,384,317,119,12,834
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,0,0,16,3,3,3,0,8,8,3,0,0,13,3,8,0,0,12,5,3,0,0,9,3,3,0,0,8,4,3,0,0,9,6,3,0,0,11,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,3,13,5,0,24,3,0,0,0,6,60,49,12,0,127
LGA55600,0,0,0,0,4,0,0,0,0,3,0,3,5,0,8,0,0,7,0,7,14,6,5,0,22,6,3,12,0,19,27,7,16,0,47,8,5,3,0,19,19,23,9,3,51,22,17,9,0,46,12,20,5,0,39,33,25,5,0,60,36,44,6,0,84,21,26,0,0,54,11,12,0,0,25,8,11,0,0,17,16,13,0,0,25,19,43,3,0,69,6,5,3,0,18,255,262,82,6,613
LGA55670,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,3,0,3,0,3,7,0,4,0,11,3,4,5,0,12,3,9,3,0,17,9,4,0,0,11,5,3,4,0,14,4,0,0,0,10,6,7,4,0,18,3,4,0,0,10,4,3,0,0,3,0,0,0,0,3,6,3,0,0,9,7,9,0,0,19,3,0,0,0,3,72,70,27,3,174
