LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA63810,67,0,0,0,0,72,62,0,0,0,0,61,56,0,3,0,0,58,92,0,3,0,0,100,125,0,0,0,0,127,324,0,6,0,0,330,268,3,0,0,0,272,163,0,0,0,0,164,49,0,0,0,0,49,30,0,0,0,0,30,16,0,0,0,0,16,48,0,0,0,0,49,1295,9,11,3,7,1324
LGA64010,350,15,14,0,0,380,281,13,8,0,0,301,227,6,8,0,0,240,567,19,18,0,0,604,833,40,31,0,3,905,2086,79,53,7,3,2218,1423,49,15,3,6,1497,886,33,8,3,6,941,260,17,7,0,0,282,187,9,6,3,0,205,106,4,0,0,0,111,248,9,3,0,0,257,7453,301,176,16,18,7963
LGA64210,137,4,3,0,0,149,96,3,0,0,0,100,89,0,3,0,0,94,171,6,4,0,0,185,251,7,12,0,0,266,562,13,8,3,0,584,518,11,4,0,0,540,332,9,0,0,0,340,109,3,0,0,0,115,68,0,0,0,0,65,40,0,0,0,0,40,113,3,0,0,0,118,2483,52,44,4,3,2583
LGA64610,75,0,0,0,0,78,61,0,0,0,0,65,63,0,0,0,0,63,124,0,0,0,0,124,150,3,0,0,0,157,438,0,7,0,0,440,333,0,3,3,0,338,188,0,0,0,0,193,45,0,0,0,0,45,34,0,0,0,0,40,21,0,0,0,0,24,68,0,0,0,0,68,1601,3,10,10,6,1631
LGA64810,114,0,0,0,0,111,106,0,0,0,0,113,76,0,0,0,0,76,171,3,0,0,0,170,246,7,0,0,0,251,557,0,0,3,3,570,491,5,0,0,0,501,324,0,0,0,3,324,110,0,0,0,0,110,39,0,0,0,0,39,17,0,0,0,0,17,96,0,0,0,0,92,2349,18,0,4,7,2382
LGA65010,56,0,0,0,0,52,51,0,0,0,0,56,54,0,0,0,0,52,85,0,0,0,0,85,93,0,0,4,0,101,208,0,0,0,0,213,179,0,0,0,0,181,86,0,0,0,3,93,22,0,0,0,0,22,25,0,0,0,0,25,14,0,0,0,0,14,36,0,0,0,0,41,907,0,0,11,4,927
LGA65210,17,0,0,0,0,23,24,0,0,0,0,26,24,0,0,0,0,24,35,0,0,0,0,36,28,0,0,0,0,28,52,0,0,0,0,49,29,0,0,4,0,32,16,0,0,0,0,16,5,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,0,12,248,0,0,7,3,260
LGA65410,107,0,0,0,0,109,81,0,0,0,0,82,75,3,0,0,0,78,130,0,0,0,0,135,206,0,0,0,0,213,447,0,0,0,0,447,315,0,0,0,0,316,171,0,0,0,0,175,46,0,0,0,0,50,27,0,0,0,0,27,23,0,0,0,0,26,70,0,0,0,0,70,1701,9,3,9,4,1723
LGA65610,37,0,0,0,0,42,70,0,0,0,0,67,54,0,0,0,0,54,63,4,0,0,0,67,47,4,0,0,0,53,62,0,0,0,3,68,25,0,0,0,0,26,16,0,0,0,0,12,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,16,401,11,6,0,4,427
LGA65810,134,0,3,0,0,141,111,3,3,0,0,115,125,0,0,0,0,123,197,0,0,4,0,204,283,0,5,0,0,282,762,10,3,0,5,781,626,0,3,0,3,634,443,0,0,3,0,443,132,0,0,0,0,132,102,0,0,0,0,102,50,0,0,0,0,50,119,0,0,0,0,115,3084,13,11,8,9,3138
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,46,11,0,0,0,59,26,3,0,0,0,30,16,12,0,0,0,32,41,18,0,7,0,69,86,31,0,8,0,122,233,100,14,15,0,358,358,134,12,11,0,521,594,132,3,26,3,758,348,35,3,18,0,402,248,17,0,9,0,279,113,11,0,3,0,129,86,7,0,10,0,103,2199,504,30,106,7,2855
LGA70420,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,8,8,0,3,0,0,12,5,0,0,0,0,12,39,0,0,0,0,45,34,0,0,0,0,38,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,137,0,8,3,0,151
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,5
LGA70700,13,0,0,3,0,12,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,10,8,0,0,0,0,8,19,0,0,0,0,19,13,0,0,0,0,13,9,0,0,0,0,7,6,0,0,0,0,9,10,0,0,0,0,10,5,0,0,0,0,6,4,0,0,0,0,3,100,0,0,4,0,113
LGA71000,188,34,49,0,3,278,74,5,22,0,0,100,78,10,16,0,0,100,119,15,29,3,3,172,155,31,67,0,0,257,500,104,178,4,0,790,572,125,208,4,0,911,1024,191,393,11,0,1619,899,105,224,6,3,1241,943,73,172,3,3,1194,635,31,86,6,3,758,230,26,51,0,3,314,5423,759,1491,41,15,7738
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA72200,16,0,0,0,0,16,11,0,0,0,0,12,22,0,0,0,0,22,24,0,3,0,0,27,33,0,0,0,0,38,103,4,0,7,0,117,138,0,0,0,4,142,137,0,0,0,3,146,71,0,0,4,4,77,53,0,0,0,6,53,23,0,0,0,0,22,25,0,0,0,4,30,656,6,7,11,23,705
LGA72300,61,0,0,0,0,63,39,0,0,0,0,39,28,0,0,0,0,29,53,0,4,4,0,60,91,0,0,6,0,100,264,0,0,6,3,273,300,0,0,8,5,320,526,0,5,12,6,557,439,0,0,5,5,455,645,0,0,3,4,658,336,3,0,0,3,345,166,0,0,4,0,171,2964,13,13,52,19,3060
LGA72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA72800,78,3,11,0,0,91,39,3,3,0,0,42,21,5,3,0,0,25,50,3,15,0,0,67,74,3,15,0,0,96,295,35,57,0,0,392,396,52,93,0,0,544,811,79,102,0,0,993,775,35,31,0,0,849,716,17,16,0,0,748,268,3,6,0,0,277,149,14,10,0,0,173,3680,255,361,3,4,4296
LGA73600,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,23,0,0,13,3,31
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,15,0,0,0,0,15,17,0,0,0,0,17,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,8,89,0,0,0,0,90
LGA74660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA74680,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10
LGA79399,7,0,3,0,0,12,0,0,0,0,0,0,8,0,0,3,0,10,10,0,0,0,0,15,10,0,0,0,0,10,23,0,0,3,0,26,31,0,4,0,0,32,20,0,3,0,0,26,9,0,0,0,0,8,10,0,3,0,0,15,3,0,0,0,0,6,18,0,0,0,0,19,140,3,19,9,0,177
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,1933,312,141,0,3,2382,734,101,49,0,0,883,609,90,48,0,0,755,1008,205,108,0,0,1326,1359,292,168,0,0,1831,3828,901,599,8,3,5338,5013,1611,1168,4,7,7800,10634,2247,1187,5,9,14082,6872,821,395,4,3,8096,5988,631,288,0,3,6910,3351,279,168,0,0,3808,1331,193,102,0,0,1629,42660,7688,4421,26,31,54832
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,18,0,0,0,0,17,9,0,0,0,0,9,9,0,0,0,0,9,13,0,0,0,0,12,20,0,0,0,0,25,59,0,3,0,0,65,54,0,3,0,0,57,42,3,0,0,0,46,19,0,0,0,0,19,14,0,0,0,0,11,11,0,0,0,0,9,13,0,0,0,0,13,279,11,11,0,3,299
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
