LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA53780,33,599,2473,1997,1840,1315,343,78,25,8705,8,272,1573,1548,1302,836,187,27,6,5741,4,107,1188,1303,1114,653,150,7,3,4532,0,48,687,924,740,479,80,9,4,2971,0,41,872,1372,1136,589,101,6,0,4124,3,22,263,487,470,268,68,15,6,1609,587,719,1529,1354,1063,818,625,503,314,7516,7713,8213,19190,17587,14905,11985,8281,4114,1431,93412
LGA53800,13,213,481,480,582,425,144,31,15,2384,6,100,363,369,433,269,75,24,3,1635,4,50,351,348,421,271,76,14,3,1543,0,35,249,315,317,239,54,6,0,1213,3,28,319,473,556,329,52,13,0,1765,0,20,80,192,221,154,55,18,5,745,341,281,575,542,603,491,358,304,191,3680,2679,2203,4712,4935,5637,4743,3251,1805,638,30597
LGA53920,0,15,35,21,18,9,11,0,0,107,3,4,19,18,16,8,0,0,0,69,0,10,17,9,11,15,0,0,0,66,0,7,21,4,10,20,3,0,0,64,0,3,16,12,10,16,0,0,0,63,0,0,3,6,7,3,3,0,0,24,103,71,183,131,88,58,25,5,0,677,259,284,610,443,347,295,123,38,7,2393
LGA53990,15,111,347,326,339,273,117,28,3,1567,3,60,215,253,293,215,49,17,3,1096,0,39,200,240,284,216,42,9,3,1032,0,14,159,210,236,168,30,3,0,821,0,14,263,427,449,217,28,3,3,1405,7,6,102,166,151,119,23,14,0,589,248,101,247,294,342,296,278,161,47,2025,1867,1195,3142,3550,3763,3336,2417,1101,294,20663
LGA54060,0,9,25,28,44,47,31,4,4,193,0,4,31,26,23,35,7,0,0,128,0,4,13,26,33,27,8,6,0,114,0,3,10,22,18,22,12,3,3,96,0,0,29,41,48,30,11,5,0,169,0,3,7,20,26,18,10,3,0,83,25,4,30,27,45,45,52,27,12,270,196,104,288,385,491,591,564,262,85,2958
LGA54130,0,4,21,12,17,30,10,7,0,106,0,3,16,6,10,11,4,0,0,55,0,0,8,14,13,10,4,0,0,43,0,0,4,6,14,4,6,0,0,35,0,0,10,8,7,7,0,0,0,34,0,0,4,5,5,9,0,0,0,27,5,6,30,17,24,24,7,9,0,121,29,42,164,122,173,189,96,46,9,874
LGA54170,34,872,2107,1808,2382,2263,875,150,79,10563,9,433,1828,1711,2024,1561,539,78,22,8204,3,185,1609,1718,2048,1521,375,41,21,7518,4,58,1019,1572,1734,1258,239,41,16,5951,3,66,1489,2929,3178,2118,324,35,14,10162,4,23,567,1841,2298,1232,238,33,6,6249,624,526,1005,1090,1142,1082,833,549,406,7249,10727,9861,17274,20772,23504,20891,13838,5650,2401,124925
LGA54200,26,306,955,866,1008,720,309,89,25,4297,4,145,724,682,751,513,214,37,9,3071,3,58,583,657,640,444,119,32,5,2547,0,31,366,478,513,376,97,16,8,1881,0,62,534,853,874,535,129,23,3,3021,7,15,168,396,468,312,78,22,7,1475,293,231,523,466,512,533,455,343,206,3555,3906,3315,7084,7678,7971,6914,5558,2933,922,46275
LGA54280,29,206,403,349,383,273,62,6,0,1715,13,153,433,324,288,217,47,3,0,1477,5,125,489,382,332,222,41,3,0,1599,0,75,436,312,319,201,32,4,0,1377,3,107,756,799,664,389,53,5,3,2773,0,18,194,293,291,154,29,6,0,982,211,251,661,559,489,445,191,99,50,2953,1807,2045,5318,4530,4205,3168,1383,558,153,23159
LGA54310,19,136,334,239,203,113,26,3,0,1070,11,115,264,252,190,92,8,0,0,946,5,71,295,239,213,129,15,0,0,966,5,62,316,233,208,116,14,3,0,955,3,99,812,739,518,274,38,0,0,2485,3,42,472,623,444,188,27,0,7,1791,164,230,766,601,513,244,80,23,3,2627,1098,1322,4590,3985,3005,1633,433,81,22,16164
LGA54340,3,16,28,56,54,43,26,10,3,232,3,16,43,26,29,35,8,0,0,159,0,11,30,23,39,25,3,0,0,137,0,3,20,13,22,14,3,0,0,86,0,0,18,35,35,22,0,5,0,113,0,0,3,7,6,11,3,0,3,38,37,24,79,65,91,89,62,49,34,532,230,241,505,508,570,547,379,234,95,3316
LGA54410,0,0,8,10,17,17,3,0,0,59,0,7,3,4,15,10,7,0,0,48,0,0,12,3,12,11,3,0,0,49,0,0,5,3,9,5,0,0,0,23,0,0,3,5,9,9,8,0,0,35,0,0,3,3,7,7,0,0,0,24,11,6,16,13,26,23,18,27,15,154,61,46,117,121,202,164,150,108,45,1008
LGA54480,0,3,10,8,14,12,0,0,0,45,0,4,7,4,7,3,3,0,0,25,0,0,0,6,8,8,0,0,0,30,0,0,0,4,3,4,0,0,0,21,0,0,0,9,11,8,0,0,0,22,0,0,0,6,0,4,3,0,0,12,0,0,11,15,12,8,8,0,0,61,15,20,64,102,89,66,55,15,3,427
LGA54550,0,7,31,28,27,28,12,0,3,143,0,7,23,20,18,19,7,3,0,92,0,0,15,15,20,18,7,0,0,75,0,0,7,3,18,7,4,3,0,40,0,0,12,17,15,13,3,0,0,58,0,0,3,13,14,20,4,0,0,53,13,7,31,23,37,29,23,23,18,201,60,76,228,212,309,281,205,127,62,1562
LGA54620,0,5,16,3,17,22,3,3,0,77,0,0,14,10,5,12,3,3,0,45,0,0,7,10,8,5,3,0,0,31,0,0,7,9,3,0,3,0,0,24,0,0,10,9,7,11,4,0,0,43,0,0,0,7,3,3,3,0,0,23,3,0,10,7,12,18,16,3,0,68,28,22,117,118,127,134,96,50,12,707
LGA54690,0,0,0,4,4,12,3,0,0,26,0,3,0,4,3,3,0,0,0,16,0,0,4,3,4,3,3,5,0,19,0,0,0,0,0,3,0,0,0,4,0,0,5,3,3,3,0,0,0,14,0,0,0,7,4,3,3,0,0,10,0,0,5,3,7,4,3,3,0,30,13,11,43,52,54,85,43,24,7,333
LGA54760,0,6,9,9,9,13,10,3,0,61,0,3,8,13,10,7,8,0,0,51,0,0,6,8,11,10,0,0,0,38,0,0,4,7,5,0,4,0,0,19,0,0,3,3,6,6,0,0,0,20,0,0,0,3,3,7,3,3,0,21,4,8,5,11,15,4,13,4,4,61,18,32,82,109,127,102,80,42,20,616
LGA54830,11,210,960,717,566,308,92,18,5,2879,4,115,710,517,373,189,36,7,0,1957,0,54,549,400,294,176,22,3,0,1492,3,29,346,314,221,109,15,0,0,1040,0,33,392,464,332,174,30,3,3,1428,5,8,110,147,144,76,16,4,3,522,255,382,965,729,474,328,286,165,65,3645,2296,2875,7581,5961,4638,3305,2162,1098,324,30236
LGA54900,0,6,21,22,25,24,16,0,0,116,0,3,16,22,19,13,0,3,0,73,0,0,8,13,10,14,3,0,0,47,0,0,4,10,11,8,3,0,0,41,0,0,10,19,22,6,4,0,0,61,0,0,0,7,9,15,4,6,0,42,6,7,16,28,13,24,18,5,3,115,41,42,165,174,187,191,117,58,11,985
LGA54970,0,4,4,11,9,10,0,0,0,34,0,12,10,6,6,15,0,0,0,46,0,8,25,11,17,9,0,0,0,70,0,7,34,14,27,11,0,0,0,97,0,8,79,33,52,24,3,0,0,203,0,0,13,12,20,15,3,0,0,60,5,15,71,36,37,36,8,3,0,205,31,72,301,163,213,152,45,21,3,1009
LGA55040,0,0,12,8,10,12,0,0,0,51,3,3,19,18,18,5,7,0,0,65,0,0,22,18,21,11,0,0,0,79,0,11,41,22,14,6,0,0,0,93,0,4,64,43,42,18,7,0,0,176,0,3,16,25,16,5,0,0,0,72,10,22,107,62,59,38,16,6,3,327,38,80,352,246,231,145,63,14,5,1178
LGA55110,20,320,891,848,921,782,414,184,70,4440,11,164,610,619,757,551,202,37,15,2969,4,106,541,556,690,497,128,37,12,2566,3,50,396,554,628,446,94,16,4,2192,0,66,715,961,1180,705,149,27,14,3821,0,17,276,472,670,417,95,41,6,1999,405,333,718,718,800,816,898,825,516,6026,4849,4340,8802,9282,10442,10230,10111,6082,2124,66260
LGA55180,4,33,100,105,157,131,44,18,6,595,0,22,57,71,97,89,21,4,0,359,0,10,52,46,80,86,31,5,0,311,0,3,22,51,50,36,8,0,0,179,0,0,29,42,72,64,12,6,0,235,0,3,17,35,22,22,21,8,0,120,99,29,85,95,122,143,122,96,54,851,583,410,849,1010,1401,1431,1062,571,200,7523
LGA55250,0,3,9,9,8,9,3,0,0,41,0,5,11,9,3,10,4,0,0,42,0,4,14,11,11,4,4,0,0,45,0,3,15,6,12,6,0,0,0,42,0,4,38,31,26,10,0,0,0,108,0,0,10,11,18,7,0,0,0,47,26,14,65,46,25,22,16,0,3,228,53,52,230,172,148,138,70,12,10,876
LGA55320,14,525,1268,983,1153,1087,616,203,122,5971,3,260,1143,888,977,898,371,111,54,4722,6,151,1042,977,1046,888,309,89,37,4540,0,49,716,871,931,728,239,67,31,3633,3,43,1079,1699,1905,1436,370,90,42,6666,3,22,460,1605,1912,1203,354,103,28,5689,406,347,740,643,727,679,629,671,781,5627,6496,6666,11320,12324,13521,12702,9370,5662,3221,81281
LGA55390,0,3,0,3,5,3,0,0,0,24,0,4,4,3,3,4,0,0,0,13,0,0,6,5,6,8,0,0,0,24,0,4,11,3,10,3,0,0,0,34,0,0,15,6,11,11,0,0,0,49,0,3,5,8,6,3,0,0,0,24,6,3,17,8,11,12,3,0,0,61,30,39,98,77,83,59,30,5,0,426
LGA55460,3,25,38,38,52,55,16,3,0,219,0,6,35,30,46,17,5,0,0,134,0,9,31,28,36,30,7,0,0,150,0,3,26,20,19,19,3,3,0,92,0,3,26,31,42,38,8,3,0,147,0,0,4,14,20,9,4,0,0,60,28,37,32,36,40,39,51,30,18,310,204,302,400,373,450,443,306,151,67,2694
LGA55530,0,0,12,6,7,9,0,0,0,38,0,3,7,8,5,7,0,0,0,27,0,0,8,6,0,3,3,0,0,17,0,0,3,6,0,3,0,0,0,13,0,0,0,4,3,4,0,0,0,13,0,0,3,0,3,3,0,0,0,10,5,3,7,3,7,13,4,3,0,48,22,16,62,54,62,85,41,16,7,368
LGA55600,0,16,30,29,37,41,22,9,0,178,0,3,23,27,23,12,6,3,0,100,0,4,20,29,24,22,10,5,0,108,0,0,14,20,17,11,7,0,0,71,0,4,10,24,18,17,3,0,0,75,0,0,3,10,14,6,3,0,0,39,21,9,30,37,42,44,27,13,10,234,122,141,242,324,359,326,237,125,49,1914
LGA55670,0,4,11,12,9,7,0,3,0,45,0,5,5,3,6,9,0,0,0,28,0,7,3,3,4,14,0,0,0,25,0,0,5,3,3,9,0,0,0,22,0,0,0,11,5,0,3,0,0,20,0,0,0,0,0,6,3,0,0,14,13,0,6,3,14,22,9,3,3,73,76,37,84,80,89,110,52,46,18,587
LGA55740,3,37,145,89,88,70,63,18,7,522,0,14,108,80,69,62,25,14,3,369,0,6,108,58,68,54,39,17,5,353,0,3,76,50,64,49,43,9,3,289,0,9,96,134,147,107,47,20,0,559,0,5,50,232,336,205,88,38,13,958,44,27,142,84,105,90,113,86,61,752,644,482,1181,1057,1296,1028,932,452,182,7248
LGA55810,0,0,0,4,6,3,3,0,0,18,0,0,5,3,0,4,0,0,0,12,0,4,3,3,7,3,0,0,0,16,0,0,3,0,7,0,5,0,0,16,0,0,6,3,7,0,0,0,0,15,0,0,0,0,3,0,0,0,0,7,8,7,18,20,19,23,15,0,0,108,26,21,60,65,69,78,69,12,3,394
LGA55880,0,0,11,6,15,4,3,0,0,40,0,3,5,7,9,0,0,0,0,18,0,0,4,8,6,0,0,0,0,21,0,0,0,4,7,3,0,0,0,15,0,0,3,4,0,3,0,0,0,16,0,0,0,4,4,0,3,0,0,11,3,0,9,11,7,4,7,0,0,36,14,11,71,82,90,68,52,18,6,413
LGA55950,0,0,13,9,9,7,3,0,0,40,0,0,8,3,3,4,6,0,0,23,0,0,9,0,3,8,3,0,0,23,0,0,4,3,0,0,0,0,0,16,0,0,3,9,3,7,3,0,0,22,0,0,0,4,0,5,0,0,0,10,4,0,7,3,3,10,5,4,0,45,12,16,83,73,66,84,55,35,13,435
LGA56090,15,174,409,400,575,554,229,41,21,2422,0,91,346,354,468,391,127,24,3,1808,0,42,281,380,517,334,99,20,3,1673,0,18,154,278,403,276,64,9,7,1213,0,23,270,507,671,449,82,10,3,2008,3,8,101,288,421,233,52,13,0,1113,228,376,914,819,662,420,382,209,153,4164,2508,2146,4175,4918,6117,5294,4026,1727,604,31521
LGA56160,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,17,7,14,7,0,0,0,51,8,14,20,20,36,20,4,0,0,131
LGA56230,4,51,117,147,199,162,90,31,11,815,0,27,85,108,139,111,48,15,0,524,3,24,93,125,153,112,25,4,0,542,0,3,82,103,163,88,18,4,0,455,0,24,194,226,269,158,30,0,3,905,0,8,58,107,107,70,25,12,3,384,123,67,149,177,227,232,265,158,42,1437,1005,827,1617,1915,2294,2293,2159,1145,298,13557
LGA56300,0,3,8,5,20,19,15,3,0,77,0,0,3,3,11,19,3,3,0,44,0,0,0,10,4,5,10,0,0,34,0,0,0,8,8,3,3,3,0,22,0,0,0,11,11,8,0,0,0,34,0,0,0,3,9,10,0,4,0,25,5,3,11,16,28,23,30,12,8,133,39,41,91,125,213,267,248,79,18,1127
LGA56370,0,10,18,4,10,13,6,3,0,74,0,3,9,7,4,8,7,3,3,41,0,0,9,4,10,10,3,0,0,30,0,0,0,3,7,8,0,3,0,25,0,0,8,5,9,9,3,0,0,31,0,0,0,0,12,5,3,3,0,21,3,3,5,4,4,15,15,12,5,73,24,35,121,70,104,136,95,59,25,667
LGA56460,0,28,65,62,64,63,24,4,6,314,0,14,54,46,51,42,17,3,0,228,0,7,27,41,54,43,7,0,3,191,0,5,18,27,30,39,9,0,0,122,0,3,23,34,58,36,13,0,0,165,0,0,13,18,21,28,10,0,3,85,69,30,77,57,71,105,80,55,19,564,395,263,557,553,655,725,522,291,132,4086
LGA56580,6,99,153,127,158,184,202,88,29,1049,0,47,169,121,158,170,120,46,19,842,0,33,141,174,183,182,125,46,9,881,3,14,123,85,172,141,94,22,4,666,0,16,202,282,377,349,159,65,21,1465,0,10,131,738,1036,687,282,54,26,2969,78,82,124,143,187,179,133,88,74,1088,1527,1535,1779,2415,3086,2763,2173,1083,574,16932
LGA56620,0,0,9,4,3,10,0,0,0,31,0,0,10,4,6,8,0,0,0,24,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,6,0,0,0,18,0,0,15,5,5,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,54,56,93,86,61,43,34,9,0,440,141,147,303,226,175,124,68,19,3,1207
LGA56730,3,47,121,127,139,135,41,7,5,633,0,23,76,92,100,113,18,4,0,434,0,12,86,72,101,97,10,4,0,389,0,5,46,77,68,80,19,3,0,298,0,4,57,98,116,102,17,0,0,395,0,0,26,31,43,46,9,0,0,158,98,114,318,256,219,204,163,94,60,1515,622,588,1324,1371,1469,1671,1219,557,200,9019
LGA56790,0,7,26,29,41,68,17,5,0,204,0,7,18,9,38,29,16,4,0,119,0,3,3,12,28,23,9,0,0,82,0,0,6,23,23,19,7,0,0,80,0,3,22,13,40,32,6,0,0,112,0,0,3,9,17,13,9,3,0,65,17,19,27,38,63,86,74,38,26,392,124,135,252,344,513,658,520,207,62,2809
LGA56860,3,0,0,3,3,6,0,0,0,20,0,0,3,0,3,7,0,0,0,14,0,0,0,3,11,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,3,0,3,0,0,4,3,3,3,0,20,13,20,19,24,31,48,22,17,8,206
LGA56930,0,7,17,3,9,12,11,3,0,69,0,3,14,5,9,5,14,3,4,54,0,4,9,4,6,16,9,3,3,51,0,0,10,6,10,6,10,12,3,51,0,3,15,18,25,21,7,4,4,96,0,5,3,45,99,76,36,18,8,294,13,15,18,14,19,15,20,13,5,127,211,115,131,125,236,228,151,93,41,1326
LGA57000,0,3,7,5,8,10,3,0,0,41,0,0,12,9,6,12,0,0,0,44,0,0,3,3,8,13,3,0,0,34,0,0,10,6,10,6,3,0,0,33,0,4,28,14,14,7,0,0,0,64,0,0,7,14,11,7,0,6,0,46,3,3,17,15,15,9,6,0,3,73,19,22,117,85,114,101,44,13,8,529
LGA57080,9,166,728,202,145,106,80,21,3,1453,3,108,606,183,115,126,45,16,0,1203,3,48,604,191,141,88,49,17,3,1137,0,27,451,179,91,84,38,9,6,889,0,43,789,459,266,198,75,29,4,1872,0,10,366,409,345,266,113,43,13,1561,112,457,1374,548,380,329,225,116,27,3561,887,2841,7763,3078,2072,1906,1369,584,160,20656
LGA57140,0,12,4,5,12,19,12,3,3,60,0,3,6,10,15,13,3,3,0,45,0,0,8,4,7,11,3,0,0,33,0,0,6,3,3,11,0,0,0,31,0,0,0,9,10,8,0,0,0,27,0,0,0,0,0,4,3,0,0,16,11,11,10,16,15,31,21,17,3,132,49,42,99,100,161,218,166,91,24,948
LGA57210,0,18,32,63,87,63,28,17,3,311,0,5,25,35,60,48,11,5,3,192,0,0,18,19,41,27,11,0,0,127,0,0,15,22,32,23,4,5,0,95,0,3,9,30,41,34,7,4,3,127,0,0,3,12,18,18,11,5,0,58,37,27,59,87,100,93,77,40,17,538,298,205,413,605,802,812,666,299,97,4199
LGA57280,17,86,188,157,162,86,23,3,0,729,3,55,203,138,129,84,20,3,0,634,0,68,232,148,146,96,3,0,0,693,4,52,249,167,121,70,14,0,0,680,5,73,566,423,334,175,29,3,4,1616,3,24,371,368,253,128,18,0,0,1179,133,164,555,416,372,236,72,26,7,1985,685,898,3280,2418,2042,1229,355,104,34,11041
LGA57350,0,3,14,10,12,15,3,3,0,50,0,0,9,3,12,13,5,4,0,45,0,0,4,5,8,16,0,0,0,29,0,0,3,0,4,0,0,0,0,10,0,0,4,3,6,10,7,0,0,36,0,0,3,6,10,11,0,0,0,26,4,4,15,11,20,29,17,15,8,126,36,30,93,80,151,196,145,89,27,850
LGA57420,0,11,18,9,20,22,17,0,3,101,0,3,16,17,20,11,3,3,0,77,0,4,11,13,14,10,7,0,0,56,0,3,19,15,14,8,0,0,0,66,0,4,29,31,26,17,7,0,0,113,0,0,7,11,19,10,4,0,0,53,9,9,35,35,18,39,32,15,3,195,39,60,217,229,241,269,255,90,16,1428
LGA57490,55,820,2054,1590,1769,1070,347,90,26,7809,21,439,1494,1397,1346,830,172,36,16,5758,10,215,1384,1341,1309,710,119,22,3,5122,0,123,948,1079,1131,602,92,5,3,3983,3,135,1490,1980,1991,950,104,24,7,6694,9,36,504,886,964,420,63,25,15,2916,738,913,1739,1360,1437,1033,916,719,361,9218,8213,8510,18227,17195,17215,12412,8850,4857,1712,97197
LGA57630,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,16,0,0,0,9,20,28,23,6,0,86
LGA57700,7,191,601,435,400,267,78,17,3,2003,5,114,451,332,299,188,47,3,0,1424,0,54,351,279,297,186,35,7,0,1202,0,21,236,236,225,130,26,0,0,878,0,38,300,365,370,183,22,10,0,1287,4,16,101,166,213,91,21,9,0,618,140,130,407,373,350,227,144,69,25,1858,1701,1790,4460,3731,3696,2614,1612,644,189,20437
LGA57770,0,0,8,15,8,6,3,3,0,45,0,3,9,8,7,0,3,0,0,34,0,0,7,6,6,5,0,0,0,24,0,0,7,4,5,3,4,0,0,31,0,0,3,8,16,10,3,0,0,41,0,0,0,0,3,7,0,0,0,12,0,5,22,16,17,10,22,5,3,98,15,39,127,132,123,149,142,31,14,778
LGA57840,6,259,864,424,394,463,253,77,51,2792,0,149,725,367,386,337,181,41,21,2202,6,77,671,407,367,324,143,24,16,2041,0,27,468,383,311,293,96,24,12,1614,0,27,634,760,739,608,155,30,16,2976,3,18,306,806,901,595,187,49,12,2880,186,260,617,441,390,389,339,294,368,3285,2652,3671,7116,5412,5261,5157,3662,1828,1136,35887
LGA57910,30,1072,5070,2778,2454,2074,1014,346,157,14985,14,569,3925,2405,2046,1536,573,155,52,11275,10,266,3297,2255,1972,1383,412,107,36,9732,3,113,2233,1912,1566,1090,276,73,27,7294,0,112,3310,3724,2985,1856,437,99,45,12569,9,41,1180,2850,2533,1449,367,116,47,8595,783,1057,3360,2207,1848,1588,1455,1379,1143,14820,10760,13388,39529,30306,26142,22214,16710,10865,4902,174807
LGA57980,4,84,348,167,137,146,145,61,10,1109,0,66,325,150,127,130,96,36,4,934,0,30,328,167,154,154,96,31,10,971,0,11,254,161,152,117,43,25,10,775,0,18,358,380,352,265,99,35,11,1509,0,3,192,508,492,345,112,36,10,1706,65,100,313,198,162,184,197,171,160,1547,1042,1780,3592,2586,2194,2089,1786,994,435,16509
LGA58050,47,794,2829,2273,2164,1462,387,101,22,10075,12,407,2001,1704,1635,989,205,29,8,6992,3,180,1610,1497,1482,879,164,11,4,5830,0,100,951,1091,1081,583,100,15,4,3927,5,96,1179,1681,1680,822,139,14,0,5616,5,30,316,709,702,360,87,18,7,2237,796,828,1732,1583,1472,1085,855,600,409,9355,9014,9391,21137,19341,18461,13699,8463,3968,1381,104850
LGA58190,0,3,4,0,4,3,0,0,0,16,0,0,4,3,4,0,0,0,0,12,0,0,0,6,5,4,0,0,0,19,0,3,0,0,0,0,0,0,0,11,0,0,0,4,5,3,0,3,0,14,0,0,0,0,8,0,0,0,0,5,3,3,9,8,8,16,12,0,0,58,15,22,47,55,64,53,38,16,3,308
LGA58260,0,0,8,3,4,6,0,0,0,32,0,3,8,5,0,8,5,0,0,23,0,0,4,7,3,3,3,0,4,25,0,0,5,10,3,0,0,0,0,18,0,0,3,0,5,6,0,0,0,17,0,0,3,3,3,5,0,0,0,13,3,7,7,5,3,7,7,5,0,48,14,26,73,68,68,87,76,18,17,452
LGA58330,3,15,32,37,69,65,26,6,0,258,0,8,28,35,54,47,23,5,0,200,0,5,22,29,63,41,18,0,0,177,0,0,17,19,38,33,12,0,0,110,0,3,16,41,70,50,8,3,0,195,0,0,7,13,33,27,8,7,0,104,38,22,37,47,80,95,87,34,3,433,225,166,300,413,773,860,745,265,35,3781
LGA58400,0,0,3,7,5,0,3,0,0,18,0,0,0,3,6,4,0,0,0,20,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,10,6,3,11,16,7,3,7,66,11,19,24,38,72,56,50,16,12,296
LGA58470,0,0,3,3,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,16,8,19,3,10,5,0,0,0,65,22,24,54,23,29,28,17,3,0,200
LGA58510,11,211,951,454,341,303,142,40,15,2469,0,131,765,376,309,226,77,11,4,1892,0,59,587,402,269,219,41,14,7,1603,0,27,437,381,231,144,32,3,0,1250,0,23,655,713,511,294,55,3,3,2262,0,8,238,439,342,176,31,3,4,1247,124,283,877,507,414,383,296,362,537,3773,1614,3266,8189,5223,3944,3283,2190,1414,1132,30255
LGA58540,0,3,7,13,23,8,3,3,0,62,0,3,11,5,14,5,4,0,0,43,0,3,4,10,13,6,3,0,0,39,0,0,3,3,5,7,3,0,0,23,0,0,3,8,6,6,0,0,0,21,0,0,0,4,6,3,3,0,0,17,3,0,10,17,21,8,15,14,3,85,44,31,94,117,170,135,99,46,6,746
LGA58570,3,193,980,414,334,255,114,33,15,2345,3,103,904,390,308,221,70,8,4,2001,0,50,781,413,344,201,55,13,3,1865,0,17,549,375,275,165,48,6,0,1433,0,25,1007,853,669,388,84,8,4,3034,0,8,415,858,575,294,55,7,3,2213,150,256,915,476,372,297,230,167,148,3012,1208,2482,8622,5473,4239,3261,1887,1099,663,28927
LGA58610,0,6,21,20,31,31,22,0,4,134,0,0,16,13,12,11,8,0,0,68,0,0,6,14,16,9,3,0,0,42,0,0,4,3,8,10,3,0,0,33,0,0,5,9,15,8,0,0,0,44,0,0,0,7,3,6,3,0,0,29,16,7,16,17,25,42,35,20,10,183,86,71,146,198,246,313,265,125,62,1517
LGA58680,0,0,3,3,8,0,0,3,0,15,0,0,5,5,11,4,0,0,0,27,0,0,0,3,5,3,0,0,0,17,0,0,3,3,7,3,0,0,0,16,0,0,3,3,5,0,5,4,0,20,0,0,3,5,3,3,0,0,0,13,0,0,5,12,13,12,11,3,0,53,8,13,40,58,86,72,48,28,4,354
LGA58760,54,1084,3898,3068,2957,1746,488,122,43,13459,18,512,2811,2447,2249,1219,268,33,17,9568,6,250,2290,2357,2074,979,163,18,5,8143,4,99,1402,1780,1506,711,122,15,3,5648,4,86,1947,2857,2413,947,151,26,5,8432,8,46,554,1219,1131,452,112,34,16,3569,1152,968,2134,1890,1831,1248,927,736,467,11337,13436,12795,29469,28308,25632,16706,11128,5653,1892,145001
LGA58820,4,8,26,25,48,46,24,3,0,175,0,10,30,27,40,25,9,3,0,141,0,5,25,27,37,33,6,0,0,130,0,7,30,24,40,23,3,4,0,128,0,3,40,59,73,50,13,3,0,231,0,0,13,12,40,17,6,3,0,89,46,15,61,57,58,71,82,79,46,499,245,178,398,445,622,619,479,291,96,3375
