LGA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA72800,741,46,75,4,0,868,3680,255,361,3,4,4296,1864,445,499,3,3,2810,397,181,309,0,0,888,582,120,140,0,0,852,15,3,8,0,0,25,556,28,58,0,0,643,31,4,15,0,0,50,3446,773,1035,8,4,5265,21,5,3,0,0,28,194,42,72,0,4,310,8081,1127,1546,12,18,10781
LGA73600,48,3,0,70,0,120,23,0,0,13,3,31,0,0,0,0,0,0,413,64,31,8,3,520,9,0,0,8,0,13,142,9,0,0,4,158,62,8,6,21,3,104,22,4,4,5,0,31,652,87,35,43,8,830,22,0,0,12,4,29,63,13,0,58,4,140,800,110,42,187,23,1157
LGA74050,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,410,3,16,0,0,433,3,0,0,0,0,3,17,0,0,0,0,16,66,0,0,0,0,71,12,0,0,0,0,12,499,3,19,0,4,534,10,0,0,0,0,10,26,3,4,0,0,32,547,10,22,0,3,589
LGA74550,46,0,0,28,5,87,18,0,0,0,0,17,3,3,0,0,0,7,178,12,7,0,0,191,24,0,0,3,0,32,67,12,0,0,0,73,78,8,6,11,0,101,44,3,0,0,0,45,389,33,7,17,0,450,14,0,0,0,0,18,21,0,0,7,0,33,491,39,10,62,8,602
LGA74560,54,0,0,4,0,55,89,0,0,0,0,90,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38,0,0,0,0,0,0,7,0,0,0,0,7,189,0,0,4,0,190
LGA74660,11,0,0,12,3,26,0,0,0,3,0,4,0,0,0,0,0,0,427,69,8,10,0,514,3,0,0,0,0,13,80,6,0,3,0,93,239,56,40,10,5,349,38,7,0,4,0,43,788,130,52,32,9,1012,13,0,0,8,0,24,36,3,0,13,0,56,853,137,55,64,12,1123
LGA74680,13,0,0,0,0,13,6,0,0,0,0,10,0,0,0,0,0,0,225,46,0,0,0,270,0,0,0,0,0,0,56,10,0,0,0,67,37,13,0,4,0,56,12,3,0,0,0,14,325,73,3,8,0,409,0,0,0,0,0,5,12,9,0,4,0,19,356,87,3,8,0,452
LGA79399,216,0,5,54,7,287,140,3,19,9,0,177,92,4,102,0,0,206,57,17,42,4,3,118,56,5,5,5,3,73,11,9,18,0,0,36,641,121,356,30,7,1157,72,8,12,9,0,101,923,164,533,52,12,1689,19,5,3,8,3,36,90,18,41,16,3,160,1392,189,598,131,34,2345
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,31620,4906,1906,72,50,38555,42660,7688,4421,26,31,54832,7824,6017,9377,7,62,23285,4470,2469,1621,3,17,8581,4923,2434,2688,8,47,10100,231,230,179,3,17,653,1452,382,365,47,13,2251,284,112,70,0,0,471,19182,11634,14303,69,156,45346,334,387,223,0,7,952,1724,661,551,22,24,2984,95520,25278,21404,187,271,142664
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,349,14,27,3,3,401,279,11,11,0,3,299,73,0,5,3,0,84,57,26,30,0,0,116,130,16,13,3,0,164,26,0,0,0,0,26,94,16,25,0,0,132,30,0,3,0,0,38,412,58,72,10,5,552,44,0,0,3,0,48,42,4,8,3,3,58,1130,87,115,12,16,1360
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
