LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA41060,16924,13245,14822,13570,15006,13226,9956,6614,3459,106827,33,33,31,22,34,32,33,31,9,249,16,7,16,16,21,17,9,5,0,113,14,24,19,14,26,23,24,3,6,155,5,6,11,12,13,9,12,4,3,79,306,419,480,322,308,293,232,192,103,2643,3,3,7,8,3,9,6,0,0,42,3,3,0,0,5,4,4,0,0,19,0,0,3,5,3,0,3,0,0,22,3,4,8,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,348,471,536,380,371,368,297,213,118,3093,384,504,566,399,406,393,329,240,126,3346,17307,13746,15386,13970,15416,13619,10287,6858,3586,110171
LGA41140,1590,717,854,846,1203,1362,1058,507,251,8381,4,5,0,4,0,4,4,0,4,26,0,0,0,10,3,3,4,0,0,21,6,0,9,8,8,6,19,7,0,66,0,0,0,5,0,5,3,0,0,14,27,52,45,32,48,83,59,17,10,375,3,0,3,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,60,61,49,69,113,95,19,8,517,41,63,61,54,73,120,98,19,14,544,1630,772,916,899,1273,1477,1149,529,266,8925
LGA41190,347,147,172,177,238,256,168,90,63,1657,0,0,5,0,0,0,0,0,0,4,3,0,0,3,3,8,12,0,0,30,0,0,5,6,12,17,3,0,0,39,0,0,0,0,0,6,3,0,0,10,32,42,50,54,72,94,64,19,3,421,0,3,0,4,0,8,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,55,67,88,130,86,19,3,525,41,43,60,67,88,130,86,22,3,536,383,194,231,242,323,385,252,109,61,2189
LGA41330,267,136,225,166,248,235,234,107,10,1627,0,0,0,0,0,0,0,0,0,4,3,3,3,3,9,17,23,0,0,59,5,4,11,11,7,34,37,4,0,102,0,0,5,0,7,20,24,6,0,53,6,15,15,22,22,55,38,10,3,184,0,0,0,0,3,8,17,0,0,30,3,0,0,0,0,3,0,0,0,11,0,0,0,4,0,7,4,0,0,14,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,18,17,39,46,45,135,149,20,3,470,18,17,41,46,43,134,156,20,3,475,282,152,265,210,292,369,384,131,13,2106
LGA41560,2131,1231,1195,1199,1758,2018,2015,1148,429,13124,6,8,0,0,3,4,6,3,5,41,0,0,0,0,3,11,4,0,0,18,0,0,0,0,0,3,10,0,0,23,8,0,0,0,4,11,5,3,0,25,47,89,72,42,84,111,93,41,13,600,0,0,0,0,0,7,3,5,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,88,77,52,93,144,119,46,13,688,55,100,80,52,95,156,125,51,20,726,2190,1336,1274,1245,1854,2170,2143,1198,447,13855
LGA41750,201,53,95,103,153,195,103,42,16,958,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,7,0,0,0,0,8,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,12,19,16,23,24,21,8,0,134,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,24,21,28,32,31,11,0,162,4,12,23,21,30,32,31,11,3,170,209,67,117,118,183,227,132,57,14,1131
LGA41830,229,126,126,135,222,253,225,100,42,1452,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,8,0,0,15,0,7,0,0,4,11,3,0,0,28,0,3,0,3,0,14,8,0,0,29,8,8,12,12,7,24,24,13,0,105,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,17,19,9,17,65,39,13,0,202,14,17,19,9,16,64,39,15,0,202,244,145,141,148,237,317,265,114,44,1654
LGA41960,216,84,101,118,176,191,196,55,49,1185,0,0,0,0,0,0,0,3,0,5,3,0,0,0,10,10,4,3,0,29,0,3,0,0,6,5,4,0,0,16,7,3,0,6,3,0,3,0,0,19,10,9,29,21,38,50,36,5,3,205,0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,29,29,53,63,57,6,7,286,19,25,29,29,57,63,53,13,7,296,228,108,130,155,234,257,252,68,49,1481
LGA42030,3969,2827,2604,2384,3004,2859,2151,1482,629,21905,9,7,5,4,3,6,3,6,5,47,0,0,0,3,4,9,8,0,0,27,0,4,0,3,5,4,3,0,0,28,8,0,0,3,7,10,9,0,0,36,73,112,111,70,59,63,48,34,33,609,3,0,0,0,0,9,3,0,0,19,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,118,117,75,78,93,78,40,36,732,94,121,126,84,83,101,82,47,38,776,4063,2949,2729,2465,3084,2962,2232,1529,671,22686
LGA42110,699,333,295,425,549,688,518,261,77,3851,0,6,0,3,3,0,0,4,3,18,0,3,0,0,3,5,3,0,0,12,0,0,7,0,4,12,10,0,0,36,3,0,0,3,0,3,0,4,0,17,9,29,26,10,18,26,31,7,13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,34,14,26,46,47,11,10,240,15,37,38,15,30,46,47,13,18,259,711,373,334,440,580,737,569,276,91,4108
LGA42250,1491,790,734,1029,1329,1146,782,295,100,7694,3,3,0,3,0,6,4,7,0,26,0,0,3,0,0,0,4,0,0,10,5,12,7,0,6,3,3,4,3,44,0,0,0,0,5,0,0,0,0,7,41,47,39,22,21,37,21,14,6,240,0,3,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,47,26,31,41,30,15,12,313,43,70,48,26,34,44,37,18,8,341,1538,858,785,1057,1366,1189,821,313,107,8028
LGA42600,4644,3695,3786,3970,4520,4885,3891,2302,1601,33292,6,9,8,7,10,8,10,8,9,75,0,7,5,20,23,37,25,3,7,124,9,3,25,32,52,41,29,3,0,189,0,5,20,14,26,33,10,0,0,107,91,195,161,93,140,155,105,49,57,1048,3,0,12,20,14,17,3,6,0,68,0,0,0,0,7,5,3,0,0,20,0,0,5,3,4,11,3,0,0,31,10,3,3,3,5,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,112,213,235,183,270,298,177,59,66,1611,118,227,242,194,278,301,181,68,72,1683,4767,3922,4029,4166,4795,5186,4073,2368,1669,34976
LGA42750,729,333,392,450,639,724,594,250,109,4224,7,0,0,5,3,0,3,0,0,26,3,3,4,5,0,10,11,3,0,39,6,0,8,3,3,5,3,0,0,24,3,0,4,3,4,4,6,0,0,32,23,28,26,23,33,60,40,18,4,264,3,0,0,3,4,6,10,4,4,41,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,46,37,54,86,76,31,9,412,51,37,45,43,56,88,78,28,11,439,779,371,441,495,694,812,674,275,125,4665
LGA43080,202,93,68,117,149,148,126,71,45,1024,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7,0,0,30,0,3,4,3,6,4,4,0,0,34,202,102,73,125,160,157,131,73,49,1058
LGA43220,242,72,128,103,125,113,84,69,31,982,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,10,23,10,17,25,3,7,0,98,0,0,0,3,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,12,20,29,11,16,0,115,3,10,22,15,21,29,13,16,0,121,246,83,151,118,148,144,96,83,32,1104
LGA43360,351,184,215,217,243,354,306,207,65,2142,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,4,8,12,5,13,14,11,3,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,10,14,20,19,3,3,94,4,13,18,10,14,20,19,3,3,98,354,201,230,227,259,369,329,212,69,2242
LGA43650,3123,1787,1431,1874,2218,1883,1139,476,155,14084,0,0,0,3,3,3,4,0,0,18,4,3,0,10,4,7,6,0,0,31,3,8,7,4,5,17,5,3,0,54,7,0,0,4,4,8,3,0,0,26,47,112,52,27,25,51,52,35,15,418,0,0,3,0,0,6,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,124,67,46,44,92,64,39,10,540,56,124,67,49,50,93,70,37,15,557,3177,1912,1496,1921,2271,1972,1211,513,169,14645
LGA43710,1058,476,526,688,836,761,501,217,77,5134,3,8,0,0,0,3,3,0,0,20,0,0,0,0,3,5,3,0,0,15,0,0,0,0,0,10,6,0,0,15,0,0,0,0,0,0,7,0,0,9,24,30,32,9,28,46,38,11,8,231,0,0,0,0,3,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,30,32,36,12,31,60,66,21,8,292,36,36,36,18,31,66,72,21,8,317,1085,514,564,703,867,824,569,238,76,5449
LGA43790,1988,1114,959,1194,1546,1566,1368,716,368,10820,11,7,3,6,0,3,8,0,3,44,0,5,4,0,0,4,5,0,3,22,3,12,4,3,3,8,4,0,0,32,3,0,7,0,0,3,0,5,0,21,29,90,52,41,48,60,67,18,6,408,0,0,0,0,0,0,4,3,3,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,107,58,47,61,75,85,25,10,513,45,110,62,59,61,84,91,31,17,560,2030,1226,1018,1252,1605,1647,1461,744,384,11374
LGA43920,1654,1023,845,1094,1488,1167,775,266,87,8412,0,0,0,4,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,3,0,0,15,0,0,0,0,4,3,3,0,0,11,29,39,32,23,21,26,18,3,3,195,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,34,30,26,38,23,3,3,232,33,41,33,35,23,34,31,3,6,241,1688,1071,879,1129,1514,1199,807,273,92,8656
LGA44000,6,18,4,9,6,10,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,16,3,15,6,10,4,0,0,63
LGA44060,14064,10896,12393,11306,10797,10708,7434,4480,2601,84673,5,19,10,10,13,17,18,13,22,138,3,9,17,13,13,9,22,7,0,91,3,12,6,4,11,22,15,9,3,85,4,3,11,4,10,14,9,0,3,57,199,374,366,206,182,168,150,63,51,1762,3,3,3,3,8,3,0,0,0,26,3,0,0,3,5,5,10,0,0,18,13,4,3,7,12,5,3,3,0,55,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,237,407,404,240,231,225,205,85,58,2097,239,427,418,252,244,239,223,100,77,2228,14305,11325,12811,11554,11038,10951,7658,4581,2682,86900
LGA44210,1092,712,667,810,1268,1428,1265,581,181,8006,12,5,3,4,8,4,4,0,0,39,0,0,0,0,0,3,11,0,0,21,0,0,4,3,8,11,16,4,0,41,0,0,0,0,0,0,7,8,0,18,22,48,51,40,60,77,62,22,3,387,0,0,0,0,3,6,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,26,50,58,47,72,100,108,42,3,504,36,57,58,54,77,103,114,42,3,544,1127,768,731,860,1342,1532,1376,622,183,8549
LGA44340,11203,8005,6548,8004,8532,7651,6121,3574,2112,61758,5,10,7,7,4,8,9,9,12,79,4,13,7,3,3,10,13,7,0,59,6,17,12,0,4,13,3,4,0,75,4,3,5,4,3,7,3,0,0,31,171,297,291,186,178,232,267,249,237,2097,0,3,0,3,3,7,6,0,0,25,0,3,0,0,0,0,0,0,0,9,5,12,11,5,0,5,5,0,0,48,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,187,354,328,201,196,272,303,256,239,2347,195,361,338,209,203,283,318,268,245,2425,11399,8364,6888,8217,8738,7938,6439,3846,2363,64185
LGA44550,6580,3984,3639,4234,4558,3948,2899,1291,579,31713,14,9,10,3,5,10,7,7,3,69,0,3,3,0,9,11,23,4,0,49,0,0,15,10,22,25,14,4,0,89,0,0,3,3,0,7,6,0,0,23,96,175,120,67,87,122,71,38,18,793,0,0,0,0,3,7,0,3,3,20,0,0,0,0,3,0,3,0,0,5,0,7,3,0,0,7,0,0,0,13,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,98,187,154,83,124,174,121,47,21,1009,111,204,157,86,126,190,130,53,24,1082,6695,4186,3800,4323,4686,4136,3024,1344,606,32797
LGA44620,5044,2957,2947,2921,3266,2972,2289,1449,657,24508,3,9,7,6,5,7,12,3,0,51,3,7,5,8,0,3,3,3,0,46,7,27,19,15,37,49,44,4,0,204,0,3,0,3,5,12,10,0,0,32,109,163,176,95,115,128,64,39,29,914,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,3,10,0,0,16,0,0,0,0,4,0,3,0,0,5,0,3,4,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,121,201,212,128,164,199,133,50,27,1238,123,212,218,137,168,208,142,53,30,1287,5171,3167,3159,3057,3435,3184,2435,1496,694,25801
LGA44830,393,224,158,243,396,519,417,208,79,2641,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,5,0,3,0,16,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,3,0,0,6,11,14,21,17,26,30,35,9,0,164,5,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,18,31,47,49,16,0,220,13,18,28,16,31,47,57,16,0,222,408,240,183,262,429,566,473,226,85,2867
LGA45040,3514,2588,2550,2226,2666,2401,2140,1229,488,19807,16,11,4,14,11,7,4,3,0,70,3,3,0,0,0,7,3,5,0,25,3,0,5,9,13,6,13,6,3,64,0,0,0,0,0,8,3,0,0,15,56,135,108,69,92,52,63,20,11,606,0,6,0,3,3,10,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,143,122,89,113,80,83,38,20,741,76,155,129,94,117,91,91,38,16,809,3596,2741,2677,2324,2781,2494,2234,1268,502,20616
LGA45090,1561,791,913,1019,1050,988,743,426,222,7711,5,3,9,0,3,0,0,0,0,25,3,6,0,4,7,7,3,0,0,28,8,9,7,8,3,8,13,0,0,54,3,0,0,0,3,5,0,0,0,10,23,44,43,19,40,43,16,13,3,245,3,0,3,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,53,38,49,69,32,17,0,346,42,61,56,36,55,72,40,15,3,376,1607,849,968,1055,1109,1060,784,438,224,8084
LGA45120,783,402,390,443,577,678,593,284,140,4278,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,3,3,4,6,6,5,0,0,22,0,0,0,4,0,0,0,0,0,9,14,29,24,16,25,37,22,10,4,185,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,23,32,31,24,26,45,37,11,4,230,20,32,31,24,25,47,38,8,9,239,808,437,421,463,605,725,626,289,145,4519
LGA45290,4934,4400,5157,4395,4368,3933,3100,2155,1229,33669,4,9,14,9,10,3,7,9,4,74,3,3,8,5,8,7,3,0,0,41,0,11,7,6,19,7,7,5,0,58,0,4,3,0,0,10,5,0,0,22,75,171,152,85,117,105,106,49,38,900,0,3,5,4,0,4,0,0,0,16,0,0,0,0,0,3,4,0,0,7,0,10,0,3,3,3,3,0,0,29,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,88,197,176,105,152,143,138,57,39,1087,89,202,189,113,162,148,144,70,44,1153,5022,4597,5345,4508,4530,4078,3246,2219,1275,34827
LGA45340,30427,19449,19600,20493,21619,20328,16092,7541,3304,158845,30,24,35,30,29,51,35,44,12,294,4,8,18,14,15,19,24,7,0,116,22,13,23,21,23,15,26,10,3,152,8,13,12,6,15,23,15,6,0,104,547,744,672,448,390,314,257,117,63,3552,3,3,13,4,13,19,18,0,0,81,0,0,4,3,0,5,4,3,0,29,11,3,3,8,4,4,0,0,0,35,0,0,0,0,0,3,0,4,0,17,0,0,0,0,0,0,0,0,0,0,594,787,744,504,467,416,345,157,71,4077,628,809,779,540,497,461,377,201,83,4366,31055,20258,20378,21028,22113,20783,16473,7738,3384,163214
LGA45400,151,51,70,71,107,151,112,63,41,820,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7,11,8,0,5,14,9,4,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,4,5,18,20,4,6,81,7,11,10,4,5,22,20,6,6,86,156,60,87,74,115,177,135,71,40,903
LGA45540,224,140,127,134,180,317,216,150,51,1540,4,0,0,3,0,3,3,0,0,12,3,0,3,0,4,21,9,0,0,44,0,0,0,0,3,4,14,0,0,16,0,0,0,0,0,10,10,0,0,20,3,8,4,3,11,13,8,4,0,57,0,0,0,0,0,4,3,3,0,12,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,8,19,56,40,8,0,155,9,10,15,10,19,57,39,8,0,164,235,155,140,139,201,375,259,155,54,1702
LGA45680,19972,12212,12961,10226,10855,8840,5698,3434,1255,85459,49,38,28,28,47,35,19,18,7,264,5,10,12,4,9,3,16,4,0,54,3,5,13,4,3,6,7,0,0,46,6,10,7,3,12,4,0,3,0,50,444,562,605,337,247,201,170,144,79,2798,3,6,3,3,5,7,0,0,0,26,5,0,0,4,0,3,5,0,0,21,0,4,3,3,3,3,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,472,594,646,358,280,225,200,150,77,3008,517,637,672,384,323,257,225,164,84,3269,20490,12853,13629,10612,11174,9101,5920,3602,1346,88733
LGA45890,19895,14233,19175,16413,15109,13502,9312,5520,3016,116176,39,44,44,26,35,50,23,26,15,290,3,9,12,16,8,15,13,8,0,84,4,13,24,24,14,24,17,5,0,138,0,16,16,19,20,25,20,0,0,120,344,525,588,357,358,312,223,129,108,2933,4,5,16,3,6,17,4,3,0,64,0,0,6,0,4,4,5,0,0,22,0,9,12,12,8,10,0,0,0,47,0,3,0,4,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,362,577,675,438,417,402,295,146,110,3425,398,624,713,468,457,454,317,165,122,3717,20296,14853,19891,16879,15565,13952,9626,5693,3142,119890
LGA46090,2491,1517,1760,1462,1741,1676,1253,593,231,12728,6,6,3,3,7,8,6,7,0,43,6,0,3,14,3,20,33,3,0,89,0,0,3,10,10,22,46,23,0,113,0,3,0,3,7,12,10,4,0,46,120,120,181,124,139,124,62,37,9,910,6,0,8,0,12,23,21,3,0,75,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,136,133,201,154,175,200,178,67,9,1251,143,139,203,156,182,206,182,75,9,1293,2631,1658,1956,1621,1923,1881,1438,670,239,14025
LGA46300,2559,1480,1609,1481,1668,1641,1232,766,353,12796,18,6,8,3,11,5,3,3,7,65,0,0,0,5,4,6,12,0,0,28,0,0,3,4,3,16,9,0,0,34,0,3,5,3,0,3,8,0,0,20,66,116,138,99,99,107,62,31,18,737,0,4,7,14,6,3,10,3,0,57,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,127,158,125,119,140,100,34,18,885,80,141,166,127,129,142,103,37,18,946,2648,1621,1774,1609,1790,1782,1340,807,376,13742
