SED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED51702,3,3,81,3,26,52,164,0,0,6,0,0,0,8,5,3,29,13,4,0,57,7,6,37,11,12,0,76,5,0,41,0,9,0,59,9,0,52,0,3,3,69,116,3,129,0,10,0,256,841,0,312,0,22,4,1181,395,0,142,0,10,0,549,84,0,37,0,0,0,121,12,0,10,0,0,0,25,5,0,4,0,0,0,14,4,0,0,0,0,0,4,0,0,8,0,0,0,5,24,0,36,0,20,4,84,1521,16,923,37,116,61,2668
SED51806,3,3,64,0,4,38,112,3,3,3,8,0,0,18,9,18,32,9,3,0,77,15,39,67,16,6,0,144,37,10,69,0,8,0,127,156,11,130,4,7,3,313,609,4,274,3,27,4,920,927,3,324,16,26,7,1300,211,0,71,7,9,3,300,48,0,15,0,3,0,61,21,0,3,0,0,0,22,0,0,4,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,11,25,0,29,6,7,3,69,2062,99,1083,65,97,64,3468
SED51903,12,54,117,10,179,133,501,12,45,17,37,13,0,122,41,262,104,32,93,10,544,150,232,175,36,153,9,750,190,92,150,11,84,3,522,418,137,228,10,141,5,937,753,64,347,10,94,8,1267,672,14,244,0,27,4,961,249,0,62,3,12,7,335,90,3,19,0,8,0,116,16,0,8,0,0,0,25,6,0,7,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,8,48,51,50,3,73,12,233,2663,959,1521,136,880,183,6345
SED52002,4,18,55,3,6,40,128,0,5,3,3,0,0,12,10,99,37,4,4,0,150,8,70,55,4,14,0,156,8,28,46,0,12,0,92,33,35,86,0,25,0,182,256,17,208,0,17,3,510,773,8,425,0,34,8,1250,363,7,137,0,16,0,519,30,0,22,0,0,0,51,3,0,4,0,0,0,14,0,0,3,0,0,0,3,3,0,0,0,0,0,7,6,0,4,0,0,0,11,28,21,35,7,8,0,100,1529,306,1121,27,146,60,3186
SED52105,6,82,82,6,9,60,243,3,86,7,0,6,3,105,5,501,25,7,9,3,554,16,161,43,20,9,3,251,31,59,61,0,4,0,156,93,36,93,5,30,3,259,347,32,231,7,41,5,658,705,15,352,0,14,0,1090,521,0,242,0,15,0,775,292,0,131,0,3,0,427,143,0,50,0,0,0,196,67,3,19,0,0,0,95,32,0,11,0,0,0,46,41,0,6,0,0,0,55,26,65,44,3,11,17,157,2331,1042,1390,58,142,95,5060
SED52201,3,42,87,3,20,44,200,0,39,9,7,6,0,62,17,257,59,4,18,4,365,137,142,80,25,30,4,412,154,76,138,4,48,3,421,295,61,215,12,42,6,633,703,61,325,18,62,0,1167,459,24,214,0,17,3,712,62,0,38,0,3,0,100,3,0,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,7,33,43,42,3,26,3,148,1864,746,1224,78,275,64,4257
SED52304,0,17,62,3,7,25,111,0,22,3,0,0,0,26,5,155,22,3,11,0,186,4,52,32,15,3,4,108,4,27,27,6,0,4,74,21,25,44,3,13,0,104,212,32,174,3,34,0,449,546,15,346,3,56,7,979,420,0,142,0,11,3,580,134,0,32,0,3,0,169,17,0,8,0,3,0,26,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,10,24,25,41,3,5,0,101,1391,364,933,43,150,48,2930
SED52402,9,21,47,3,5,31,120,0,35,7,8,3,0,54,5,117,34,8,15,0,174,9,148,27,39,5,7,245,11,44,48,9,0,0,116,87,40,97,11,4,4,239,525,35,326,3,37,4,938,733,14,386,4,61,5,1205,146,3,69,0,10,0,226,6,0,3,0,0,0,8,3,0,0,0,0,0,8,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,11,24,27,41,9,9,12,119,1562,480,1108,89,156,70,3468
SED52504,0,3,45,0,3,25,71,0,3,0,0,0,0,7,0,9,15,0,0,0,28,0,4,27,0,3,0,35,5,0,23,0,0,0,28,7,0,35,0,3,0,38,59,4,78,0,4,0,146,331,0,246,0,12,0,588,253,0,122,0,3,0,386,126,0,53,0,3,0,180,94,0,35,0,0,0,128,75,0,19,0,0,0,96,32,0,8,0,0,0,41,29,0,9,0,0,0,36,14,3,19,0,0,0,37,1030,32,729,0,35,25,1849
SED52605,0,3,48,3,3,16,74,0,11,4,0,0,0,12,0,61,16,0,4,0,79,3,24,22,0,0,0,59,7,18,17,0,0,0,44,12,8,41,0,5,0,66,91,13,90,0,3,0,195,596,12,240,0,10,3,866,570,0,167,0,13,0,751,127,0,33,0,0,0,171,21,0,15,0,0,0,32,11,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,6,13,9,22,0,8,0,57,1464,157,719,15,45,21,2420
SED52704,4,14,42,0,4,24,87,0,23,4,0,0,0,27,9,74,27,0,5,0,106,22,51,53,3,0,0,132,9,23,35,3,0,0,72,26,9,54,0,4,0,100,220,8,164,8,3,4,406,1111,10,475,0,24,3,1616,395,0,179,0,13,0,586,94,0,29,0,6,0,125,28,0,6,0,0,0,30,6,0,10,0,0,0,14,4,0,3,0,0,0,4,5,0,4,0,0,0,10,18,11,34,3,9,0,80,1947,216,1112,20,62,43,3400
SED52802,3,11,48,3,4,37,99,0,17,4,4,0,0,24,3,60,26,14,0,0,104,7,55,34,54,0,3,151,3,17,37,7,0,0,67,18,10,68,3,4,3,104,160,12,177,3,20,4,379,312,11,204,7,28,3,568,128,0,69,0,6,0,208,41,0,24,0,0,0,64,17,0,4,0,0,0,20,10,0,4,0,0,0,18,0,0,3,0,0,0,3,4,0,3,0,0,0,8,13,3,25,4,0,7,56,729,190,733,101,70,53,1872
SED52903,0,230,9,19,147,36,436,0,16,0,4,6,0,28,0,40,9,20,9,0,74,0,15,5,3,10,0,38,0,9,11,0,3,0,20,0,0,8,3,5,0,22,0,4,7,0,0,0,17,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,5,32,4,101,4,375,60,46,203,39,736
SED53003,4,613,45,99,292,137,1187,0,331,3,49,63,6,455,12,625,15,50,145,8,861,25,353,29,33,177,10,622,9,166,34,5,126,9,350,57,191,56,14,138,3,464,126,137,76,11,104,3,453,270,76,104,3,69,4,534,253,12,80,3,41,0,388,170,12,58,0,16,0,248,102,5,38,0,18,0,166,51,8,17,0,4,0,85,19,0,6,0,4,0,30,29,0,10,0,10,0,55,29,257,51,23,109,5,478,1170,2792,627,287,1314,189,6387
SED53104,0,0,30,3,0,12,55,0,0,0,0,0,0,4,0,24,14,0,0,0,34,3,21,24,13,0,3,63,0,5,19,0,0,0,28,7,3,22,0,0,0,30,33,3,69,4,0,0,115,318,0,210,0,14,4,545,328,0,132,0,11,5,476,115,0,39,0,0,0,157,17,0,8,0,0,0,20,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,3,22,0,0,0,35,839,63,600,18,28,23,1573
SED53205,3,29,57,6,14,29,143,0,38,0,4,0,0,45,3,216,32,11,6,0,265,10,171,59,27,12,3,279,25,72,66,11,21,0,201,190,56,143,3,91,0,480,871,42,393,3,48,0,1353,1755,4,505,0,36,15,2313,224,0,83,3,12,0,332,22,0,16,0,3,0,40,12,0,4,0,0,0,13,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,10,29,38,40,3,17,6,135,3167,661,1402,74,255,65,5616
SED53306,9,17,64,5,8,40,140,3,37,3,10,5,0,52,13,243,47,15,11,6,328,44,191,81,59,15,0,387,51,81,86,26,11,3,254,312,61,203,17,45,8,638,983,34,402,4,38,10,1466,901,4,329,3,25,0,1257,147,0,47,0,3,0,200,34,0,9,0,0,0,48,10,0,4,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,9,0,0,0,14,17,37,35,11,17,12,128,2530,698,1313,145,174,77,4937
SED53402,3,41,89,11,0,39,183,3,71,10,32,0,0,120,10,351,44,20,9,0,431,25,113,87,66,5,0,303,98,61,96,4,11,3,273,315,45,180,8,16,3,562,786,56,356,14,39,3,1256,1062,20,498,3,29,3,1616,578,3,227,0,16,3,820,181,0,65,0,3,0,254,41,0,8,0,0,0,53,12,0,3,0,0,0,21,7,0,0,0,0,0,6,6,3,4,0,3,0,17,40,36,47,6,4,9,145,3193,797,1718,162,138,66,6069
SED53502,4,44,74,5,12,45,187,0,39,4,0,0,0,48,7,262,34,6,14,7,328,17,142,54,24,9,3,245,18,40,65,3,4,3,140,95,49,86,6,10,3,246,628,28,304,10,30,9,1009,947,13,408,21,40,11,1444,173,0,64,3,6,0,253,46,0,8,0,0,0,56,18,0,8,0,0,0,24,5,0,0,0,0,0,5,3,0,0,0,0,0,4,5,0,7,0,0,0,8,32,40,29,7,8,6,127,1991,668,1154,83,133,81,4122
SED53602,12,65,64,4,6,28,183,0,68,3,10,0,0,87,3,464,34,20,5,3,537,17,227,42,26,4,0,317,11,96,37,11,7,3,154,44,75,67,7,9,0,201,651,60,293,4,55,10,1084,1226,16,604,8,153,14,2017,145,0,91,0,17,0,258,19,3,12,0,3,0,38,12,0,8,0,0,0,22,0,0,0,0,5,0,7,3,0,0,0,0,0,4,3,0,3,0,0,0,12,38,82,33,8,11,8,174,2190,1173,1296,90,265,64,5084
SED53701,4,16,146,9,216,224,618,0,20,14,3,29,0,67,8,123,94,22,92,0,344,35,77,159,5,38,11,316,46,18,134,4,35,3,240,117,45,181,4,36,0,388,204,34,173,6,39,5,464,144,0,108,0,23,3,280,21,0,21,0,3,0,47,7,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,3,0,17,12,28,55,5,79,7,173,602,362,1109,63,597,250,2986
SED53802,11,26,82,3,3,41,157,0,31,8,7,3,0,42,9,177,28,6,0,3,223,14,65,56,18,0,4,150,12,35,44,0,3,0,97,29,33,64,0,5,0,131,405,24,243,3,23,0,695,1237,8,529,3,78,7,1858,364,3,162,0,9,3,554,47,0,29,0,4,0,83,15,0,6,0,3,0,24,5,0,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,36,23,63,6,8,5,140,2183,410,1313,49,154,62,4167
SED53902,5,6,80,6,6,62,162,0,20,0,5,0,0,34,7,103,32,25,7,0,184,23,39,71,53,9,3,196,33,9,45,17,6,0,120,260,5,98,4,16,0,391,754,13,340,6,20,7,1145,1026,10,445,3,44,9,1536,442,0,192,0,13,6,649,155,0,79,0,6,0,244,65,0,32,0,3,0,100,32,0,17,0,0,0,48,15,0,10,0,0,0,26,15,0,7,0,0,0,26,35,19,70,15,15,11,154,2871,240,1523,136,145,93,5014
SED54006,3,19,81,3,30,68,198,0,15,4,3,3,0,23,5,84,53,7,9,0,159,30,66,58,17,19,0,190,67,20,94,7,23,3,207,116,24,147,0,24,0,313,462,12,276,3,26,5,786,638,5,242,3,25,0,911,72,0,29,0,3,0,109,13,0,14,0,0,0,33,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,23,13,35,0,11,4,86,1433,254,1038,40,177,86,3026
SED54104,7,20,108,5,3,53,205,0,35,3,10,3,0,53,3,183,31,10,4,0,236,23,61,41,21,10,3,152,52,15,44,0,3,0,119,207,16,69,7,22,0,322,461,17,176,11,24,3,696,673,12,233,25,29,3,977,637,3,210,9,7,3,874,475,0,135,5,7,0,622,261,0,82,0,3,0,347,170,0,55,0,0,0,225,119,0,25,0,0,0,147,223,0,63,0,9,0,294,43,5,53,9,9,3,118,3351,374,1339,109,133,74,5390
SED54203,23,118,31,69,1176,100,1518,0,44,3,9,46,0,101,3,160,26,6,122,0,319,29,147,44,15,82,0,310,14,42,37,0,41,0,135,43,51,23,3,46,0,167,88,36,52,6,41,0,232,91,7,50,0,18,0,166,90,3,18,0,13,0,124,25,0,6,0,4,0,45,20,0,9,0,3,0,38,7,0,9,0,3,0,22,3,0,0,0,3,0,5,8,0,3,0,3,0,12,24,54,15,13,133,5,240,460,666,337,119,1735,114,3426
SED54304,0,0,33,0,5,14,49,0,3,3,0,0,0,4,8,13,12,0,0,0,26,0,8,17,3,3,0,31,3,0,24,0,0,0,29,4,0,29,0,0,0,32,61,0,43,0,3,0,106,487,0,220,0,11,0,722,385,0,155,0,15,0,550,229,0,80,0,0,0,313,152,0,36,0,0,3,194,59,0,11,0,0,0,76,23,0,11,0,0,0,34,20,0,6,0,0,0,28,19,3,10,0,0,6,42,1447,26,681,3,39,23,2231
SED54404,27,54,108,7,18,59,283,0,77,5,3,3,0,88,23,382,52,16,0,4,475,55,114,78,58,10,3,318,84,34,79,6,3,5,209,330,29,152,18,12,4,547,729,31,299,12,34,3,1108,2081,20,612,4,30,8,2759,2000,5,527,0,32,9,2574,964,0,245,0,18,4,1233,380,0,96,0,14,3,497,196,0,33,0,12,3,243,84,0,10,0,0,0,103,115,0,42,0,3,0,155,83,34,84,12,18,7,237,7155,786,2431,133,205,108,10821
SED54503,101,155,39,76,1687,156,2216,14,76,0,13,173,0,280,23,240,10,19,871,4,1162,86,230,9,15,372,0,706,80,117,22,4,178,0,398,190,171,35,6,217,7,631,438,116,33,5,170,3,768,659,65,62,3,93,8,883,439,22,43,3,64,3,580,261,5,28,0,26,0,319,161,4,12,0,28,0,201,131,0,16,0,15,0,167,53,0,17,0,6,0,82,112,4,27,0,35,5,181,206,106,40,7,402,16,780,2945,1310,406,158,4347,194,9360
SED54605,3,3,78,9,3,42,130,0,24,3,0,0,0,27,11,55,36,4,5,0,108,8,13,34,0,0,0,56,11,9,33,3,4,0,51,18,3,42,0,5,0,73,170,3,132,0,9,0,319,634,7,333,3,22,0,997,424,0,146,0,13,0,583,133,0,41,0,3,0,179,38,0,19,0,0,0,58,7,0,3,0,0,0,13,3,0,3,0,0,0,7,5,0,3,0,5,0,17,7,4,43,8,3,3,79,1468,125,957,34,65,48,2706
SED54705,3,15,56,4,10,42,138,0,22,3,6,0,3,34,9,160,46,3,6,3,235,25,101,55,20,20,3,220,54,23,91,9,12,3,195,319,28,217,0,88,3,666,825,19,381,0,60,8,1289,828,5,363,0,22,4,1224,122,0,42,0,3,0,166,21,0,13,0,0,0,35,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,12,27,19,40,3,15,0,109,2253,394,1314,52,232,77,4321
SED54804,3,47,84,8,7,45,197,0,65,4,5,0,0,73,4,345,29,32,0,3,415,14,135,43,20,0,0,220,20,52,48,12,7,3,141,87,27,85,3,19,0,220,369,22,202,3,22,3,626,922,17,455,4,23,11,1434,859,3,323,0,14,0,1193,445,0,108,0,3,0,557,219,0,48,0,3,0,265,82,0,19,0,3,0,106,33,0,12,0,0,0,48,51,0,18,0,0,0,71,32,42,51,8,7,5,146,3145,754,1530,91,110,76,5713
SED54905,8,46,139,0,12,60,264,0,41,9,18,0,0,68,9,257,36,9,4,3,314,17,111,83,17,6,0,238,16,42,54,0,0,0,111,74,46,67,9,16,0,213,579,20,255,3,19,0,873,1103,27,414,3,23,3,1575,630,3,219,0,16,0,873,296,0,75,0,0,3,383,142,0,41,0,0,0,189,94,0,28,0,3,0,120,52,0,5,0,3,0,66,55,0,16,0,0,0,71,31,29,58,15,7,12,155,3109,633,1504,70,115,90,5512
SED55005,3,3,65,0,0,19,94,0,0,3,0,0,0,3,0,21,12,0,0,0,37,6,22,22,0,6,3,56,6,14,24,0,0,0,48,13,16,35,0,3,0,64,70,7,77,0,8,0,156,710,4,254,3,23,5,999,688,0,198,0,18,0,902,138,0,35,0,0,0,176,11,0,7,0,0,0,14,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,6,0,0,0,11,23,8,29,4,6,3,68,1673,82,773,8,65,34,2636
SED55102,0,0,70,4,10,39,119,0,0,0,3,0,0,4,0,3,31,10,6,0,45,10,4,30,8,5,0,54,6,3,38,6,3,0,63,15,0,51,0,8,0,81,98,0,90,3,5,0,202,458,3,229,0,12,3,708,282,0,96,0,14,0,386,115,0,31,0,0,0,141,36,0,9,0,0,0,43,7,0,4,0,0,0,14,3,0,5,0,0,0,9,7,0,7,0,0,0,11,18,3,27,8,17,3,69,1059,14,713,38,74,46,1949
SED55206,4,8,88,4,34,80,223,0,30,11,3,3,0,45,4,212,50,3,19,0,292,13,146,74,20,29,0,288,18,45,58,0,22,3,143,44,27,94,6,26,0,203,317,18,242,0,31,3,626,975,0,380,0,31,8,1394,297,0,97,0,11,3,410,32,0,16,0,3,0,51,7,0,3,0,0,0,9,3,3,0,0,0,0,8,0,0,4,0,0,0,3,4,0,3,0,3,0,10,19,30,44,5,24,3,119,1750,530,1168,48,235,106,3834
SED55305,6,96,123,13,7,42,285,8,87,6,6,0,0,112,44,494,84,90,16,9,739,76,155,121,111,24,7,492,114,49,93,12,10,0,271,380,58,141,13,9,3,614,865,37,415,10,41,15,1379,1727,27,680,8,62,7,2510,817,3,332,10,32,0,1196,289,0,108,0,7,0,406,110,0,42,0,3,0,155,54,0,16,0,0,0,71,21,0,5,0,3,0,34,28,0,24,0,0,0,52,70,74,90,14,24,7,276,4611,1078,2266,288,241,96,8578
SED55401,9,30,211,3,263,200,717,0,38,23,16,31,6,113,46,149,157,33,73,5,472,113,132,207,49,73,7,588,115,50,160,5,57,6,397,186,45,166,7,38,0,455,116,23,91,0,15,0,247,58,4,48,3,15,0,119,10,3,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,9,17,36,42,5,96,6,193,677,529,1132,122,650,235,3345
SED55504,0,3,59,3,7,33,105,0,4,4,0,0,0,13,3,48,19,0,4,0,73,0,38,29,0,19,0,98,9,13,19,0,7,0,43,17,15,35,0,6,0,77,123,13,106,0,22,0,266,830,8,319,5,29,3,1188,561,0,219,0,13,5,789,84,0,38,0,3,0,130,13,0,8,0,0,0,29,4,0,3,0,0,0,10,3,0,4,0,0,0,7,6,0,0,0,0,0,3,24,10,27,0,3,3,68,1671,163,894,11,106,54,2900
SED55605,0,0,59,0,6,18,90,0,10,0,3,0,0,20,3,77,24,0,9,0,116,7,56,35,6,8,0,117,6,24,42,0,10,0,85,29,30,59,0,104,0,221,515,16,263,0,34,0,833,1799,8,500,0,37,0,2347,366,0,109,0,10,3,485,54,0,16,0,3,0,76,13,0,0,0,0,0,18,11,0,0,0,0,0,10,3,0,0,0,0,0,3,12,0,0,0,0,0,10,33,17,42,4,12,4,108,2853,239,1154,19,234,37,4538
SED55706,4,13,132,10,72,155,390,0,18,9,4,8,0,42,40,176,132,23,27,7,410,137,100,138,34,50,4,462,75,44,134,8,32,0,294,213,33,192,6,27,0,466,403,23,270,3,19,3,718,351,0,213,0,19,3,585,69,0,52,0,0,0,123,8,0,7,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,0,4,5,0,5,0,0,0,15,22,18,53,6,31,7,131,1339,423,1354,92,275,182,3663
SED55802,5,17,49,4,7,33,121,0,33,3,3,0,0,34,0,153,21,0,3,0,173,4,117,31,3,4,0,161,9,42,32,7,3,0,90,34,52,35,3,32,0,159,257,52,122,9,18,0,449,1012,23,453,3,46,5,1543,404,0,153,0,17,3,578,41,3,25,0,0,0,71,12,0,3,0,4,0,14,8,0,3,0,0,0,11,3,0,4,0,0,0,6,5,0,4,0,0,0,11,28,24,22,0,10,3,88,1818,525,948,30,140,54,3512
SED55905,4,66,61,5,4,53,188,0,59,10,11,0,0,79,4,436,27,28,3,3,508,16,216,39,58,8,3,341,24,69,51,15,3,4,165,66,57,81,11,16,0,235,335,59,195,10,15,0,610,768,25,408,0,41,8,1262,288,3,130,0,6,0,429,74,3,28,0,5,0,105,16,0,3,0,0,0,23,0,0,3,0,0,0,4,5,0,0,0,0,0,6,0,0,3,0,0,0,5,17,76,33,8,7,8,136,1612,1084,1079,141,113,83,4109
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,0,4,71,16,50,63,211,3,12,15,11,17,0,61,20,32,61,22,19,0,157,50,16,81,3,14,0,160,44,0,59,0,7,0,115,44,0,45,0,7,0,101,22,0,18,0,0,0,42,5,0,3,0,0,0,9,0,0,4,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,3,13,0,15,3,47,196,67,374,61,125,73,898
SED60106,7,30,37,15,4,31,130,6,57,9,14,3,3,80,58,109,67,34,19,0,295,274,66,185,29,21,8,587,176,24,166,4,12,0,376,476,22,255,3,12,3,775,623,6,262,0,23,0,920,237,0,64,3,0,0,310,44,0,24,0,0,0,68,4,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,22,8,13,3,72,1926,338,1094,114,110,54,3631
SED60112,3,29,25,8,0,22,88,4,44,3,9,3,0,67,42,107,36,11,6,0,205,151,35,96,21,5,9,314,79,13,89,8,10,0,203,311,9,137,3,12,3,475,478,6,216,0,13,0,720,155,0,48,0,6,0,211,28,0,6,0,0,0,33,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,11,25,0,10,0,66,1274,266,691,62,65,40,2394
SED60115,6,97,54,7,13,33,216,5,160,14,16,10,7,201,86,357,118,44,22,6,627,377,349,232,78,30,16,1091,424,198,229,19,20,7,908,584,56,260,5,35,10,951,397,17,214,15,25,5,660,127,8,55,11,18,0,216,15,3,10,0,0,0,28,0,0,8,0,0,0,9,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,23,86,31,12,14,4,165,2047,1328,1222,209,197,89,5094
SED60207,3,63,39,3,10,31,153,5,113,5,10,6,3,146,28,278,72,34,14,6,440,154,253,141,41,28,14,630,184,144,194,48,27,8,599,592,43,418,8,41,8,1105,346,5,181,6,17,5,558,67,11,24,3,3,0,107,4,0,7,0,0,0,14,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,55,26,13,8,3,126,1399,963,1106,176,155,78,3880
SED60208,0,57,43,7,11,34,148,3,96,13,4,0,0,122,76,219,111,15,13,6,430,251,162,219,30,26,11,699,240,93,229,11,30,4,601,448,21,299,3,25,5,804,241,6,140,0,10,0,399,48,5,21,0,0,0,73,4,3,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,3,15,31,39,3,14,3,104,1324,699,1110,76,131,66,3408
