SED_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED51604,3,60,801,3071,3139,997,173,117,8364,0,108,422,517,65,8,0,28,1152,10,89,357,867,217,34,0,22,1597,10,199,781,1380,277,38,4,54,2747,3,139,428,62,7,0,0,24,662,18,440,410,92,9,0,0,24,1005,9,170,716,200,15,0,0,25,1136,0,0,0,0,0,0,0,0,0,26,754,1555,349,28,0,3,70,2795,0,0,6,0,4,0,0,0,9,0,4,7,10,8,0,0,10,40,39,1017,3149,4817,3459,1039,178,254,13961
SED51702,20,131,638,4989,11277,1439,298,254,19055,0,10,52,482,261,12,0,16,834,0,0,0,10,16,0,3,3,34,0,10,52,494,278,13,3,21,867,0,0,10,0,3,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,4,14,3,3,3,10,6,3,0,3,29,0,4,6,11,12,4,3,7,54,30,156,704,5504,11578,1451,307,286,20026
SED51806,6,74,513,4035,7375,698,90,217,13009,3,120,476,430,45,0,0,49,1120,0,4,84,284,45,5,0,13,434,4,126,555,717,88,6,0,60,1554,3,86,119,117,0,0,0,31,353,0,0,18,25,3,0,0,0,44,0,0,19,34,3,0,0,0,54,0,0,0,0,0,0,0,0,0,3,86,162,167,5,0,0,32,452,15,58,33,10,0,0,0,4,127,0,8,3,14,5,0,0,3,38,31,354,1263,4944,7475,702,95,315,15175
SED51903,22,202,1207,6647,5262,809,135,304,14588,16,314,698,645,54,5,0,75,1817,0,14,65,112,34,0,0,9,233,16,329,762,764,90,9,0,85,2052,3,110,115,55,7,0,0,10,294,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,114,55,7,0,0,10,297,45,134,35,23,22,7,3,28,289,4,30,20,30,22,6,9,38,160,92,799,2138,7515,5404,825,151,463,17378
SED52002,16,89,538,5396,6584,780,128,249,13780,6,68,312,505,48,4,0,23,969,0,7,17,7,4,0,0,4,36,6,73,327,511,47,4,0,28,1009,0,3,22,14,0,0,0,0,40,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,14,0,0,0,3,46,23,80,47,23,26,7,0,12,224,0,4,6,13,5,4,0,3,32,49,256,946,5952,6668,793,137,294,15080
SED52105,4,156,1244,4734,2741,409,86,165,9547,6,190,1364,1006,95,5,3,76,2748,3,115,456,819,226,24,0,27,1669,11,309,1819,1823,324,29,4,103,4419,9,140,192,30,3,0,0,15,394,0,145,390,83,4,0,0,27,652,21,253,361,126,4,0,0,17,778,0,0,0,0,0,0,0,0,3,29,542,937,235,14,0,3,71,1830,16,32,57,17,5,0,0,3,138,6,11,15,23,11,0,0,89,159,61,1062,4076,6825,3094,440,97,436,16089
SED52201,19,121,753,4712,5034,552,94,233,11525,3,126,571,357,21,3,0,39,1124,0,13,75,99,91,14,0,8,302,3,138,642,454,116,21,0,47,1422,3,67,88,57,3,0,0,18,239,0,3,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,100,60,3,0,0,18,251,21,72,86,48,27,4,0,22,275,3,5,15,13,6,0,0,8,49,50,406,1599,5289,5183,580,96,332,13529
SED52304,9,34,171,4276,7763,830,131,215,13429,4,121,336,980,229,14,3,41,1727,0,12,29,203,36,11,4,11,312,4,133,371,1180,270,24,7,54,2040,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,8,4,3,0,0,0,3,25,0,0,3,6,8,0,0,0,16,21,177,540,5465,8048,857,135,267,15509
SED52402,18,78,566,5666,5447,667,90,244,12777,7,146,440,860,85,6,5,66,1613,0,6,12,22,3,0,0,0,42,8,149,447,887,89,6,5,66,1653,0,3,65,70,3,0,3,3,155,0,3,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84,70,3,0,3,3,166,0,0,0,4,3,0,0,0,9,0,3,0,11,4,0,0,3,23,22,237,1102,6639,5547,674,103,314,14630
SED52504,4,20,194,3009,5731,1162,173,115,10418,0,20,155,482,55,9,3,16,749,0,4,27,264,126,16,4,8,443,0,24,183,745,181,25,6,28,1195,22,41,105,89,0,0,0,14,269,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,102,88,0,0,0,20,278,0,0,0,0,0,0,0,0,4,0,0,3,3,8,0,0,5,14,32,93,481,3847,5924,1194,177,158,11906
SED52605,13,30,117,2910,7898,1058,183,152,12362,3,67,327,406,135,3,5,27,979,0,0,8,45,24,0,0,0,84,3,67,336,448,160,8,6,26,1056,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,5,0,3,8,3,0,0,0,0,17,11,109,462,3364,8062,1066,187,186,13447
SED52704,10,46,182,4475,5412,698,92,155,11065,0,64,143,610,64,6,0,18,906,3,66,93,293,123,26,7,26,646,3,127,242,902,189,31,14,45,1548,0,16,11,24,10,0,0,3,64,0,27,175,50,12,0,0,11,269,0,69,176,86,3,0,0,13,348,0,0,0,0,0,0,0,0,3,0,115,367,159,17,0,0,27,689,0,0,0,11,4,0,0,3,19,0,11,5,3,3,0,0,0,30,15,300,793,5557,5620,727,106,225,13341
SED52802,12,104,601,4512,5026,1023,216,187,11670,3,104,228,202,18,3,3,20,584,0,0,21,7,0,0,0,0,39,3,101,250,206,18,3,3,23,614,0,32,25,57,3,0,0,3,127,0,16,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,60,7,0,0,3,158,0,3,4,26,19,3,6,0,60,0,0,6,8,6,0,0,19,45,18,265,897,4809,5076,1029,230,235,12550
SED52903,3,24,100,455,162,7,4,59,816,0,11,21,5,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,11,21,5,0,0,0,4,34,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,12,23,4,3,0,0,0,3,49,0,3,3,7,0,3,0,3,24,16,60,133,474,169,8,9,75,932
SED53003,41,273,919,3621,2163,238,57,234,7548,3,120,336,160,26,0,4,41,679,0,17,109,65,11,0,0,4,206,3,133,443,226,34,0,4,48,888,7,77,268,98,19,3,0,31,499,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,272,99,19,3,0,31,510,224,343,108,77,40,5,6,97,914,13,42,36,45,12,5,6,17,174,299,871,1777,4066,2262,256,73,432,10031
SED53104,3,35,185,3030,6431,889,114,123,10829,0,23,230,627,69,0,3,21,978,0,0,3,27,8,0,0,0,42,0,24,235,649,78,0,3,18,1015,0,0,40,29,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,29,0,0,0,7,80,0,12,58,7,3,0,0,6,93,0,0,0,0,0,0,0,0,3,4,80,519,3724,6518,896,121,156,12020
SED53205,26,134,821,6661,10634,909,140,364,19683,0,80,267,500,75,0,0,34,955,0,10,65,60,5,0,0,0,137,0,86,336,557,81,0,0,35,1097,0,69,200,51,0,0,0,11,332,0,0,91,34,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,294,87,3,0,0,11,469,4,23,13,28,35,3,6,10,115,0,0,6,20,24,9,0,11,65,29,316,1462,7348,10769,925,141,434,21423
SED53306,15,152,952,4197,6192,542,92,241,12378,9,226,872,869,53,6,0,93,2127,0,47,125,294,39,6,0,16,522,12,275,993,1159,86,9,0,108,2641,4,106,312,70,4,0,0,24,516,3,0,26,61,4,0,0,0,97,0,5,64,111,5,0,0,6,189,0,0,0,0,0,0,0,0,0,3,111,408,240,17,0,0,32,802,12,73,63,3,4,0,0,17,166,0,4,12,9,6,0,0,3,38,42,605,2424,5608,6304,552,92,400,16023
SED53402,9,86,1435,5351,2708,367,57,180,10203,8,213,859,883,123,6,0,63,2157,5,168,526,754,107,7,0,40,1613,10,382,1385,1643,228,18,3,103,3767,5,183,792,196,4,0,0,37,1216,0,156,455,45,0,0,0,19,674,0,321,237,12,0,0,0,18,601,0,0,0,0,0,0,0,0,3,11,663,1481,255,4,0,4,74,2493,0,3,3,8,0,0,0,0,10,0,4,6,20,14,0,0,0,49,23,1139,4312,7269,2958,391,65,362,16519
SED53502,12,116,899,4949,4979,648,114,218,11932,6,234,578,1072,59,5,3,74,2034,0,26,166,182,29,0,0,5,413,5,263,743,1248,93,3,5,79,2446,0,36,71,12,0,0,0,7,123,0,48,108,18,0,0,0,3,171,0,0,20,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,82,195,33,0,0,0,10,316,23,60,24,13,3,0,0,16,137,0,0,7,14,5,0,0,3,32,39,520,1862,6253,5080,652,118,325,14864
SED53602,21,48,338,5052,4201,616,88,227,10588,5,385,749,2705,103,10,0,158,4117,0,49,89,225,30,4,3,14,411,12,430,838,2927,138,10,3,171,4530,0,44,105,46,0,0,0,11,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,44,105,48,0,0,0,11,206,0,0,0,0,0,0,0,0,0,0,0,3,19,3,0,0,0,30,28,517,1282,8054,4340,625,92,411,15362
SED53701,35,278,1367,5006,4380,705,195,302,12269,0,26,95,63,13,0,0,12,211,0,0,8,5,4,3,0,0,24,0,26,101,72,14,3,0,12,235,0,43,66,22,3,0,0,11,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,43,66,22,3,0,3,12,160,50,137,69,38,24,7,10,26,362,6,12,24,32,35,10,3,29,136,91,495,1627,5170,4459,724,212,386,13161
SED53802,8,53,426,4442,3970,609,136,199,9846,3,171,652,2853,159,5,4,95,3944,0,7,98,248,52,3,0,11,417,3,178,757,3094,211,14,4,99,4362,0,24,64,28,0,0,0,6,122,0,12,16,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,78,31,0,0,0,6,152,0,0,0,3,0,0,0,0,6,0,0,0,22,10,3,0,3,46,18,267,1257,7591,4198,624,145,310,14412
SED53902,0,44,724,3937,2659,587,100,153,8209,11,164,1398,2073,140,13,3,105,3908,0,27,292,714,231,21,3,15,1297,11,188,1695,2783,371,33,6,116,5206,7,286,1035,187,13,0,0,62,1588,0,135,184,6,0,0,0,11,338,0,39,212,32,0,0,0,8,299,0,3,0,0,0,0,0,0,0,9,464,1436,229,15,0,0,76,2230,0,0,5,7,0,0,0,3,14,0,0,7,15,16,0,0,4,37,16,702,3865,6967,3057,624,106,358,15701
SED54006,16,109,938,4260,6856,742,144,248,13316,0,49,198,156,11,3,3,15,435,0,0,10,4,3,0,0,0,19,0,49,209,161,14,5,3,15,460,0,10,50,25,0,0,0,3,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,53,27,0,0,0,3,101,19,91,51,15,7,3,0,21,205,0,0,9,14,20,4,0,16,68,32,268,1255,4476,6896,755,151,312,14149
SED54104,7,66,932,3019,2925,1009,219,110,8278,5,57,393,347,35,0,0,16,849,6,138,534,973,164,6,3,20,1846,10,189,932,1317,199,8,3,37,2692,14,433,683,154,8,3,0,28,1311,36,474,560,99,7,0,3,26,1210,0,393,639,235,13,3,0,34,1326,0,0,0,0,0,0,0,0,4,51,1308,1878,493,25,7,5,87,3853,0,3,0,0,0,0,0,0,8,0,3,13,5,3,0,0,3,28,67,1570,3749,4836,3147,1025,223,238,14865
SED54203,15,116,529,2791,988,105,49,163,4757,3,72,157,63,9,0,0,40,348,0,0,6,0,6,0,0,0,11,3,72,167,64,15,0,0,40,366,0,14,57,37,4,0,0,0,121,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,64,37,3,0,0,0,139,104,194,48,20,19,9,3,59,452,3,12,8,17,4,3,9,27,94,124,418,809,2941,1033,121,73,292,5813
SED54304,7,18,123,1897,8741,1439,201,133,12547,0,18,132,447,110,4,0,18,729,0,6,33,52,41,9,0,3,149,0,25,166,499,147,19,4,15,877,0,23,24,35,0,0,0,0,88,0,14,63,32,0,0,0,0,115,0,0,9,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,3,41,99,67,3,0,0,5,210,0,19,35,0,3,0,0,4,61,0,0,3,3,6,0,0,3,17,9,93,418,2471,8905,1458,204,155,13715
SED54404,3,90,1332,3400,1494,224,48,150,6750,3,152,469,476,61,5,0,36,1210,4,112,505,1120,238,26,5,29,2045,11,267,972,1593,299,33,5,64,3260,18,378,603,191,3,0,3,39,1236,41,766,1232,296,5,0,3,65,2412,124,2225,4118,1123,37,11,7,134,7784,0,3,0,0,0,0,0,0,3,183,3375,5959,1608,51,10,12,240,11429,3,14,36,18,6,0,0,11,92,9,21,39,25,9,3,0,12,106,201,3767,8338,6644,1858,275,65,476,21633
SED54503,18,214,706,4331,3912,347,57,238,9814,8,105,374,319,50,6,0,34,905,0,15,57,95,31,5,0,3,214,8,119,431,417,82,9,0,40,1116,11,171,240,123,17,0,3,20,581,0,19,19,14,0,0,0,0,60,0,20,55,22,0,0,0,3,97,0,0,0,0,0,0,0,0,4,11,209,316,157,17,0,3,29,739,56,94,25,13,10,0,0,30,232,0,13,20,20,11,0,12,20,95,92,653,1495,4943,4027,357,65,357,11991
SED54605,7,51,241,3824,5576,1031,192,149,11063,3,66,415,666,79,9,0,28,1271,0,0,3,10,12,11,0,0,36,3,66,420,675,93,15,0,30,1306,3,19,80,307,22,6,0,9,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,80,307,22,6,0,9,449,0,0,0,0,3,0,0,0,3,0,0,0,6,3,0,0,0,11,13,133,744,4807,5700,1048,193,187,12834
SED54705,7,87,673,5284,5076,546,75,247,11996,3,105,543,432,18,0,0,51,1154,0,34,178,180,45,0,0,19,455,3,141,714,617,61,3,0,70,1609,0,113,476,135,16,0,0,39,775,0,0,9,0,0,0,0,0,9,0,22,61,35,0,0,0,4,128,0,0,0,0,0,0,0,0,0,3,138,547,168,11,0,0,46,914,13,70,19,17,9,0,0,9,138,0,0,3,5,3,0,0,4,10,26,432,1959,6089,5155,550,81,372,14672
SED54804,3,60,815,4105,2659,419,44,137,8239,6,199,1466,2585,86,10,8,121,4478,0,75,352,1524,347,16,0,41,2350,6,268,1819,4110,434,21,8,164,6835,3,198,473,27,0,0,0,19,715,0,40,99,17,5,0,0,0,163,0,49,106,129,3,0,0,13,298,0,0,0,0,0,0,0,0,0,3,281,681,167,13,0,0,36,1178,0,0,0,0,0,0,0,0,4,0,4,9,17,3,0,0,0,39,13,614,3324,8403,3101,442,55,337,16295
SED54905,0,62,818,2872,2847,633,148,129,7508,0,128,1227,955,129,16,0,49,2503,4,161,813,1753,340,31,3,58,3168,4,286,2048,2704,470,42,10,105,5672,3,103,435,124,28,0,0,21,714,0,146,232,59,4,0,0,13,462,0,123,367,224,8,0,0,20,735,0,0,0,0,0,0,0,0,0,3,369,1036,408,34,0,0,53,1911,0,0,0,3,0,0,0,0,9,0,3,25,16,13,0,0,4,58,9,726,3928,6002,3367,678,158,292,15154
SED55005,10,19,155,2636,10278,1101,166,162,14531,0,13,70,574,258,23,3,18,963,0,0,16,32,46,8,0,0,109,0,13,90,605,306,30,3,20,1071,0,3,38,30,5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,30,5,0,0,0,71,0,0,0,3,3,0,0,0,4,0,0,0,3,3,0,0,0,10,10,41,280,3280,10597,1130,171,184,15695
SED55102,20,158,756,4358,7620,1168,268,194,14538,0,29,104,314,145,0,0,17,615,0,0,6,81,18,0,0,0,106,0,29,112,394,162,0,0,17,719,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,15,6,21,8,12,6,0,0,5,62,0,10,3,12,17,3,3,10,59,30,225,885,4778,7806,1176,273,225,15388
SED55206,21,139,796,4484,5920,592,109,202,12266,3,119,375,353,77,4,0,44,975,0,12,9,75,43,6,0,6,150,3,131,382,428,121,9,0,54,1128,0,18,11,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,18,10,4,3,0,0,0,39,18,83,246,67,10,3,3,28,465,0,3,9,15,18,4,4,11,65,41,384,1447,5000,6064,608,114,292,13956
SED55305,12,170,1503,4864,2232,427,125,206,9543,34,295,831,2034,293,59,46,134,3730,17,148,373,867,195,41,41,61,1742,51,444,1204,2905,484,101,86,192,5473,10,369,367,215,62,4,4,50,1092,11,202,472,66,0,0,0,19,768,25,403,652,147,21,0,0,40,1287,0,0,0,0,0,0,0,0,0,42,974,1490,427,89,12,4,106,3145,0,0,4,6,3,0,0,3,23,0,4,11,22,16,0,3,12,79,117,1594,4214,8224,2834,542,218,522,18263
SED55401,22,209,1431,5199,3417,603,129,278,11285,4,68,167,82,12,0,0,16,359,0,0,0,0,0,0,0,0,0,4,68,174,88,12,0,0,16,357,0,32,52,12,3,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,12,0,0,0,4,108,18,49,59,20,5,3,0,10,163,0,7,12,45,26,3,8,9,103,48,365,1723,5368,3459,605,139,322,12015
SED55504,5,91,640,2991,9022,925,144,192,14007,4,71,184,759,208,12,0,36,1271,0,0,0,12,6,0,0,0,27,4,70,191,774,210,12,0,38,1293,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,10,54,39,0,9,0,0,3,115,0,0,0,0,0,0,0,0,8,22,214,872,3777,9240,941,139,234,15444
SED55605,18,119,367,3642,12668,1176,178,285,18450,3,33,190,400,78,4,0,27,726,0,3,14,25,13,0,0,0,61,3,39,197,422,95,3,0,28,790,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,4,3,0,0,0,6,0,0,0,8,11,0,0,3,23,23,164,570,4076,12770,1186,175,308,19275
SED55706,41,351,1917,6202,4389,599,142,258,13891,0,76,235,100,14,0,0,22,446,0,15,9,7,0,0,0,0,30,3,95,243,102,16,0,0,22,480,0,51,103,13,0,0,3,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,103,13,0,0,3,15,187,17,84,32,16,15,0,6,12,183,4,7,21,37,22,6,6,9,106,62,593,2316,6376,4444,605,156,310,14849
SED55802,13,49,240,4484,10061,978,172,256,16242,0,65,491,863,240,21,0,43,1709,0,20,54,38,0,0,0,8,116,0,80,545,895,241,16,0,46,1825,0,0,4,7,3,0,0,0,18,0,3,84,0,3,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,6,9,0,0,3,108,3,26,63,3,3,0,0,5,104,0,3,0,3,8,0,0,10,25,21,162,930,5395,10319,1001,171,322,18311
SED55905,23,179,1015,5512,3761,481,73,218,11265,8,232,696,866,88,3,4,54,1952,4,54,62,125,25,5,0,0,285,14,286,761,990,121,5,4,61,2237,7,58,152,18,4,0,0,7,238,0,42,156,94,0,0,0,9,312,0,9,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,117,313,112,3,0,0,18,567,0,0,0,0,0,0,0,0,3,0,3,4,17,15,0,0,0,40,39,588,2092,6628,3893,496,82,291,14103
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,21,94,644,2094,728,112,38,92,3828,0,42,8,5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,42,8,11,0,0,0,0,59,0,13,21,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,0,4,41,0,12,8,7,3,0,0,3,32,0,3,8,21,7,4,0,3,53,28,158,688,2138,742,121,37,107,4013
SED60106,10,111,1605,5504,2304,387,68,183,10180,4,177,329,61,8,0,0,27,607,0,21,121,186,97,21,5,12,455,5,194,448,247,101,23,5,41,1061,15,274,860,120,22,3,0,35,1330,0,12,72,6,0,0,0,0,93,0,0,4,3,0,0,0,0,12,0,26,20,0,5,0,0,3,57,15,320,948,134,29,6,0,39,1489,3,12,23,14,6,0,0,3,56,3,3,19,20,9,0,0,5,54,30,649,3043,5910,2450,419,71,268,12847
SED60112,5,92,1219,4093,2060,393,56,127,8040,3,91,149,40,15,0,0,7,307,0,10,79,73,18,7,0,4,194,3,98,232,116,36,9,0,11,500,9,128,325,64,3,3,0,23,557,0,9,7,0,0,0,0,0,11,0,14,8,0,0,0,0,5,29,0,13,12,3,0,0,0,0,23,5,162,346,69,3,3,0,28,616,0,10,4,6,3,3,0,4,28,0,0,13,7,9,0,0,4,32,17,359,1812,4286,2109,405,54,172,9219
SED60115,17,134,1498,6992,1666,302,75,239,10924,4,327,738,125,5,3,0,61,1266,3,13,78,47,12,4,7,8,158,7,334,814,177,13,3,5,71,1431,3,249,318,61,7,0,0,38,686,0,3,3,3,0,0,0,0,5,22,57,0,0,0,0,0,5,84,0,0,0,0,0,0,0,0,3,26,317,322,60,7,0,0,39,781,0,10,16,12,4,0,0,0,37,0,8,13,7,4,0,0,4,36,49,799,2665,7253,1702,314,89,355,13213
SED60207,12,148,1641,6844,2045,360,76,241,11360,4,232,644,115,7,0,0,50,1050,0,21,85,11,0,0,3,12,133,4,255,733,123,3,0,3,59,1188,0,62,112,8,3,0,0,5,193,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,125,8,3,0,0,5,200,11,46,22,15,0,0,0,15,109,0,4,6,10,4,3,0,3,30,27,509,2523,7001,2060,364,79,322,12882
