SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
504031068,2954,8751,201,396,53,97,250,492,0,0,0,4,0,0,0,0,3,3,0,4,0,0,3,3,0,0,4,9,12,23,3227,9290,348,..,3574,9290
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
505011070,3378,8601,313,557,3,13,318,572,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,13,3707,9187,399,..,4102,9187
505011071,4074,12442,275,499,23,50,294,555,59,103,91,155,0,0,0,3,150,264,0,0,0,0,0,0,3,5,4,10,3,3,4526,13270,383,..,4905,13270
505011072,4914,14055,242,425,15,34,262,460,6,12,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,7,0,7,3,5,5186,14537,386,..,5574,14537
505011073,4562,11962,315,624,35,44,347,671,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,4919,12635,376,..,5292,12635
505011074,3386,9132,242,438,103,192,344,627,15,29,0,0,0,0,0,6,21,35,0,3,0,0,0,0,0,0,4,0,3,3,3758,9795,360,..,4116,9795
505011075,3258,9551,178,339,164,387,348,731,53,87,7,7,0,0,0,0,57,92,0,0,0,0,0,0,0,0,0,0,9,11,3671,10387,367,..,4036,10387
505011076,2536,8071,42,140,32,105,75,239,0,0,0,0,0,0,0,0,0,4,0,0,54,73,0,0,0,5,54,73,5,20,2668,8407,166,..,2836,8407
505011077,3428,9313,282,494,516,1191,797,1689,42,90,269,494,348,631,0,0,665,1211,0,0,3,4,0,3,9,34,15,40,23,45,4923,12295,589,..,5511,12295
505011078,4025,11150,410,746,26,58,431,801,75,102,0,0,0,0,0,0,80,102,9,12,82,105,3,6,0,0,89,122,0,0,4622,12178,300,..,4924,12178
505011079,3478,9897,221,395,39,84,259,481,51,63,0,0,0,0,0,0,51,63,0,0,0,0,0,0,0,0,0,0,6,8,3795,10446,340,..,4140,10446
505011080,2476,7327,48,109,21,56,65,162,29,36,0,0,0,0,0,0,33,39,0,0,0,3,0,0,0,3,3,8,3,0,2578,7537,211,..,2787,7537
505011081,2808,7357,223,401,0,7,218,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3032,7768,289,..,3316,7768
505011082,2752,7920,192,385,276,619,465,1001,170,209,0,0,0,0,0,0,170,209,0,0,0,4,0,0,0,0,0,4,3,16,3392,9150,347,..,3739,9150
505011083,2851,8503,275,470,8,27,284,495,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,3,10,3,10,3144,9022,187,..,3331,9022
505021084,3861,9886,1998,3931,181,435,2175,4372,11,14,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,6,0,6,9,14,6058,14291,672,..,6726,14291
505021085,4232,12799,2307,5231,153,349,2457,5578,111,207,0,0,0,0,3,3,113,207,0,0,0,0,0,0,0,0,0,0,18,45,6819,18636,704,..,7523,18636
505021086,6394,17650,2203,4243,225,540,2427,4784,312,456,35,43,0,0,0,0,343,497,0,3,3,3,0,0,4,8,5,17,11,30,9182,22976,935,..,10123,22976
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
505021088,3520,8684,2133,4015,878,2008,3009,6023,242,339,0,0,0,0,0,0,242,339,0,0,0,0,0,0,0,0,0,0,7,26,6787,15063,852,..,7638,15063
505021089,5818,16653,748,1478,238,613,982,2087,7,7,0,0,53,56,0,0,61,68,31,40,0,0,0,0,0,0,27,47,12,26,6907,18877,566,..,7472,18877
505021090,2582,6380,3881,8757,463,1083,4345,9842,59,112,0,0,0,0,0,0,59,112,0,0,0,0,0,0,0,9,0,9,33,75,7021,16414,990,..,8013,16414
505021091,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
505021092,2395,5907,2037,3629,1294,2817,3334,6445,470,713,159,229,244,481,0,0,870,1425,0,0,0,0,0,0,0,3,0,3,23,40,6623,13820,1220,..,7842,13820
505021093,3161,8874,1422,2790,203,475,1621,3270,335,534,132,245,0,0,0,0,461,778,0,0,0,0,0,0,0,0,0,0,4,9,5253,12932,637,..,5887,12932
505021094,2047,5526,405,764,279,553,687,1312,33,46,97,121,0,0,0,0,127,167,0,0,0,0,0,0,0,3,0,3,10,11,2868,7020,379,..,3248,7020
505021095,1467,3517,2788,5201,531,1146,3320,6352,496,901,86,144,18,23,0,0,599,1075,0,0,0,0,0,0,0,0,0,0,14,20,5399,10966,798,..,6193,10966
505021096,3417,10025,712,1527,298,777,1005,2306,446,689,93,166,0,0,0,0,538,860,0,3,0,0,0,0,4,6,4,11,15,45,4979,13243,550,..,5525,13243
505021097,2901,7832,1725,3114,617,1496,2338,4608,969,1623,82,115,86,128,0,0,1134,1864,0,0,0,0,4,5,3,3,4,11,25,64,6409,14385,898,..,7305,14385
505031098,3417,10623,377,693,29,59,407,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3830,11385,225,..,4058,11385
505031099,6725,19532,823,1499,38,65,861,1562,47,72,0,0,0,0,0,0,47,72,0,0,0,0,0,0,0,3,0,3,11,21,7640,21196,740,..,8382,21196
505031100,4870,15065,317,667,17,29,339,702,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,12,0,6,5212,15780,345,..,5556,15780
505031101,3662,10342,613,1349,159,330,771,1684,3,6,9,22,0,0,0,0,20,33,0,0,4,9,0,0,0,0,4,9,7,13,4457,12079,538,..,4997,12079
505031102,2309,6787,575,1213,153,342,728,1552,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,3036,8355,297,..,3335,8355
505031103,6824,22130,757,1798,112,343,875,2140,0,0,0,0,0,0,0,4,3,6,18,24,7,14,0,0,0,7,25,40,11,24,7735,24347,448,..,8181,24347
505031104,3090,9292,304,607,17,44,324,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3416,9949,217,..,3636,9949
505031105,5621,16849,262,494,73,173,341,667,6,12,21,47,8,16,0,0,33,66,0,3,0,0,0,0,0,0,0,3,3,5,5997,17593,692,..,6691,17593
505031106,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,4,9
505031107,4057,12104,220,498,9,35,228,534,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,4284,12643,369,..,4655,12643
505031108,7805,21891,992,2010,13,26,999,2034,14,17,0,0,0,0,0,0,12,24,40,50,64,82,0,0,3,18,114,151,12,15,8939,24104,699,..,9639,24104
505031255,2448,6711,227,501,0,0,229,503,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,19,2677,7240,420,..,3097,7240
505031256,218,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,219,639,19,..,235,639
505031257,1017,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,29,0,0,10,32,3,17,1027,2658,156,..,1188,2658
505031258,2807,7681,68,147,18,35,87,178,5,6,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,10,20,2904,7893,450,..,3353,7893
506011110,5276,14224,1480,2798,27,52,1510,2846,88,182,36,65,0,0,0,0,123,248,0,3,0,0,0,0,6,22,11,24,19,42,6940,17380,960,..,7901,17380
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,..,0,9
506011112,1841,4923,109,222,8,18,119,244,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,26,31,3,3,1989,5202,220,..,2206,5202
506011113,5473,16800,703,1833,28,84,732,1915,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,21,3,23,7,17,6213,18753,532,..,6747,18753
506011114,3179,8233,591,1202,3,12,597,1212,49,76,28,47,0,0,0,0,74,122,30,42,3,4,0,0,3,0,40,44,12,21,3895,9633,407,..,4303,9633
506011115,2696,7270,39,76,0,0,39,76,18,38,0,0,0,0,0,0,18,38,0,3,0,0,0,0,0,3,3,4,3,12,2754,7397,243,..,3000,7397
506011116,2412,6544,4,4,0,0,4,4,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,3,3,5,6,10,15,2426,6578,173,..,2602,6578
506011117,3025,9291,206,393,0,0,206,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3233,9686,259,..,3494,9686
506021118,3976,10093,658,1270,390,863,1041,2131,102,187,11,17,46,82,0,0,159,281,3,10,3,12,0,0,4,19,13,35,20,53,5216,12591,765,..,5981,12591
506021119,4035,10150,1419,2971,154,345,1569,3318,426,872,243,427,51,79,0,0,724,1380,0,0,0,3,0,0,14,30,12,33,31,59,6367,14938,834,..,7203,14938
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
506021122,5874,15293,1478,3304,666,1589,2140,4895,318,526,441,746,635,1099,0,3,1404,2380,0,0,0,0,0,0,6,12,6,12,24,53,9448,22634,1331,..,10774,22634
506021123,2591,6453,729,1585,1041,2288,1778,3872,224,390,281,528,989,1827,0,0,1498,2747,0,0,0,0,0,0,4,6,4,6,13,32,5878,13113,1128,..,7008,13113
506031124,4445,11782,1630,3806,371,944,1997,4757,314,496,86,137,207,261,0,0,611,898,0,0,0,4,0,0,3,5,4,9,35,90,7093,17532,1170,..,8261,17532
506031125,2912,9302,104,281,37,120,143,407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3057,9709,213,..,3273,9709
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
506031127,4062,12019,1585,4040,162,417,1750,4457,137,318,24,57,28,44,0,3,184,427,0,0,3,6,0,0,8,14,10,24,29,75,6024,16996,920,..,6949,16996
506031128,4439,11586,611,1174,19,25,628,1203,130,258,0,0,0,0,0,0,130,258,0,8,0,0,0,3,0,0,3,13,7,21,5202,13077,517,..,5713,13077
506031129,3836,11153,762,1607,27,78,786,1689,41,103,0,0,0,0,0,3,42,105,0,0,0,0,0,0,0,3,0,3,3,8,4677,12952,516,..,5194,12952
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
506031131,5286,16357,272,683,5,22,282,711,297,734,0,0,0,0,0,4,292,734,0,0,0,0,0,0,3,11,5,12,3,9,5872,17825,387,..,6263,17825
506041132,5641,16289,551,1243,149,349,699,1593,45,92,20,53,0,0,0,0,73,138,0,0,0,0,3,11,12,30,11,37,11,22,6429,18085,698,..,7126,18085
506041133,5893,19389,678,1791,48,133,724,1925,71,122,0,0,0,0,0,0,71,122,0,0,0,0,0,3,3,10,3,10,4,13,6695,21462,487,..,7179,21462
506041134,5959,15960,1090,2148,32,67,1121,2221,131,296,0,0,0,0,0,0,131,296,3,3,0,0,0,0,3,6,7,12,18,45,7225,18530,805,..,8027,18530
506041135,5730,17923,182,391,23,58,203,445,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,4,10,5943,18392,459,..,6400,18392
506041136,3818,11072,527,975,24,52,549,1026,96,221,30,42,0,0,0,0,122,268,102,142,0,0,0,5,61,173,167,314,36,62,4691,12740,449,..,5144,12740
506041137,7285,20895,616,1206,29,40,647,1244,28,39,48,114,0,0,0,0,70,157,0,3,0,0,0,0,3,10,4,11,8,13,8014,22318,682,..,8699,22318
506051138,5905,16652,476,797,9,18,484,818,0,0,0,0,0,0,0,0,0,0,56,72,0,0,0,0,3,9,64,86,11,41,6467,17601,561,..,7022,17601
506051139,4204,10992,122,240,5,6,127,243,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,4,7,12,4338,11262,329,..,4668,11262
506051140,5171,13476,260,390,32,51,293,442,3,6,0,0,0,0,0,0,3,15,0,3,0,0,0,0,3,7,3,11,8,18,5486,13957,488,..,5973,13957
506051141,3587,10047,105,155,3,3,105,164,39,46,0,0,0,0,0,0,39,46,0,3,0,0,9,19,25,83,34,105,22,48,3788,10410,286,..,4077,10410
506061142,5001,14906,72,141,0,3,75,146,15,16,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,3,0,3,5,23,5097,15092,495,..,5594,15092
506061143,1933,5901,3,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,15,0,0,5,22,9,30,1954,5959,151,..,2105,5959
506061144,1338,3624,6,10,0,0,6,10,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,8,6,17,8,17,1363,3672,129,..,1492,3672
506071145,2097,5280,1673,3000,1452,2985,3123,5985,534,975,237,393,61,103,0,0,828,1461,0,3,0,0,0,0,3,5,0,4,32,52,6083,12781,892,..,6973,12781
506071146,3004,8474,441,911,128,376,574,1288,27,36,3,7,74,97,0,0,102,136,0,0,0,0,0,0,0,3,0,3,19,55,3698,9958,408,..,4107,9958
506071147,3027,8455,442,828,1766,3386,2211,4220,284,476,380,652,643,1111,0,0,1312,2236,0,0,0,0,0,0,0,5,0,5,17,32,6569,14947,1301,..,7866,14947
507011148,4961,15749,337,859,62,147,397,1010,4,5,0,0,0,0,0,0,4,5,0,4,0,7,0,3,3,8,6,13,11,14,5379,16792,472,..,5853,16792
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
507011152,2739,7653,167,338,31,79,190,411,0,4,0,0,0,0,0,0,0,4,59,87,60,88,0,0,0,0,115,177,5,8,3051,8261,325,..,3378,8261
507011153,2562,6583,240,396,100,154,340,550,48,74,199,348,0,0,0,0,248,419,0,0,0,0,0,0,0,0,0,0,3,4,3158,7557,294,..,3451,7557
507011154,2920,7114,798,1491,169,332,965,1821,93,163,112,161,25,39,0,0,232,359,0,0,0,0,0,3,0,0,0,3,20,40,4136,9340,590,..,4718,9340
507011155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,6,7,0,0,6,6,0,..,6,6
507011158,271,845,7,16,248,652,257,671,10,19,11,20,297,524,0,0,316,560,0,0,16,21,0,0,0,0,16,21,5,6,862,2106,157,..,1024,2106
507011159,3469,9329,445,717,10,22,449,740,3,3,113,199,294,516,0,0,408,713,0,0,0,0,0,4,0,0,0,4,0,8,4330,10797,530,..,4862,10797
507011160,2801,7230,817,1656,45,85,865,1743,39,69,84,165,0,0,0,0,131,241,0,0,0,0,0,0,0,0,0,0,61,77,3854,9286,542,..,4402,9286
507011161,3794,11764,599,1385,148,327,750,1710,70,117,122,219,136,203,0,0,330,537,0,0,0,0,0,0,0,0,0,0,9,11,4879,14025,435,..,5315,14025
507011163,2287,6456,221,382,47,88,265,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2558,6937,218,..,2781,6937
507011259,2507,7390,118,228,28,48,142,275,50,69,11,18,0,0,0,0,57,83,0,0,0,0,0,0,0,0,0,0,4,13,2717,7760,286,..,3006,7760
507011260,814,2318,4,8,11,13,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,826,2352,56,..,878,2352
507021164,1809,5168,203,390,320,638,528,1034,64,98,132,170,168,263,0,0,361,532,0,0,0,0,0,0,13,12,12,11,5,12,2712,6762,408,..,3123,6762
507021165,2808,6856,790,1501,1123,2106,1917,3609,253,400,364,575,535,878,3,0,1153,1857,0,0,0,0,0,0,11,17,13,21,45,75,5927,12423,1301,..,7228,12423
507021166,4303,10772,665,1144,295,651,965,1798,77,109,112,169,12,24,0,4,205,307,0,0,88,130,0,5,12,19,102,154,58,87,5625,13125,760,..,6384,13125
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,..,5,3
507031169,4242,12890,107,239,25,43,136,289,32,44,6,13,0,0,0,0,33,61,0,0,0,0,0,0,0,0,0,0,22,59,4431,13296,509,..,4941,13296
507031170,2433,6402,232,356,23,45,252,404,88,130,0,0,0,0,0,0,88,130,0,0,0,0,0,0,0,4,0,4,3,3,2776,6937,305,..,3084,6937
507031172,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,0,..,16,61
507031173,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,..,6,16
507031174,3368,8778,98,199,74,159,170,361,183,286,127,225,0,0,0,0,306,513,0,0,0,0,0,0,64,182,62,181,0,7,3915,9839,479,..,4393,9839
507031261,1584,4517,132,316,3,5,135,315,4,9,0,3,0,0,0,0,5,9,3,0,0,0,0,3,0,0,3,6,17,37,1742,4887,180,..,1922,4887
507041175,2796,7668,405,818,537,1338,939,2153,138,246,63,104,108,198,0,0,306,557,0,0,0,0,0,0,0,4,0,4,15,32,4059,10418,572,..,4635,10418
507041176,1065,3161,130,275,34,87,169,368,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,19,1238,3555,101,..,1346,3555
507041177,3350,8703,1816,3129,248,535,2058,3662,186,229,30,33,3,4,0,0,217,268,0,0,0,0,0,0,0,0,0,0,18,41,5636,12667,693,..,6329,12667
507041178,3839,10589,1058,1980,308,814,1364,2799,74,100,34,57,60,111,0,0,166,257,3,8,0,0,0,0,0,5,3,14,18,41,5391,13695,643,..,6040,13695
507041179,2169,6385,302,612,12,29,318,642,169,201,0,0,87,134,0,0,258,338,0,0,0,0,0,0,0,4,0,4,7,14,2753,7384,270,..,3022,7384
507041180,3461,9930,222,413,6,17,231,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3699,10378,241,..,3935,10378
507041181,4565,12426,852,1544,412,994,1265,2540,42,63,54,75,0,0,0,0,94,144,0,3,0,0,0,0,0,3,6,10,20,55,5942,15178,613,..,6558,15178
507041182,3436,9530,592,1049,28,76,613,1123,105,212,49,77,0,0,0,0,155,288,0,6,0,3,0,0,0,0,0,6,9,24,4220,10971,385,..,4603,10971
507041183,1454,3704,315,610,17,51,330,655,77,95,10,14,0,0,0,0,83,103,0,0,0,0,0,0,0,0,0,0,0,4,1873,4469,224,..,2099,4469
507041184,1879,5726,20,36,3,13,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,5773,169,..,2064,5773
507051185,9880,28942,398,760,24,62,430,825,0,0,0,0,0,0,0,0,0,0,36,55,4,14,3,14,5,9,46,90,34,83,10387,29946,907,..,11293,29946
507051186,2937,7440,191,315,0,0,191,315,10,16,0,0,0,0,0,0,10,16,0,0,0,0,0,0,3,9,3,9,0,0,3144,7785,338,..,3482,7785
507051187,3960,11994,268,458,14,27,280,488,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4241,12483,398,..,4638,12483
507051188,4252,10017,865,1266,433,736,1300,2001,419,659,7,8,128,207,0,0,554,867,111,161,11,18,0,3,0,0,122,188,7,17,6230,13091,1294,..,7525,13091
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
507051190,4046,9645,141,221,19,33,161,254,355,517,8,6,0,0,0,0,361,518,0,0,0,0,0,0,18,39,18,39,5,7,4589,10473,959,..,5545,10473
507051191,5766,17669,163,399,14,23,175,418,0,3,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,7,3,10,5950,18108,832,..,6781,18108
507051192,4143,11257,81,160,5,12,90,167,15,21,0,0,0,0,0,0,15,21,0,3,0,4,0,0,0,0,5,9,4,4,4255,11463,516,..,4772,11463
507051193,3496,9390,162,273,19,36,182,310,4,3,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,4,3,7,3682,9714,421,..,4112,9714
509011225,4782,11146,744,1023,67,105,807,1134,40,57,0,0,0,0,0,11,38,66,24,38,3,5,0,3,0,0,25,47,38,73,5691,12463,1319,..,7012,12463
509011226,1138,2906,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,3,3,6,16,7,7,24,43,3,16,1168,2966,300,..,1468,2966
509011227,1689,4361,4,4,17,21,17,29,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1707,4399,289,..,1992,4399
509011228,2075,4769,83,116,0,0,81,115,3,9,0,0,0,0,0,0,3,9,5,16,0,0,3,4,0,0,13,19,16,43,2192,4960,900,..,3088,4960
509011229,944,2292,28,44,0,0,28,39,6,10,0,0,0,0,0,0,6,10,10,20,0,0,3,5,4,20,22,43,9,17,1006,2404,567,..,1578,2404
509011230,1424,3635,97,195,0,0,97,195,16,23,0,0,0,0,0,0,16,23,3,3,0,0,0,0,0,0,3,5,13,28,1553,3888,265,..,1809,3888
509011231,1422,3503,18,32,0,0,18,32,30,42,0,3,0,0,0,0,26,43,0,3,0,0,3,3,3,4,7,14,10,36,1491,3632,379,..,1870,3632
509011232,1094,2806,33,48,0,0,33,43,0,0,0,0,0,0,0,0,0,0,22,28,19,27,0,3,0,0,43,55,4,12,1179,2922,199,..,1382,2922
509011233,3395,9117,151,231,7,14,152,245,0,0,0,0,0,0,3,9,3,9,40,64,53,73,5,16,10,28,108,176,15,45,3678,9587,404,..,4089,9587
509011234,1821,4307,5,9,0,0,5,9,7,10,0,0,0,0,0,0,7,10,10,18,0,0,7,4,9,21,17,40,26,52,1870,4421,384,..,2254,4421
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
509021236,1714,4714,0,5,0,0,0,5,13,30,0,0,0,0,3,0,14,32,6,5,0,0,20,47,0,0,22,50,15,32,1768,4834,289,..,2055,4834
509021237,1358,3254,20,38,0,0,20,38,25,28,0,0,0,0,0,0,25,28,7,11,4,3,3,14,9,13,24,35,39,89,1466,3449,277,..,1744,3449
509021238,1535,3478,23,24,0,0,23,24,0,3,0,0,0,0,0,0,3,4,13,24,0,0,0,3,0,4,17,34,16,26,1590,3564,459,..,2044,3564
509021239,2907,6873,57,114,8,28,71,140,13,20,0,0,0,0,0,0,13,23,31,50,6,14,26,66,12,17,80,142,44,105,3110,7280,3210,..,6317,7280
509021240,1783,4346,73,102,0,0,73,102,11,18,0,0,0,0,0,0,11,18,4,16,0,0,0,0,0,0,9,12,17,34,1892,4518,429,..,2320,4518
509021241,1624,4004,36,68,0,0,36,68,4,15,0,0,0,0,0,0,4,15,21,33,0,0,0,0,13,31,40,63,12,38,1711,4182,438,..,2151,4182
509021242,1080,2438,25,36,0,0,25,36,0,3,0,0,0,0,0,0,0,3,6,16,0,0,3,4,8,18,19,37,11,26,1133,2545,493,..,1634,2545
509021243,3661,9055,64,104,0,4,63,103,77,136,0,0,0,3,3,3,85,139,21,32,17,33,3,11,4,10,48,81,19,41,3876,9414,727,..,4602,9414
509021244,1671,3792,12,16,3,4,17,20,0,3,0,0,0,0,0,0,0,3,13,26,12,21,12,20,0,0,41,67,12,24,1741,3908,438,..,2178,3908
509021245,1931,4372,42,62,5,4,45,64,42,56,0,0,0,0,0,0,42,56,13,17,0,0,0,0,0,0,12,22,24,78,2059,4593,532,..,2592,4593
509031246,1319,3030,19,31,0,0,19,31,31,49,0,0,0,0,0,0,31,49,9,20,0,0,0,0,3,5,14,23,30,52,1407,3188,340,..,1755,3188
509031247,1523,3528,38,63,0,0,38,63,21,29,0,0,0,0,0,4,20,36,7,14,0,0,0,9,10,15,20,31,16,33,1625,3691,620,..,2242,3691
509031248,834,2110,15,25,0,0,15,25,13,16,0,0,0,0,0,0,12,13,5,7,5,8,0,5,7,6,21,23,7,6,885,2180,288,..,1174,2180
509031249,1499,3694,96,191,0,0,96,191,17,25,0,0,0,0,0,0,17,25,6,13,0,0,0,0,49,64,63,78,4,3,1675,3994,251,..,1929,3994
509031250,1773,4099,60,82,0,4,56,82,3,3,0,0,0,0,0,0,3,3,7,10,0,0,3,3,3,6,14,24,18,31,1861,4237,402,..,2265,4237
510011262,3353,9896,219,430,152,330,377,763,311,632,5,5,0,0,0,4,316,644,292,531,3,3,23,37,27,76,347,649,104,204,4497,12153,677,..,5171,12153
510011263,1621,5735,193,386,9,33,203,419,85,178,0,0,0,0,0,0,85,178,56,109,7,11,34,88,15,34,110,244,16,33,2033,6605,610,..,2638,6605
510011264,528,2045,86,199,15,23,102,225,18,46,0,0,0,0,0,0,19,49,13,28,0,0,14,33,13,31,37,94,5,23,699,2429,248,..,946,2429
510011265,1513,4702,179,403,31,60,209,463,84,161,0,0,0,0,0,0,84,161,216,382,10,15,31,59,89,204,338,651,41,89,2187,6068,573,..,2756,6068
510011266,528,1829,0,0,0,0,0,0,4,4,0,0,0,5,0,0,3,5,66,130,0,0,16,24,0,0,77,153,7,21,617,2003,76,..,695,2003
510021267,388,1618,5,6,3,3,3,10,3,8,0,0,0,0,0,0,3,8,38,62,3,7,5,48,8,17,47,126,19,26,463,1791,123,..,586,1791
510021268,1135,3361,53,111,8,13,61,126,19,30,0,0,0,0,0,0,19,30,0,3,0,0,0,0,5,12,8,14,10,17,1234,3543,942,..,2178,3543
